title,DAO Quiz 6 (Summer 2018),dao,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
This tooth has its cingulum centered mesiodistally.,Maxillary central,Maxillary canine,Mandibular canine,All of the above,None of the above.,B,
Which pairs of teeth have a mesial surface touching a mesial surface (universal numbering system)?,25 and 26,16 and 17,7 and 8,1 and 32,8 and 9,E,
Which of the following phrases are correct (universal numbering system)?,Buccal surface of tooth 10,Labial surface of tooth 19,Palatal surface of tooth 29,Occlusal surface of tooth 27,Facial surface of tooth 1,E,
"If you were observing the faciolingual dimension on a tooth, what surfaces could you be viewing?",Mesial,Occlusal,Proximal,Labial,Distal,B,
From which view is only one root visible on a mandibular first molar?,Mesial,Distal,Buccal,Lingual,Apical,A,
Which root may occasionally be divided or bifurcated on a mandibular first molar?,Buccal,Lingual,Mesial,Distal,Mesiobuccal,C,
Which two cusps have the ridges that make up or join to form the oblique ridge on the maxillary first molar? Choose 2 answers.,Mesiobuccal,Distobuccal,Mesiolingual,Distolingual,Cusp of Carabelli,C,
From which view are only two roots visible on a maxillary first molar?,Mesial,Distal,Buccal,Lingual,,A,
Which cusp is most likely to be absent on a maxillary second molar?,Mesiobuccal,Mesiolingual,Distolingual,Distobuccal,Distal,C,
Which cusp is largest and longest on a maxillary second molar?,Mesiobuccal,Mesiolingual,Distolingual,Distobuccal,Cusp of Carabelli,B,
