title,Oral Pathology Exam 3 (Spring 2023),oralpath,exam3
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following entities in the differential diagnosis for a multilocular radiolucency of the mandible can cause significant hemorrhage if incised (which is why all radiolucencies should be aspirated prior to biopsy)?,Odontogenic Myxoma,Ameloblastoma,Central giant cell granuloma/brown tumor,Hemangioma/Vascular malformation,Odontogenic keratocyst,D,
Which of the following entities in the differential diagnosis for a multilocular radiolucency of the mandible can present with abnormal serologic results,Odontogenic Myxoma,Ameloblastoma,Central giant cell granuloma/brown tumor,Hemangioma/Vascular malformation,Odontogenic keratocyst,C,
A 12-year-old female presents with an impacted maxillary canine. The radiolucency surrounding the canine crown extends beyond the CEJ and terminates on the root surface. Which of the following entities is MOST likely?,Calcifying odontogenic cyst,Ameloblastoma,Adenomatoid odontogenic tumor,Calcifying epithelial odontogenic tumor,Squamous odontogenic tumor,C,
Which of the following cysts is caused by pulpal necrosis/odontogenic infection?,Calcifying odontogenic cyst,Odontogenic keratocyst,Dentigerous cyst,Periapical cyst,Lateral periodontal cyst,D,
Which is true of the following statements: Statement 1: Palatal cysts of the newborn occur in the majority (at least >50%) of newborns Statement 2: Palatal cysts of the newborn require immediate treatment with surgical resection,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Elevation of the nasal ala can be observed in which of the following cysts?,Odontogenic keratocyst,Median palatal cyst,Nasolabial cyst,Nasopalatine duct cyst,Dentigerous cyst,C,
What structure(s) is/are surgically removed in a Sistrunk procedure?,Cyst lining,Thyroglossal duct tract,Muscle along the thyroglossal duct tract,A portion of the hyoid bone,All of these options are removed in a Sistrunk procedure,E,
Which is true of the following statements: Statement 1: A dermoid cyst can have sweat glands and hair follicles in the wall Statement 2: Dermoid cysts commonly occur in the midline of the floor of mouth,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
True or false: All cystic lesions of the lateral neck are branchial cleft cysts,True,False,,,,B,
"Of the following options, where is a lateral periodontal cyst most likely to occur?",Between #27 and #28,Between #8 and #9,Between #1 and #2,Between #13 and #14,Between #23 and #24,A,
Which is true of the following statements: Statement 1: Glandular odontogenic cysts often occur in the anterior mandible and cross the midline Statement 2: Glandular odontogenic cysts never recur after enucleation,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which of the following is observed in Nevoid Basal Cell Carcinoma Syndrome?,Multiple ameloblastomas,Café au lait macules,Palmar and plantar pits,Multiple cutaneous melanomas,None of the options,C,
Which is true of the following statements: Statement 1: All teeth associated with a buccal bifurcation cyst must be extracted Statement 2: Buccal bifurcation cysts most commonly occur with the permanent maxillary first molars,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which is true of the following statements: Statement 1: Purulence can be expressed from a gingival abscess Statement 2: Gingival abscesses are directly associated with deep periodontal pockets,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which of the following lesions is derived from both odontogenic epithelium and odotogenic ectomesenchyme?,Ameloblastoma,Myxoma,Cementoma,Ameloblastic fibroma,Squamous odontogenic tumor,D,
True or False: Cemento osseous dysplasia becomes more radiolucent with time,True,False,,,,B,
Which is true of the following statements: Statement 1: Focal cementoosseous dysplasia occurs most frequently in men Statement 2: Periapical cementosseous dysplasia only occurs with necrotic teeth,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which is true of the following statements: Statement 1: Stafne defects occur more commonly in men Statement 2: Stafne defects occur superior to the inferior alveolar nerve,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
A radiolucency that exhibits “scalloping between the roots” is most characteristic of which of the following:,Ameloblastoma,Traumatic bone cyst,Aneurysmal bone cyst,Stafne defect,Central giant cell granuloma,B,
Histologic examination of the lesions in cherubism most closely mimic which of the following:,Odontogenic Myxoma,Ameloblastoma,Central giant cell granuloma/brown tumor,Hemangioma/Vascular malformation,Odontogenic keratocyst,C,
Multiple osteomas are a component of which of the following syndromes,Nevoid basal cell carcinoma syndrome,Gardner syndrome,Mccune Albright syndrome,Jaffe Lichtenstein syndrome,Gorlin syndrome,B,
“Teeth floating in space” in a pediatric patient is most concerning for which of the following?,Chondrosarcoma,Langerhan's cell histiocytosis,Ameloblastoma,Multiple myeloma,Condensing osteitis,B,
Which is true of the following statements: Statement 1: Papillon LeFevre is associated with severe periodontal disease Statement 2: Papillon LeFevre is associated with multiple central giant cell granulomas,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which of the following has been used to treat central giant cell granulomas?,Surgical resection,Intralesional steroid injection,RANK-L inhibitors,All of these have been used in the treatment of central giant cell granulomas,,D,
Which is true of the following statements: Statement 1: Cementoblastomas are most frequently associated with mandibular molars Statement 2: Cementoblastomas are separate and distinct from the root and the PDL remains intact,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
