title,Pathomedicine Exam 4 (Fall 2022),patho,exam4
question,option_a,option_b,option_c,option_d,option_e,correct,image
Meckel diverticulum derives from which fetal structure?,Vitelline duct,Ductus venosus,Arantius' duct,Umbilical vein,Ductus arteriosus,A,
A patient with an FEV1 between 60% and 80% and daily asthma symptoms would be best classified as which of the following?,Intermittent,Mild persistent,Moderate persistent,Severe persistent,,C,
Which of the following cells are mostly responsible for ARDS?,Lymphocytes,Eosinophils,Neutrophils,Mast cells,Red blood cells,C,
"All of the following are clinical findings associated with progressing tuberculosis, EXCEPT one. Which one is the EXCEPTION?",Fever,Night sweats,Weight gain,Hemoptysis,Malaise,C,
"All of the following are clinical features identified in acute bacterial pneumonia, EXCEPT one. Which one is the EXCEPTION?",Left shift on CBC,High fever,Shaking chills,Productive mucopurulent cough,Alveolar lymphocytic inflammatory infiltrate,E,
A brown pigmented gallbladder stone is most likely:,A sterile stone comprised of pure cholesterol,A stone that developed in the background of an infection and comprised primarily of pure cholesterol,A sterile stone comprised primarily of unconjugated salts of bilirubin,A stone that developed in the background of an infection and comprised primarily of unconjugated salts of bilirubin,A stone that developed in the background of an infection and comprised primarily of cholesterol admixed with calcium carbonate and phosphate,D,
Which of the following medications should be limited in patients with liver disease?,Acetaminophen,Codeine,Meperidine,Diazepam,All of the options should be limited in patients with liver disease,E,
Which of the following viruses has the highest risk of occupational exposure seroconversion?,HIV,Hepatitis A,Hepatitis B,Hepatitis C,,C,
Which of the following is true of Hepatitis B?,RNA virus,Universally fatal,Transmitted via the fecal-oral route,Can lead to cirrhosis and liver cancer,Incidence of infection from exposure is approximately 50-75%,D,
Choose the correct answer based on the following statements: Statement 1: The liver converts calcium pyrophosphate into urea Statement 2: The liver plays an important role in drug metabolism,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,B,
Kupffer cells in the liver are which inflammatory cell?,Neutrophil,Eosinophil,Macrophage,Helper T cell,Cytotoxic T cell,C,
True or False: tuberculosis in the oral cavity can appear clinically similar to squamous cell carcinoma,True,False,,,,A,
Which of the following is the most appropriate action for dental treatment of a patient with a positive PPD but radiographic exam and physical signs/symptoms indicate non-active disease?,Treat with standard universal precaution,Treat in a hospital setting,Defer elective treatment only,Defer all treatment,,A,
