title,GDA Midterm Exam (Summer 2023),gda,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following is not a biological mechanism of growth?,Hypertrophy,Accretion,Hyperplasia,Convergence,All of the above are mechanisms of growth,D,
The peak velocity of growth in infancy happens at 4 months of age.,True,False,,,,B,
Which stage of childhood is defined by the eruption of permanent teeth and results in a mixed dentition?,Early childhood,Middle childhood,Late childhood,,,B,
Statement 1: According to the Rule of 5s a baby will have approximately 25cm of growth in the first year of life. Statement 2: Growth of approximately 10cm per year is expected from age 1 until puberty.,Statement 1 is true. Statement 2 is true.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,Statement 1 is false. Statement 2 is false.,,B,
At what age is the head circumference expected to reach its adult size?,10 years,6 years,21 years,1 year,,B,
Growth in weight is on average fastest in spring and growth in height fastest in autumn.,True,False,,,,B,
Where is human growth hormone or somatotropin secreted in the body?,Thyroid gland,Pituitary gland,Adrenal gland,None of the above,,B,
Which of the following nutrients is associated with protein synthesis and its deficiency can lead to loss of hair?,Iodine,Zinc,Vitamin A,Vitamin C,Magnesium,B,
What body part experiences the most growth in the first year after birth?,Head,Heart,Torso,Arms,Femur,A,
Which of the following statements is NOT true regarding gametogenesis?,In a meiotic division the chromosome number is reduced from diploid to haploid.,During meiosis division occurs and chromosome number is reduced from 43 to 26.,The only haploid cells in the body are the egg and the sperm and they each contain 23 chromosomes.,Gametogenesis is important because it ensures the same number of chromosomes from one generation to the next.,,B,
In what part of the uterus does fertilization occur?,Infundibulum,Ampulla,Isthmus,Mesosalpinx,Ovarian ligament,B,
What structure is the earliest site of nutrient exchange in the developing fetus?,Lacunae,Synchtiotrophoblast,Cytotrophoblast,Uterine lining,Blastocyst,A,
Which germ layer is the primary contributor to the central and peripheral nervous systems?,Ectoderm,Mesoderm,Endoderm,,,A,
Statement 1: Spina Bifida Occulta is often found as an incidental finding when performing imaging because it does not present with any symptoms. Statement 2: Spina Bifida Cystica often results in paresthesia or anesthesia in the saddle area.,Statement 1 is true. Statement 2 is true.,Statement 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,Statement 1 is false. Statement 2 is false.,,A,
Which of the following is an adult derivative of the midgut?,Appendix,Stomach,Gallbladder,Liver,Rectum,A,
Which stage in lung maturation is defined by a transition to autonomous gas exchange?,Terminal Sac Stage,Glandular Stage,Alveolar Stage,Psuedoglandular Stage,,C,
The most frequent site for an ectopic pregnancy to occur is which of the following?,Isthmus of the uterine tube,Ampulla of the uterine tube,Abdomen,Ovary,Cervix,B,
True or False: Meckel's Cartilage is a derivative of pharyngeal arch 1 and contributes to the formation of the mandible.,True,False,,,,A,
Which of the following hormones is detected in a positive pregnancy test?,Somatotropin,Human chorionic gonadotropin,Testosterone,Estrogen,Androgens,B,
The sperm can live in the female genital tract for up to 48 hours thus why conception can occur even if ovulation is delayed.,True,False,,,,A,
Which of the following statements is false?,Methamphetamines can cause decreased heart rate of both mother and baby.,Marijuana use during pregnancy results in a limitation in oxygen supply to the fetus.,Injectable narcotics users have a higher risk of passing HIV to he developing fetus.,Cocaine enters the fetal circulation and takes much longer to metabolize by the fetus than by the mother.,,A,
Which FDA Drug Risk Classification includes medications that have no controlled studies on animals or human?,Category A,Category B,Category C,Category D,,C,
Statement 1: The alar plate brings sensory information away from the spinal cord. Statement 2: The basal plate brings motor information to the spinal cord.,Both statements are true.,Both statements are false.,Statment 1 is true. Statement 2 is false.,Statement 1 is false. Statement 2 is true.,,B,
What is the adult analogue of the third aortic arch?,Maxillary artery,Ductus Arteriosus,Stapedial arteries,Common Carotid artery,,D,
The stomodeum is the primordial to which of the following structures?,Ear,Eye,Chin,Mouth,Tongue,D,
Which two pharyngeal arches produce adult derivatives in the hyoid?,Arch 1 and Arch 2,Arch 2 and Arch 3,Arch 3 and Arch 4,Arch 4 and Arch 5,Arch 5 and Arch 6,B,
What is the fate of pharyngeal arch 5?,Laryngeal and pharyngeal musculature,Stylopharyngeus,Hyoid cartilage,Muscles of facial expression,None of the above,E,
What is the fate of pharyngeal cleft 1?,External auditory meatus,Malleus,Tympanic Membrane,Hyoid,,A,
Match the correct Cranial Nerve and its function.,Optic Nerve; Sense of Smell,Trochlear; Inward and Downward Eye Movement,Abducens; Facial Expression,Trigeminal; Extraocular Eye Movements,Spinal Accessory; Swallowing,B,
Which if the following bones forms from the maxillary prominence?,Frontal,Nasal,Zygomatic,Mandible,,C,
True or False: The thyroid gland is formed out of the pharyngeal apparatus.,True,False,,,,B,
A patient with Down's Syndrome presents to your office for a comprehensive new patient examination. Which of the following intramural findings might you expect to see in regards to the tongue?,Microglossia,Macroglossia,Ankyloglossia,,,B,
Treacher Collins clinical presentation includes all of the following except:,Underdeveloped facial bones,Hearing loss,Deformed ears,Normal intelligence,Mandibular hypoplasia,E,
The nasolacrimal duct separates the nasal cavity and the oral cavity preventing communication and will rupture in week 7.,True,False,,,,B,
Which of the following cranial nerves is not associated with innervation of the tongue?,CN V,CN VII,X,XI,XII,D,
What is the most appropriate patient positioning for an individual with Pierre Robins syndrome?,Completely supine in the dental chair,Upright so the airway is not compromised,Semi-upright with head tilted back and head flat,You are unlikely to see this patient in your office because they rarely survive into early childhood.,,B,
The Millard Advancement technique to repair clef lips aims to hide the surgical scar where?,The alae of the nose,The vestibular mucosa,The philtrum of the upper lip,The nasolacrimal groove,,C,
A patient presents to your practice 22 weeks pregnant and requires root canal. You plan to refer to her to your favorite endodontist. What is the appropriate medication for pain management of this patient until procedure can be completed?,Ibuprofen,Codeine,Aspirin,Toradol,Acetaminophen,E,
Which of the following is an example of a Class X medication?,Accutane,Acetaminophen,Lidocaine,Amoxicillin,Sudafed,A,
The green area shown in the figure can be identified as which facial prominence?,Frontonasal,Maxillary,Mandibular,,,A,images/gda-midterm-summer-2023/fig40.jpg
What organ system is most targeted by maternal alcohol consumption in the developing fetus?,Cardiovascular (Heart and blood vessels),Pulmonary (lungs),Neural (Brain and spinal cord),Gastrointestinal (Stomach and intestines),,C,
The basal plate is located in the posterior and dorsal part of the spinal cord and contains motor neurons.,True,False,,,,B,
A 25 week pregnant patient presents to her obstetrician for examination. The obstetrician is concerned with increased stress levels due to traumatic life events and the over-secretion of which is the following hormones?,Cortisone,Testosterone,Growth hormone,Secretin,Estrogen,A,
Which of the following is true about diagnostic radiation in relation to pregnant patients?,The FDA states diagnostic radiation is never appropriate in pregnant patients.,Use of a lead apron with a thyroid collar is indicated.,The risk of birth defects from the radiation from one full mouth series (FMX) is 9 in 100.,It is not necessary to communicate and educate expecting patients radiation exposure.,All of the above statements were true.,B,
Statement 1: The result of meiosis I in oogenesis is the separation of a homologous pair of replicated chromosomes. Statement 2: The result of meiosis II is the separation of sister chromatids into four haploid daughter cells.,Both statements are correct.,Both statements are incorrect.,Only Statement 1 is correct.,Only Statement 2 is correct.,,A,
"Deficiency of which of the following vitamins is related to the development of rickets, or defective mineralization and calcification of the bones that causes bowing and fracture?",Vitamin A,Vitamin B,Vitamin C,Vitamin D,Vitamin E,D,
Which is the following types of cells are the only haploid cells in the body?,Stem cells,Neural crest cells,Gametes,Dermal cells,Red blood cells,C,
Which pharyngeal arch gives rise to the muscles of mastication?,Arch 1,Arch 2,Arch 3,Arch 4,Arch 5,A,
What is the classification of the cleft lip shown in the photo?,Unilateral Complete,Unilateral Incomplete,Bilateral Complete,Bilateral Incomplete,,A,images/gda-midterm-summer-2023/fig49.jpg
The capability of a cell to give rise to several different kinds of specialized cells is known as:,Induction,Complexity,Critical period,Pluripotential,Repercussion,D,
Which of the following is not a sign of supine hypotensive disorder in pregnant women?,Tachycardia,Weakness,Nausea,Sweating,Drop in blood pressure,A,
The effects of Fetal Alcohol Syndrome are only apparent in infants and toddlers and never continue to effect an individual into teenage and adult years.,True,False,,,,B,
"What do aortic arch 5, pharyngeal arch 5 and pharyngeal pouch 5 have in common?",All are related to the common carotid artery,All give rise to structures in the ear,They have no derivatives,They are all related to development of the tongue,,C,
Which of the following is TRUE of marijuana exposure to the fetus during pregnancy?,Marijuana will not cross the placenta.,There is increased risk of miscarriage with marijuana use.,Babies are likely to have a higher than average birth weight.,There are no developmental delays seen later in life.,,B,
It is unnecessary to use a lead apron with a thyroid collar when taking radiographs of a pregnant patient.,True,False,,,,B,
Meckel's cartilage provides the model for which of the following structures?,Maxilla,Mandible,Medial Pterygoid,External auditory meatus,Temporal bone,B,
Which of the following do patients with spend bifida have an increased risk of allergy to?,Penicillin,Sulfa drugs,Ragweed,Latex,Peanuts,D,
Approximately how many cells are included in the morula?,8,16,32,4,,B,
During what week has folding occurred forming a c-shaped structure for the developing embryo and establishing cranial and caudal ends?,Week 2,Week 4,Week 8,Week 12,,B,
Which teeth are included in the premaxillary segment?,Central incisors,Canines,Premolars,First molars,,A,
What structure can be identified by the green line on the provided figure?,Terminal sulcus,Copula,Hypopharyngeal eminence,Tublerculum impar,,A,images/gda-midterm-summer-2023/fig61.jpg
