title,PCOD I Quiz 2 (Fall 2016),pcod1,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
"In general, as the filler volume percent increases of the various types of composite restorative materials:",the strength of the composite increases,the wear resistance of the composite decreases,the polymerization shrinkage of the composite increases,all of the above,none of the above,A,
"In general, as the filler particle size decreases of the various types of composite restorative materials:",the polishability of the composite decreases,the filler volume percent of the composite may increase,the translucency of the composite increases,all of the above,none of the above,E,
The type of composite that we are using in the Preclinic (Spectra TPH) is a:,macrofilled composite,microfilled composite,hybrid composite,flowable composite,none of the above,C,
The primary reason that a light cured composite restoration should not be built up in layers greater than 2 mm in thickness is:,the wear resistance will decrease if built up in thicker layers,the composite may shrink excessively if it is built up in thick layers,the composite may not cure thoroughly in thicker layers,the composite will be more difficulty to polish,all of the above,C,
Air bubbles incorporated in a composite restoration can lead to:,accelerated wear of the composite,tiny “white spots” appearing in the composite,difficulty in polishing the surface to a smooth shiny appearance,all of the above,none of the above,D,
The purpose of polishing a dental restoration is to:,make it is easier to clean plaque and stain accumulations,make it feel more comfortable to the tongue,make it more resistant to further roughening,a and b,all the above,E,
The most important step in obtaining a smooth shiny surface of a composite restoration is:,the rough grinding and contouring step,the prepolishing step,the polishing step,a and c only,none of the above,B,
"When using a high speed handpiece to prepare a patient's tooth for a restoration, water must be used in order to:",flush away the abraded debris,keep the tooth from overheating,act as a lubricant during the cutting procedure,a and b,all of the above,E,
The purpose(s) for using a rubber dam during operative procedures used to is to:,isolate the tooth and adjacent area from contamination,"retract the surrounding intraoral structures (tongue, cheeks, etc.)",prevent the patient from swallowing debris during the procedure,a and c,all of the above,E,
"A bur in a dental handpiece has a running speed of 200,000 rpm. This is considered:",low speed,high speed,medium speed,none of the above; a bur cannot run at that speed,,B,
Which of the following cavity classifications does not involve the proximal surface of the involved tooth?,Class II,Class III,Class IV,Class V,none of the above,D,
The enamel layer of a central incisor is:,thicker in the incisal third and thinner at the cervical area,thinner in the middle third and thicker at the cervical area,"equally thick in the incisal, middle and cervical parts of the tooth",thicker at the middle third and thinner at in the incisal third,a and d,A,
The axial wall of a Class V preparation should:,penetrate 0.5 mm into dentin,follow the convex curvature of the external surface of the tooth,have rounded internal line angles,a and c,all of the above,E,
The working end of a carbide #56 bur is:,"2.0 mm diameter, 5 mm length","1.8 mm diameter, 5 mm length","0.8 mm diameter, 4 mm length","1.5 mm diameter, 4 mm length",none of the above,C,
The depth of an ideal Class I preparation should be:,0.5 mm beyond the DEJ into dentin,2.0 mm beyond the DEJ into dentin,1.0 - 2.5 mm beyond the DEJ into dentin,at least 2.5 mm beyond the DEJ into dentin,none of the above,A,
