title,Pathomedicine Exam 1 (Fall 2021),patho,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Chose the correct answer based on the following statements: Statement 1: Toll-like receptors are present ONLY in drosophila, Statement 2: Toll-like receptors function in the recognition of pathogens",Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,B,
Which of the following are included in the steps of phagocytosis?,Recognition and attachment,Engulfment,Killing and degradation of ingested material,All of the above,None of the above,D,
Angiogenesis is the process of:,Migration and proliferation of fibroblasts,Formation of new blood vessels,Remodeling of tissue to produce a stable scar,Separation of basement membrane from the overlying epithelium,,B,
Metabolism of carbon tetrachloride may increase production of oxygen-derived free radicals. The preceding statement is:,True,False,,,,A,
Which of the following is not included among the cardinal signs/symptoms of inflammation?,Heat,Erythema,Edema (swelling),Pain and loss of function,Cyanosis,E,
What is the most common cause of hypoxia?,Pneumonia,Anemia,CO poisoning,Ischemia,Limited oxygen concentration of air at higher elevations,D,
Telomerase primarily functions in:,Shortening the DNA at linear ends of chromosomes during each successive cell division in somatic cells,Maintenance of telomere length in germ and stem cells,Inducing necrosis,Decreasing the longevity of cell lines,None of the above,B,
"All of the following are produced by mast cells, EXCEPT one. Which one is the EXCEPTION?",Factor XII,Cytokines,Prostaglandins,Histamine,Leukotrienes,A,
Which of the following adaptive mechanisms is correctly matched to its definition?,Hypertrophy: Increased number of cells,Hyperplasia: Increased size of cells,Atrophy: Decreased number of cells,Metaplasia: Change in phenotype of a cell,,D,
Which of the following arachidonic acid metabolite causes bronchoconstriction?,Lipoxins,Thromboxanes,Leukotrienes,Prostaglandins,,C,
Which of the following is a mechanism of atrophy?,Increased compensatory protein synthesis,Inactivation of ubiquitin ligases,Autophagic vacuolization,Increase in innervation,,C,
In which of the following settings would you expect to see caseous necrosis?,Tuberculosis,Acute Pancreatitis,Organ infarct,Polyarteritis nodosa,,A,
Which of the following is an effect of calcium influx?,Initiates cytoprotective mechanisms,Activates proteases,Decreases mitochondrial permeability,Increases phospholipase production,,D,
