title,DAO Quiz 12 (Summer 2016),dao,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
Where is secondary dentin deposited?,Floor and roof of pulp chamber,Adjacent to the CEJ,The area right below the DEJ,Lateral wall of the pulp chamber,,A,
Fill in the blank: Nerve fiber endings extend just beyond the ______ junction and wind around the ______ processes.,"Dentinopulpal, odontoblastic","Cementoenamel, odontoblastic","Dentinopulpal, ameloblastic","Dentinoenamel, ameloblastic",,A,
True or False: The hydrodynamic theory is currently the accepted explanation for transmission of stimuli from the outer surface of dentin to the pulp.,True,False,,,,A,
The oral mucosa consists of the following.,Mucogingival junction,Attached gingiva,Alveolar mucosa,Free gingival margin,All of the above,E,
Recession of the gum from the CEJ is related to which of the following?,Infection associated with plaque,Calculus formation,Toothbrush trauma,Faulty restorations,All of the above,E,
"The Attachment unit consists of cementum, alveolar bone and ____:",Periodontal ligament,Gingiva,Alveolar mucosa,,,A,
"The _____ consists of hard and soft tissues that help anchor, support, and protect the teeth.",Gingiva,Periodontium,Sulcus,Hard palate,,B,
The bulk of the tooth is made up of,Dentin,Enamel,Cementum,Pulp,,A,
Which of the following is most likely to be found in the dentinal tubules?,Tomes processes,Tomes fibers,Thick collagen fibers,Ameloblasts,,B,
With advancing age the pulp chamber will,Increase in size,Decrease in size,Stay the same,,,B,
