title,PCOD I Quiz 1 (Fall 2018),pcod1,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
Why is ergonomics important in the practice of dentistry?,Decreases isometric fatigue and muscle spasm,Increases steadiness and accuracy,Improves field of vision,Prevents permanent disfigurement,All of the above,E,
When you are practicing your forearms should be parallel to the floor.,True,False,,,,A,
"On #19 you are more likely to get smooth surface decay, because it is further back in the mouth and hard to clean.","The statement is true, and the reason is true.",The statement is true but the reason is false.,"The statement is false, but the reason is true.",The statement is false and the reason is false.,,D,
Smooth surface caries can be found:,Just cervical to the contact point,Just occlusal to the contact point,At the contact point.,On the occlusal table,,A,
What are the major players in causing dental decay?,Bacteria,Substrate,Time,Carbohydrates,All of the above,E,
What is the name of the bacteria primarily responsible for dental decay?,Streptococcus Mutans,Streptococcus Pyogenes,Streptococcus Mitis,Streptococcus Salavarius,,A,
How are dental caries formed?,By acids produced from microbial metabolism.,By the presence of fungus Candida present in Biofilms.,By brushing too hard and too often.,"By eating foods that are too hard and abrasive, leaving deep scratched and cracks in the enamel surface of the tooth.",,A,
The bacteria biproduct created by consuming carbohydrates is,Lactic acid,Pyruvic acid,Sugar,,,A,
"What is the critical pH, below which mineral is lost from the tooth structure?",5.0,5.5,4.5,4.0,6.0,B,
Saliva helps with remineralization by:,Bathing the teeth in minerals.,Saliva can help wash away food particles.,Creating Fluoride.,Two of the above are correct.,All of the above.,D,
After tooth eruption adults get no further benefits from fluoride,True,False,,,,B,
All of the following are effects of fluoride in preventing dental caries except:,Inhibits demineralization,Enhances remineralization,Inhibits Bacterial activity,Decreases pH,,D,
