title,Fixed Prosthodontics Midterm Exam 1 (Fall 2018),fixedpros,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
The function of a Fixed Prosthesis is to:,Replace missing teeth,Improve patient comfort,Improve masticatory ability,Create optimum occlusion,All of the above,E,
A tooth or implant that serves as an attachment for a fixed prosthesis is called a (an):,Pontic,Precision attachment,Stress breaker,Abutment,a and c,D,
The outline of the maxillary arch is smaller than the outline of the mandibular arch:,True,False,,,,B,
"When observing the sagittal view of the Envelope of Motion, the inferior most point of this envelope represents:",Centric Relation,Rest Position,Maximum Opening Point,Edge to Edge Position of the incisors,,C,
Full Protrusion of the mandible requires both rotation and translation movements of the mandibular condyles:,True,False,,,,A,
Which of the following is NOT part of a proper diagnostic work up for treatment planning a fixed prosthesis:,Diagnostic casts,Intraoral exam,T3 scan,Appropriate radiographs,TMJ and occlusal evaluation,C,
Patients on anticoagulant therapy are likely to experience bleeding with certain dental procedures. Anticoagulant therapy is measured by what diagnostic measure:,BPH,PSA,INR,BMI,TPH,C,
"When performing a TMJ evaluation, which of the following symptoms may be present:",Pain,Limitation of movement,Crepitation,Overdeveloped Masseter muscle,All of the above,E,
Centric Relation is dependent on tooth contact:,True,False,,,,B,
The mandible is in its most anterior position when it is in:,Centric Relation,Maximum Protrusive,Centric occlusion,None of the above,,B,
Which of the following is NOT a component of the TMJ:,Articular eminence,Condyle,Articular disc,Glenoid fossa,Orbicularis oris,E,
Overjet refers to the vertical overlap of the anterior teeth:,True,False,,,,B,
"When the mandible moves through anterior guidance, the posterior teeth are in what relationship:",Maximum intercuspation,Centric relation,Not in contact,a and b,None of the above,C,
Maximal intercuspal position is totally dependent on Condylar position:,True,False,,,,B,
"When the mandible moves into Left lateral excursion, the left side is referred to as the:",Non-working side,Working side,Balancing side,a and c,,B,
The anterior-posterior curve of the maxillary and mandibular surfaces is known as the:,Curve of Wilson,The earth is flat,Curve of Spee,Sphere of Monson,,C,
The Non-Working side during lateral excursion refers to the direction to which the mandible moves:,True,False,,,,B,
The TMJ is often referred to as what type of lever:,Class I,Class III,See-Saw,Class II,,B,
When fabricating a cantilever fixed prosthesis it is common to:,Use a secondary abutment,Always use only one abutment,Shorten m-d length of pontic,a and c,,D,
