title,Intro to Implants Exam 1 (Spring 2021),implants,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which Drill in the sequence of preparing the osteotomy produced the most heat?,Final Drill,precision drill,Initial 2mm drill,intermediate drill,,C,
Which of the following is a catagory of implants?,mucosal implants,endosteal implants,Zygomatic implants,screw implants,endosteal implants and Zygomatic implants,E,
Which type of implants are endosteal implants?,blade,zygomatic Implants,Root implants,blade and root implants,All of the answer choices,E,
Which is the third  stage of wound healing?,clot formation,cellular response,growth,cellular activation,,B,
How long after an extraction do we start to see some connective tissue tissue?,7days,4 days,21 days,14 days,,B,
"According to Berglundh, after how many weeks do we start to see the formation of woven bone?",1 week,3 weeks,6 weeks,10 weeks,,A,
"P.I. Branemark, known as the father of Implant dentistry, discovered the origins of osseointegraion by accident by studying blood flow in rabbits, in what year was his work accepted universally?",1969,1983,1991,1977,,B,
"According to Branemark, what percentage of maxillary and mandibular implants integrated respectfully?","85%, 94%","69%, 74%","81%, 91%",,,C,
Implant Dentistry is only a surgically driven process?,True,False,,,,B,
External Hex connection implants is the implant connection choice that is preferred today?,True,False,,,,B,
Which of the following are benefits of a U-shape prosthesis,Easier procedure,No palatal coverage,Easier to clean,Better esthetics,,B,
"By placing 4-6 implants into the maxilla, it allows one to place what type of prosthesis?",standard denture,U shaped denture,Full arch Hybrid,Denture adhesive supported denture,U shaped denture and Full arch Hybrid,E,
The Surface of the implant determines the?,the shape of the implant,Design of the implant,percentage of bone to implant contact,None of the answer choices,,C,
"Compared to natural teeth, Bleeding on probing of an implant is more reliable as a sign of inflammation?",True,False,,,,B,
Which of the following implants is a machined surface?,Straumann SLActive,MIS,Branemark,Biohorizon,,C,
A-P spread refers to?,maximum distance of cantilever,How many implants you place for a hybrid,Number of implants in a over-denture,Angle of distal implants,,A,
What is the average depth of a deep palate?,12mm,7mm,17mm,10mm,,C,
What are possible complications of perforating the incisive canal when placing a dental implant?,Fainting,Bleeding,Longer healing time,None of the answer choices.,,B,
Which of the following can cause a life threatening complication during implant placement,placement of implant out of there alveolar housing,Placing an implant in a class 3 site,Perforating the  lingual plate during implant placement,Placing an immediate implant,,C,
"According to Kan, a class 3 sagittal root position is an indication for an immediate implant?",True,False,,,,A,
The average distance of the anterior loop of the mental foreman ranges from?,5-7mm,2-3mm,4-7mm,6-8mm,,A,
"According to the Seibert classification, a ridge with a  decrease in   buccal-lingual dimensions falls into which category?",Class 1,Class 2,Class 3,,,A,
"When placing implants in area of tori, what is one consideration one must take into account when planning the procedure?",greater amount of bone,Greater stability,flap management,greater vascularity,,C,
"Lack of keratinized tissue  is one of the potential complications of having a short vestibular depth, this is because",less bone to place implant,Narrow ridge,Less resilient to bacterial infiltration,Easier retention of a prosthesis,,C,
Patients taking the following types of drugs have a lower implant success rate?,Anti-coagulants,Cardiovascular drugs,Bisphosphonates,Anti-histamines,,C,
"Compared to non smokers , smokers  have?",higher success rate,Similar success rate,Lower success rate,Lower failure rate,,C,
"Compared to patients who have lost teeth due to decay, Patients who have lost teeth due to periodontal disease have?",higher complication rate,Similar success rate,Lower complication rate,Lower failure rate,,A,
The difference between warfarin (Coumadin) and the new generation blood thinners such as Eliquis is:,Eliquis has a reversal agent,Warfarin has an reversal agent,Eliquis has an antagonist,Warfarin doesn’t need to be stopped prior to Surgery,,B,
"Posteror maxilla has highest rate of implant failure, this is due to?",D1 bone,D3 bone,D4 bone,D2 bone,,C,
"According to Tarnow, if one has 4mm distance between the Crest of bone and tooth contact point, one is guaranteed to always have a papilla?",True,False,,,,A,
Soft issue analysis is important while doing the patients clinical exam because?,Patients with a high smile line are more likely to not care,keratinized tissue increases the risk for implant complications,Patients with thick biotype are more forgiving,Its not important,,C,
Patients with posterior support and a balanced bite are more likely to?,have less complications,Fracture an implant,Have stable teeth,Have less joint pain,,A,
Traditional panoramic images can magnify images as much as:,10%,25%.,50%,85%,,B,
Biological implant failures occur when the functional load exceeds the load-bearing capacity of the implant-bone interface while integration is still occurring or after it has been achieved.  This initially presents as bone loss around the coronal portion of the implant.,True,False,,,,A,
Implants are most stable between the 2-6 week time period,True,False,,,,B,
A. Immediately place single implant can be immediately loaded; and B. immediately placed single implants can be placed into function at time of placement.  Please circle correct answer:,Statement A and statement B are correct,Statement A is correct and statement B is incorrect,Statement A is incorrect and statement B is correct,Statement A is incorrect and statement B is incorrect,,B,
The ideal distance between two implants is:,1mm,3mm,5mm,7mm,,B,
Please circle the incorrect statement as it relates to the primary purpose of a surgical guides:,Helps place implants in the correct position and orientation,Helps delineate embrasure spaces,Helps align implant with long axis of restoration,Eliminates the need for clinical knowledge,,D,
"Absolute contraindications to implant placement based on surgical and anesthetic risks are limited primarily to patients who are acutely ill, those with uncontrollable systemic disease, and patients with certain disease or damage at the potential implant site.",True,False,,,,A,
"It is okay to connect a natural tooth to an implant, because the natural tooth has a periodontal ligament and will absorb all the forces.",True,False,,,,B,
