title,Lasers in Dentistry Final Exam (Summer 2023),lasers,
question,option_a,option_b,option_c,option_d,option_e,correct,image
"A laser is operating at 25% duty cycle. If the pulse length (time the laser is ON) is 25 msec, the thermal relaxation time (time the laser is OFF) is:",100 msec,75 msec,50 msec,25 msec,,B,
Which of the following is NOT an example of an active medium?,A Class II Laser,CO2 Gas,Er:YAG Crystal,Liquid Dyes,,A,
Stimulated emission of radiation was first presented by?,Niels Bohr,Leon Goldman,Thomas Edison,Theodore Maiman,Albert Einstein,E,
"Although in some cases they may be equal, which of the following CANNOT be true.",Average power is higher than peak power,Peak power is higher than average power,,,,A,
Lasers used in dentistry are from which area(s) of the electromagnetic spectrum?,Ultraviolet and visible,Visible only,Infrared and ultraviolet,Ultraviolet only,None of the above,E,
"By definition, which of the following is NOT a property of ALL lasers?",Collimation,Calibration,Coherent,Monochromatic,,B,
"A laser is operating in pulsed mode at a 33.3% duty cycle. If 12.0 Watts is the peak power, what is the average power?",8.0 Watts,6.0 Watts,4.0 Watts,3.0 Watts,Cannot be determined from the information given,C,
"A 2.0 Watt laser emits 2,000 mJ at 1 pulse per second (Hz). How many mJ will be emitted in each pulse at 100 pulses per second at the same power setting?",2000 mJ per pulse,200 mJ per pulse,20 mJ per pulse,2 mJ per pulse,,C,
Laser power density is represented by,Watts/mm2,Watts/cm2,Watts/mJ2,Watts/J2,,B,
"Dental lasers are typically delivered by way of a Gaussian beam, which is stronger in the center and weaker around the periphery.",True,False,,,,A,
"When a laser hits target tissue, several things can happen.  Which of the following is not a normal occurrence?",Magnification,Refraction,Transmission,Reflection,Absorption,A,
Coherent and incoherent light CANNOT be of the same wavelength.,True,False,,,,B,
Dental lasers used for soft tissue ablation are categorized as:,Class IV,Class III,Class II,Class I,,A,
"When writing a treatment note following a laser procedure, the most important thing to note is",The type of laser used,The wavelength of the laser used,The average power used,The patient wore laser eye protection,,D,
Discussions about the Nominal Ocular Hazard Distance (NOHD) involve the MPE. The MPE is the Minimum Permissible Exposure,True,False,,,,B,
"Fiber initiation involves using a pigment to absorb photons, turning light energy into thermal energy, ie. Photothermal effect.",True,False,,,,A,
Erbium lasers cannot cut zirconia crowns in half.,True,False,,,,A,
Diode lasers are primarily absorbed by water,True,False,,,,B,
"When performing a maxillary labial frenectomy, one full carpule/cartridge of local anesthetic is recommended to guarantee patient comfort and to improve access to the surgical site.",True,False,,,,B,
The goal of any soft tissue procedure is to carbonize the tissue because it will decontaminate the surgical site and improve tissue response.,True,False,,,,B,
"When cutting a cavity preparation with an erbium laser, the intrapulpal temperature will always increase slightly, similar to a high-speed handpiece preparation.",True,False,,,,B,
Laser cavitation is especially useful during photobiomodulation therapy.,True,False,,,,B,
Theodore Maiman invented the first dental laser.,True,False,,,,B,
Troughing is another term for gingival retraction.,True,False,,,,A,
The Nominal Ocular Hazard Distance (NOHD) is the distance from the laser source (the tip of the fiber) to the patient.,True,False,,,,B,
"If you wear loupes, there are no options for laser shielding. You must choose one or the other; magnification or eye protection.",True,False,,,,B,
"The faster you move the laser handpiece, the faster the tissue is removed.",True,False,,,,B,
The MOST effective laser for creating an incision or full thickness flap would be a DIODE laser.,True,False,,,,B,
"If you went to the Greater NY Dental Meeting and saw a laser on a manufacturer’s table that was about the size of the case for your loupes, you could reasonably assume it was a",Diode laser,Erbium laser,CO2 laser,Nd:YAG laser,,A,
"One of the benefits of using a laser for tissue retraction for a crown preparation is that it is appropriate in all cases, regardless of tissue health, tissue biotype or access.",True,False,,,,B,
"When using an ERBIUM laser (Er:YAG or Er,Cr:YSGG) to complete a gingivectomy, it is not possible to damage the tooth structure, which is one of its advantages.",True,False,,,,B,
Laser cavitation created during endodontics is created by a negative pressure phenomenon,True,False,,,,A,
"Of all the various laser procedures we discussed, the most appropriate for the treatment of pain caused by TMD would be",Laser Ablation,Laser Cavitation,Photobiomodulation Therapy,Photo Dynamic Therapy,,C,
"During cavity preparation, ERBIUM lasers can remove existing composites.",True,False,,,,A,
"All appointments for laser procedures should be scheduled with your PCC, who will confirm the appointment with Dr. Walinski.",True,False,,,,B,
The best way to test your laser is to look directly into the fiber and step on the foot pedal until you see the aiming beam.,True,False,,,,B,
ERBIUM lasers are absorbed into which of the following:,Water and pigment,Hydroxyapatite and pigment,Hydroxyapatite and water,Pigment only,Water only (hence the name Waterlase),C,
DIODE lasers penetrate deeper in,Pigmented Tissue,Unpigmented Tissue,,,,B,
Ultraviolet waves are shorter than microwaves,True,False,,,,A,
Photodynamic Therapy (PDT) requires all of the following EXCEPT:,Light,Silver nanoparticles,Oxygen,Photosensitizer,,B,
