title,Pathomedicine Exam 3 (Fall 2018),patho,legacy
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following may lead to the development of neoplasia?,Inherited genetic defects,Carcinogens,Oncogenic viruses,All of the above,,D,
Which gene is affected in Cowden syndrome?,PTEN,STK11,APC,PATCH,USP6,A,
Which of the following would be considered a normocytic RBC?,One that measures 85 fL,One that measures 75 fL,One that measures 105 fL,One that measures 115 fL,One that measures 65 fL,A,
Which of the following are a likely cause of a microcytic anemia secondary to excessive blood loss?,Excessive iron intake,Heavy menstruation in women,Gastrointestinal bleeding in men,All the above,B and C only,E,
"A female of 42-years presents with fatigue and pallor of the oral mucosa. Blood work is completed and shows the following: Low serum B12, presence of parietal cell antibodies, RBC volume = 130fL, and numerous hypersegmented neutrophils seen in peripheral blood smears. What is the most likely diagnosis?",Folate deficiency anemia,Pernicious anemia,Iron-deficiency anemia,Squamous papilloma,Glucose-6-phosphate dehydrogenase deficiency,B,
Which organism is most likely to be responsible for impetigo?,S. pyogenes,B. henselae,S. mutans,F. nucleatum,C. albicans,A,
A pediatric patient presents with superficial ulcers possessing an amber/honey crust of the perioral cutaneous tissues.  What is the most likely diagnosis?,Impetigo,Erythema multiforme,Pemphigus vulgaris,Mucous membrane pemphigoid,Oral lichen planus,A,
"All of the following are considered triggers of erythema multiforme, EXCEPT one. Which one is the EXCEPTION?",Non-steroidal anti-inflammatory drugs (NSAIDs),Antibiotics,Herpes simplex virus (HSV) infection,Mycoplasma pneumonia infection,C. albicans infection,E,
"A male patient of 27-years presents with several shallow, painful ulcers of the oral cavity, hemorrhagic crusting of the labial vermilion and bull's eye lesions of the dorsal hands. Which of the following is the most likely diagnosis?",Impetigo,Erythema multiforme,Pemphigus vulgaris,Mucous membrane pemphigoid,Oral lichen planus,B,
"All of the following are immune-mediated diseases, EXCEPT one. Which one is the EXCEPTION?",Candidiasis,Erythema multiforme,Pemphigus vulgaris,Mucous membrane pemphigoid,Oral lichen planus,A,
Statement 1: B cells develop in the bone marrow. Statement 2: B cells mature in the thymus.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,C,
"An immune reaction including TH2 lymphocytes, IgE-producing plasma cells and mast cells is most consistent with a:",Type I hypersensitivity,Type II hypersensitivity,Type III hypersensitivity,Type IV hypersensitivity,,A,
Urticaria and angioedema are most commonly seen in:,Type I hypersensitivities,Type II hypersensitivities,Type III hypersensitivities,Type IV hypersensitivities,,A,
Antibodies directed against receptors inhibiting the binding of neurotransmitters at the neuromuscular junction are seen in myasthenia gravis. Myasthenia gravis is an example of a:,Type I hypersensitivity,Type II hypersensitivity,Type III hypersensitivity,Type IV hypersensitivity,,B,
Which of the following is not a component of the ABCDE criteria for suspicious features of pigmented lesions?,Asymmetry,Broad-based,Color,Diameter,Evolution,B,
Statement 1: Peutz-Jeghers syndrome includes mucocutaneous pigmentation and GI (gastrointestinal) hamartomatous polyps. Statement 2: The GI (gastrointestinal) hamartomatous polyps seen in Peutz-Jeghers syndrome are NOT premalignant.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
Statement 1: The “owl eye” nucleus is a feature seen in Hodgkin lymphoma. Statement 2: The “starry sky” histopathology is a feature of Burkitt lymphoma.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
Most cancer deaths in men are caused by:,Prostate malignancies,Osteosarcoma,Lung and bronchus malignancies,Colon and rectum malignancies,Melanoma,C,
"Intro: A male of 45-years presents for evaluation of “white spots in mouth”.HPI: Started five-days prior.MedHx: Lichenoid mucositis.Meds: Fluocinonide gel 0.05% for 7-days. Allergies: Denies.SocHx: Denies.PhysEx:Regional H&N:EOE: No extra-oral nodules, asymmetry, or other grossly visible signs of pathology. The examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: Generalized wipeable white plaques on multiple oral surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, maxillary and mandibular buccal vestibules, gingiva, tongue, FOM, hard palate and soft palate. The oropharynx appeared free of atypical inflammation, infection, neoplasia or other pathology. Clinical impressions (diagnosis): These findings are compatible with candidiasis. Question: The diagnosis was confirmed to be candidiasis by cytology. Candidiasis is most commonly an opportunistic infection. This patient had an intact immune system 7-days prior. Given the clinical scenario, what type of immunodeficiency was most likely responsible for his development of this oral disease?",Genetic,Acquired,,,,B,
"“Stepladder trabeculations”, “hair on end” and “chipmunk facies” are manifestations related to bone changes seen in thalassemia. Which of the following processes best explain these bone changes?",Extramedullary hematopoiesis,Iron overload,Aplastic anemia,Myelophthisic anemia,Antibodies directed against intrinsic factor,A,
