title,Intro to Clinical Dentistry Exam 2 (Spring 2020),icd,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
Understanding Patient personalities is a tool that will:,help you properly communicate with your patient,important to make sure the patient agrees to the treatment plan that you want to do,help insure that the your explanation of treatments are understood by the patient,All of the answer choices,help you properly communicate with your patient and help insure that the your explanation of treatments are understood by the patient,E,
A patient presents to you with recurrent decay under a large restoration. After reviewing the radiograph you determine the decay is close to the dental pulp but you believe that a direct restoration is the treatment that would still be viable. What would be the proper way to present your treatment to the patient?,Tell the patient that the tooth needs a Root Canal Treatment,Tell the patient that you will do a restoration,"Explain to the patient what you see on the radiograph, the proposed treatments and the possible complications that may occur","you have previously established trust with this patient, so there is no reason to explain anything to the patient.",,C,
"A patient that never asks any questions about treatment, always says yes to any treatment, and does not want you to explain any treatment might be classified as a (an)",Overly agreeable personality,Fearful Personality,Superior Personality,Orderly Personality,,A,
"Statement 1: For every patient with these same significant findings, a Primary treatment plans will be the consist of the same treatments. Statement 2: Primary treatment plans must take in to account the patient goals",Statement 1 is True and Statement 2 is False,Statement 1 is False and Statement 2 is True,Both Statements are True,Both Statement are False,,B,
"From most important to least important, Please order the selection criteria you would use to choose a type of crown prep and material for a patient","tooth structure available, occlusal clearance possible, crown material strength, aesthetics","occlusal clearance possible, tooth structure available, aesthetics, crown material strength","crown material strength, aesthetics, occlusal clearance possible, tooth structure available,","aesthetics, crown material strength, occlusal clearance possible, tooth structure available",,A,
To remove an old crown with the least amount of trauma to the tooth:,Use a crown removing forceps such as a Baade forceps,Use a Back Slide crown remover with gentle tapping,Cut through the crown to break the cement seal then remove the crown,none of the answer choice -removing a crown cannot be done atraumatically,,C,
"flippers, temporary and transitional dentures are all classified as",complete Dentures,Interim Dentures,Fixed dentures,None of the answer choice,,B,
Fabrication Steps for an immediate denture and a conventional complete denture are virtually the same,True,False,,,,A,
"A patient presents with a mandibular incisor that exhibits an apical radiolucency. There is mesial decay. There is no history of pain and the tooth is asymptomatic. There is no response to cold or to the electronic Pulp Testing, whereas the adjacent teeth respond normally to both tests. There is no tenderness to percussion or palpation. Differential diagnosis Include",Pulpal Necrosis,Asymptomatic apical periodontitis,Asymptomatic Reversable Pulpitis,Pulpal Necrosis AND Asymptomatic apical periodontitis,Asymptomatic apical periodontitis AND Asymptomatic Reversable Pulpitis,D,
Diagnostic tests used to evaluate a Periapical Pathology include all except,Percussion,Palpation,Probing depth,cold sensitivity,None are the answer choice,E,
Infection and Pain are the only classifications for a dental emergency,True,False,,,,B,
Choose the findings that are necessary to review when presenting a treatment plan to an instructor and but not when presenting a treatment plan to a patient,patient status,consults needed,restorative status,None of the answer choice,,A,
a Patient that has had a Myocardial Infarction within the past 3 month and has severe reduced of ejection fraction is classified as an,ASA I,ASA II,ASA III,ASA IV,ASA V,D,
Phase 1 of a treatment plan is defined as the time to,Get consults,Stop active disease,Rebuild and Restore the dentition,present the treatment plan to the patient,,B,
Proper sequencing of the treatment plan prevents,increased treatment time,Increased treatment visits,Unnecessary or duplicate treatment,increased treatment time AND Unnecessary or duplicate treatment,All of the answer choice,E,
Elements of a prophylaxis appointment include all except,Radiographs,Calculus removal,Oral Hygiene Instruction,Fluoride Treatment,,A,
Please select the proper protocol for a consult in Axium 1. select the running man to schedule a consult appt and get approval 2. enter a consult request in tx plan get entry approved 3. add referral\consult form and fill out information 4. Add note documenting consult request get the note approved,"2, 3, 1, 4","4, 1, 3, 2","3, 2, 1, 4","2, 3, 4, 1",,A,
Zirconium is most closely classified as a,Ceramics,Metal,silica,,,B,
"According to the TCDM Treatment case classification, the case type that will only allow students to assist a faculty member is",Type V,Type II,Type III,Type IV,Type I,D,
"Information on a Laboratory Rx should be minimal, so as not to confuse the laboratory technicians",True,False,,,,B,
Reasons for removing an existing crown include,change aesthetics,retreat endodontics,age of crown,all except age of crown,all of the answer choices,D,
to arrive at a proper comprehensive treatment plan the following issues must be considered.,Length and timing of treatment,Financial impact of treatment,patient goals,All of the answer choices,,D,
When presenting a treatment plan to a patient it is important to,Explain the sequence of treatment and why that sequence is necessary,use the correct technical terms,give specific information on each and every appointment,guarantee the treatment proposed will be successful,,A,
an endo /perio lesion is defined as,a lesion that originated with pulpal involvement and progressed to involve the periodontium,a lesion that originated with periodontal involvement and progressed to involve the pulpal tissue,are two separate lesions that are unconnected,involves only the pulp or the Periodontium not both,,A,
"techniques to insure a patient understands a treatment plan that is presented to them, include",Having the patient repeat the treatment plan back to you,explaining treatments in non technical terms,provide a written copy of the plan,All these techniques should be employed,,D,
"As long as any medical issues the patient has are being treated and are stabilized, they should have little impact on how we construct a treatment plan",True,False,,,,B,
"Placing a temporary crown on a tooth may be done for the following reasons, except",to protect the tooth while the permanent crown is fabricated,to protect a tooth while other treatment is completed,to diagnose a possible problem with that tooth to evaluate if further treatment may be needed,delay treatment for administrative reasons,,D,
A specialist consult includes all except,summary of patient status,reason for consult,treatment that you plan to do,Probable knowledge of what the results of the consult will be,None of the answer choice,E,
according to clinic protocol once a patient is escorted from the reception area to your clinic chair. The next step for the student to do is to,get a start check approval,get anesthesia approval,review medical history and planned procedure for this visit with the patient,get financial clearance to treat the patient,,C,
Successful treatment plan presentation to patients have a lot in common with successful patient interview technique in that both situations you must,employ Empathy,establish trust,be in complete control of the conversation,employ Empathy AND establish trust,,D,
reasons to ask for a specialist consult include all except,diagnosis of unknown lesion,viability of retreating a tooth in the specialist area,treatment that is beyond your scope,to come up with a treatment plan,,D,
"Once a treatment plan has been entered in Axium and approved by your instructor, The next step",Is to set up an appointment to start treatment,is to get a patient approval signature for the treatment plan,is to get additional radiographs,None of the answer choice,,B,
