title,Oral Pathology Exam 1 (Spring 2021),oralpath,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following entities is likely caused by failure of the maxillary and mandibular processes to fuse in utero?,Paramedian lip pits,Commissural lip pits,Double lip,Fordyce granules,None of the answer choices,B,
Fordyce granules represent:,Ectopic hair follicles,Ectopic salivary glands,Ectopic serous glands,Ectopic mucin glands,Ectopic sebaceous glands,E,
Which of the following is NOT a possible cause of macroglossia?,Lymphangioma,Oromandibular-limb hypogenesis syndrome,Beckwith-Wiedmann syndrome,Myxedema,Amyloidosis,B,
Which of the following is TRUE of fissured tongue?,Indicates a nutritional abnormality,Requires biopsy,Is premalignant,Increases with age,None of the answer choices,D,
Which of the following syndromes is associated with hyperdontia?,Cleidocranial dysplasia,Ectodermal dysplasia,Dentinogenesis Imperfecta,Amelogenesis imperfecta,Regional odontodysplasia,A,
“Partial division of a single tooth bud” best describes which tooth anomaly?,Fusion,Concrescence,Gemination,Dilaceration,None of the answer choices,C,
Which of the following terms is incorrectly matched with its definition?,Attrition: wear from occlusion,Abrasion: Loss secondary to an external agent,Erosion: Wear due to acid,Abfraction: wedge-shaped defect in the cervical third of the clinical crown,None; all definitions and terms are correctly paired,E,
DSPP is the gene associated with which disorder?,Amelogenesis Imperfecta,Dentinogenesis Imperfecta,Osteogenesis Imperfecta,Nodogenesis Imperfecta,None of the answer choices,B,
T or F: Tooth anomalies are solely for the dentist’s interest and do not need to be documented in a patient’s chart,TRUE,FALSE,,,,B,
Which of the following risk factors for squamous cell carcinoma is correctly paired with its anatomic location?,Outer lip squamous cell carcinoma: HPV,Oral cavity squamous cell carcinoma: Smoking,Oropharyngeal squamous cell carcinoma: UV light,All of the answer choices are correctly paired,,B,
Which of the following is the most likely definitive treatment course for a patient with stage 3 oral squamous cell carcinoma?,Wide local excision,Incisional biopsy,"Wide excision, neck dissection, radiation therapy with possible chemotherapy",Palliative care and end of life planning,None of the answer choices,C,
Which of the following HPV strains is most commonly found in head and neck squamous cell carcinoma,HPV 6,HPV 11,HPV 13,HPV 16,HPV is not associated with head and neck squamous cell carcinoma,D,
Which of the following medications is associated with medication-related osteonecrosis of the jaw (MRONJ)?,Xgeva,Fosamax,Donusumab,Sunitinib,All of the answer choices are associated with MRONJ,E,
T or F: The most common electrical burn observed in the oral cavity is an arc burn,TRUE,FALSE,,,,A,
T or F: Medication-related osteonecrosis of the jaw (MRONJ) only occurs after an extraction,TRUE,FALSE,,,,B,
"A patient with hypertension, diabetes mellitus type II, chronic acne, gout, and epilepsy prevents with a diffuse blue macule of the hard palate. Medication to treat which condition is likely causing this discoloration?",Hypertension,Diabetes,Chronic acne,Gout,Epilepsy,C,
"Based on statistics, what is the most common histologic diagnosis of a leukoplakia in the oral cavity?",Hyperkeratosis,Mild dysplasia,Moderate dysplasia,Severe dysplasia,Squamous cell carcinoma,A,
Which is true of nicotine stomatitis?,It is a premalignant condition,It is treated definitively by wide excision and radiation,Occurs more commonly in young women,Caused by heat,Most pronounced on the labial mucosa,D,
Which is true of the following statements: Statement 1: Proliferative verrucous leukoplakia (PVL) is most common iis more common in women compared to men Statement 2: At eight years the transformation rate for PVL is lower than 30%,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which is true of the following statements: Statement 1: Inverted papilloma is the most common sinonasal papilloma Statement 2: Inverted papilloma is the sinonasal papilloma most likely to undergo malignant transformation,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
T or F: There is no scientific evidence that environment influences carcinogenesis,TRUE,FALSE,,,,B,
“Death upon trying to divide” best defines which of the following terms?,Apoptosis,Necrosis,Necrobiosis,Clonogenic cell death,Programmed cell death,D,
When is a cell most readily susceptible to chemotherapy/radiation?,M phase,Early G2 phase,G1 phase,S phase,Cells are always equally susceptible to chemotherapy/radiation,A,
"Your patient, a 56-year-old male, reports a history of prostate cancer. He was treated with implantation of metal “seeds” that emitted gamma radiation. This treatment is an example of which of the following forms of therapy?",Chemotherapy,Brachytherapy,Teletherapy,Palliative therapy,None of the answer choices,B,
Which of the following is true regarding UV damage to the face?,Lower lip is more susceptible to UV damage than the upper lip,A blended vermillion border is an indicator of sun damage,70% of vermillion cancers occur in people with an outdoor occupation,UV lip balm is a preventative measure one can take to protect their lips from UV damage,All of the answer choices are true,E,
Which is true of the following statements: Statement 1: Ink is used to mark tissue margins for microscopic examination Statement 2: A focally positive margin of a resected malignant neoplasm requires no further treatment,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which is true of the following statements: Statement 1: Adults get cancer of places where their body meets the environment. Statement 2: Children do not get cancer in places where their body meats the environment.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
True or False: The presence of oxygen increases the killing power of radiation.,TRUE,FALSE,,,,A,
PET scan (positive emission topography) uses which of the following radioactively labeled molecules?,Iodine,Glucose,Sodium,ATP,None of the answer choices,B,
Which of the following is an example of a type of possible chemotherapeutic agent?,Alkylating agent,Antibiotics,Plant alkaloids,Antimetabolites,All of the answer choices are examples of chemotherapeutic agents,E,
