title,Pathomedicine Exam 2 (Fall 2020),patho,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
A patient who reports that they can climb 1 flight of stairs without shortness of breath represents what value or METS (metabolic equivalents)?,1 MET,2 METs,3 METs,4 METs,,D,
Which of the following patients require antibiotic prophylaxis to prevent infective endocarditis?,A patient who experienced an acute MI within the past year,A patient with a prosthetic heart valve,A patient with unstable angina,A patient taking warfarin,,B,
Which of the following is true of congestion?,It is a decrease in tissue blood volume,It results from impaired flow of venous blood,Leaves excess oxygenated blood,Is clinically erythematous,Can occur secondary to exercise,B,
Which edematous process is correctly matched with its tissue/body cavity:,Anasarca: severe generalized,Hydrothorax: pericardial cavity,Ascites: pleural cavity,Hydropericardium: peritoneal cavity,,A,
What is the DIRECT function of renin?,Increases aldosterone release by the adrenal glands,Drives urinary excretion of potassium,Drives urinary excretion of sodium,Cleaves angiotensinogen to angiotensin I,Converts angiotensin I to angiotensin II,D,
Which of the following is NOT a component of cardiac output?,Stroke volume,Heart rate,Nitric oxide levels,Myocardial contractility,Filling pressure,C,
Which of the following is the function of thrombomodulin?,Cleaves fibrinogen,Inhibits thrombin,Cleaves protein c,Cleaves plasminogen,Inhibits Factor IX,C,
What is the role of von Willebrand factor?,Attaches platelets to exposed vessel wall,Binds factors,Cleaves plasminogen,Enhance antithrombin III,Degrades ADP,A,
Which of the following factors are deficient in hemophilia b?,Factor VII,Factor VIII,Factor IX,Factor Xa,Factor XIIIa,C,
Glanzman thrombastenia is an inherited deficiency in:,TxA2,GpIIb/IIIa,Factor VIII,vWF,ADP,B,
Which of the following vitamins is a co-factor of the coagulation cascade?,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,E,
Which is true of the following statements: Statement 1: Primary hemostasis involves the platelet plug. Statement 2: Secondary hemostasis most directly involves the coagulation cascade,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which is true of the following statements: Statement 1: The extrinsic pathway is evaluated by prothrombin time (PT). Statement 2: The intrinsic pathway is evaluated by INR,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which of the following is FALSE according to Virchow’s triad,Endothelial injury can lead to thrombosis,Hypercoagulability can lead to abnormal blood flow,Endothelial injury can lead to abnormal blood flow,Abnormal blood flow can lead to endothelial injury,Abnormal blood flow can lead to thrombosis,B,
