title,Pain & Anxiety Control Exam 1 (Spring 2022),painanx,exam1
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
Which of the following properly defines Mallampati Classification III?,Only the hard palate is visualized,"Pillars, soft palate, uvula, and hard palate are visualized","Base of uvula, hard palate, and soft palate are visualized","Soft palate, hard palate, and uvula are visualized",,,C,
Which of the following is (are) a part of the airway assessment when evaluating a patient for sedation/general anesthesia?,"The distance between the thyroid cartilage and the mandible, when measured in full extension of the neck",Interincisal distance measurement,"A first glance assessment of the presence of facial hair, short and thick neck, obesity",Range of motion of the neck in flexion and extension,All of the above,,E,
Which of the following properly defines moderate sedation?,"A drug induced depression of consciousness during which patients respond purposefully to verbal commands, either alone or accompanied by light tactile stimulation. No interventions are required to maintain a patent airway, and spontaneous ventilation is adequate. Cardiovascular function is usually maintained.",A minimally depressed level of consciousness that retains the patient's ability to independently and continuously maintain an airway and respond appropriately to physical stimulation or verbal command and that is produced by a pharmacological or non-pharmacological method or a combination. Ventilatory and cardiovascular functions are unaffected.,"A drug induced depression of consciousness during which patients cannot easily be aroused, but respond purposefully following repeated or painful stimulation. The ability to independently maintain ventilatory function may be impaired. Patients may require assistance in maintaining a patent airway, and spontaneous ventilation may be inadequate. Cardiovascular function is usually maintained.","A drug induced loss of consciousness during which patients are not arousable, even by painful stimulation. The ability to independently maintain ventilatory function is often impaired. Patients often require assistance in maintaining a patent airway, and positive pressure ventilation may be required because of depressed spontaneous ventilation or drug induced depression of neuromuscular function. Cardiovascular function may be impaired.",,,A,
Which of the following properly defines deep sedation?,"A drug induced depression of consciousness during which patients respond purposefully to verbal commands, either alone or accompanied by light tactile stimulation. No interventions are required to maintain a patent airway, and spontaneous ventilation is adequate. Cardiovascular function is usually maintained.",A minimally depressed level of consciousness that retains the patient's ability to independently and continuously maintain an airway and respond appropriately to physical stimulation or verbal command and that is produced by a pharmacological or non-pharmacological method or a combination. Ventilatory and cardiovascular functions are unaffected.,"A drug induced depression of consciousness during which patients cannot easily be aroused, but respond purposefully following repeated or painful stimulation. The ability to independently maintain ventilatory function may be impaired. Patients may require assistance in maintaining a patent airway, and spontaneous ventilation may be inadequate. Cardiovascular function is usually maintained.","A drug induced loss of consciousness during which patients are not arousable, even by painful stimulation. The ability to independently maintain ventilatory function is often impaired. Patients often require assistance in maintaining a patent airway, and positive pressure ventilation may be required because of depressed spontaneous ventilation or drug induced depression of neuromuscular function. Cardiovascular function may be impaired.",,,C,
Which of the following properly defines general anesthesia?,"A drug induced depression of consciousness during which patients respond purposefully to verbal commands, either alone or accompanied by light tactile stimulation. No interventions are required to maintain a patent airway, and spontaneous ventilation is adequate. Cardiovascular function is usually maintained.",A minimally depressed level of consciousness that retains the patient's ability to independently and continuously maintain an airway and respond appropriately to physical stimulation or verbal command and that is produced by a pharmacological or non-pharmacological method or a combination. Ventilatory and cardiovascular functions are unaffected.,"A drug induced depression of consciousness during which patients cannot easily be aroused, but respond purposefully following repeated or painful stimulation. The ability to independently maintain ventilatory function may be impaired. Patients may require assistance in maintaining a patent airway, and spontaneous ventilation may be inadequate. Cardiovascular function is usually maintained.","A drug induced loss of consciousness during which patients are not arousable, even by painful stimulation. The ability to independently maintain ventilatory function is often impaired. Patients often require assistance in maintaining a patent airway, and positive pressure ventilation may be required because of depressed spontaneous ventilation or drug induced depression of neuromuscular function. Cardiovascular function may be impaired.",,,D,
Depth of sedation and anesthesia stages are a continuum.,True,False,,,,,A,
Statement 1: Injection of ketamine by the anesthesiologist into the right deltoid is an example of enteral administration of drugs Statement 2: A patient taking sublingual nitroglycerin for chest pain is an example of parenteral drug administration.,Statement 1 is true; Statement 2 is false,Statement 1 is false; Statement 2 is true,Both statement 1 and statement 2 are true,Both Statement 1 and Statement 2 are false,,,B,
"All of the following are advantages of intramuscular administration over enteral routes of administration, EXCEPT:",More reliable absorption into the cardiovascular system,More rapid onset of action,More rapid onset of maximum clinical effect,Inability to rapidly reverse the effect of the drug should a complication develop,,,D,
This image is a depiction of:,End Tidal Carbon Dioxide,Electrocardiogram,Oxygen Hemoglobin Dissociation Curve,Pulse Oximetry,,,A,images/painanx-exam1-spring-2022/fig9.jpeg
Please indicate the color of the Left Arm Lead,White,Black,Red,Green,,,B,images/painanx-exam1-spring-2022/fig10.jpeg
