title,Pathomedicine Exam 5 (Fall 2022),patho,exam5
question,option_a,option_b,option_c,option_d,option_e,correct,image
Patients on dialysis are best treated by the dentist the day after dialysis,True,False,,,,A,
What is the most common cause of end stage renal disease?,Diabetes mellitus,Hypertension,Systemic lupus erythematosus,Polycystic kidney disease,None of the options,A,
75% loss of renal function results in which stage of chronic kidney disease?,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,E,
Tubulointerstitial nephritis is usually caused by bacterial infection.,True,False,,,,A,
Autoantibodies directed against podocytes is the most common cause of membranous nephropathy.,True,False,,,,A,
Which of the following is seen in nephrotic syndrome?,Hematuria,Hyperalbunemia,RBC casts in the urine,Massive proteinuria,All of the options,D,
A patient with diabetes is at an increased risk for which of the following intraoral conditions?,Caries,Periodontal disease,Mucormycosis,Candidiasis,All of the options,E,
A blood glucose greater than 230 mg/dL results in what degree of increased risk of infection?,0%,20%,50%,80%,,D,
Which of the following is a potential complication of diabetes mellitus?,Hypertension,Gangrene of the feet,Impotence,Blindness,All of the options,E,
Choose the correct answer based on the following statements: Statement 1: Hyperosmolar nonketoic coma is more common in type 1 diabetes Statement 2: Metabolic ketoacidosis is more common in type 2 diabetes,Both statements are true,Both statements are false,"The first statement is true, the second is false","The first statement is false, the second is true",,B,
Choose the correct answer based on the following statements: Statement 1: Intense thirst is also known as polydipsia Statement 2: Polydipsia is observed in type 1 diabetes,Both statements are true,Both statements are false,"The first statement is true, the second is false","The first statement is false, the second is true",,A,
Which of the following is implicated in producing diabetic retinopathy?,NADPH,AGEs,FFAs,Protein kinase C,GSH,D,
Choose the correct answer based on the following statements: Statement 1: Type 1 diabetes has a stronger genetic association than type 2 diabetes Statement 2: Type 2 diabetes results from autoimmune destruction of beta cells,Both statements are true,Both statements are false,"The first statement is true, the second is false","The first statement is false, the second is true",,B,
Choose the correct answer based on the following statements: Statement 1: A midline neck swelling is suspicious for a thyroglossal duct cyst Statement 2: A lateral neck swelling in a young patient is suspicious for a branchial cleft cyst,Both statements are true,Both statements are false,"The first statement is true, the second is false","The first statement is false, the second is true",,A,
Dramatic anterior-inferior growth of the mandible and development of an anterior open bite in a post-pubertal patient is suggestive of which condition?,Gigantism,Acromegaly,Prolactinemia,Sheehan syndrome,Dwarfism,B,
Which of the following is the most common result of a hyperfunctioning pituitary gland?,Gigantism,Acromegaly,Prolactinemia,Sheehan syndrome,Dwarfism,C,
Chvostek's sign is twitching of the upper lip when the facial nerve is tapped.,True,False,,,,A,
Which of the following is observed in primary hyperparathyroidism?,Nephrolithiasis,Constipation,Depression,Bone fracture,All of the options,E,
Which of the following is a function of PTH?,Decrease renal absorption of calcium,Decrease phosphate excretion,Inhibit osteoclasts,Convert vitamin D to an active form,Decrease serum calcium,D,
Choose the correct answer based on the following statements: Statement 1: Addison disease can be observed clinically after 10% of adrenal gland compromise has occurred Statement 2: Addison disease should be considered with recent onset of oral pigmentation,Both statements are true,Both statements are false,"The first statement is true, the second is false","The first statement is false, the second is true",,D,
Which of the following is observed in hyperaldosteronism?,Increased retention of water,Increased excretion of sodium,Hypotension,Acne,All of the options,A,
Which of the following is observed in Cushing syndrome/Cushing disease?,Moon facies,Osteoporosis,Decreased muscle mass,Cutaneous striae,All of the options,E,
Hyperaldosteronism occurs when there is an excess of what adrenal product?,Glucocorticoid,Cortisol,Mineralocorticoid,Sex hormones,Epinephrine,C,
Where does our body produce endogenous epinephrine?,Hypothalamus,Pituitary gland,Adrenal cortex,Adrenal medulla,None of the options,D,
Which of the following is the most common malignancy in the thyroid?,Follicular adenoma,Papillary thyroid carcinoma,Multinodular goiter,Medullary thyroid carcinoma,None of the options,B,
Which of the following is a neoplasm that derives from parafollicular cells of the thyroid?,Follicular adenoma,Papillary thyroid carcinoma,Multinodular goiter,Medullary thyroid carcinoma,None of the options,D,
True or false: Patients with Hashimoto thyroiditis are at an increased risk of lymphoma.,True,False,,,,A,
Which of the following is the most common autoimmune condition leading to hypothyroidism?,Grave's disease,Hashimoto thyroiditis,Subacute granulomatous thyroiditis de Quervain,Riedel thyroiditis,Subacute lymphocytic thyroiditis,B,
Choose the correct answer based on the following statements: Statement 1: Iodine deficiency is the most common cause of hypothyroidism in the world Statement 2: Autoimmune destruction is the most common cause of hypothyroidism in developed nations,Both statements are true,Both statements are false,"The first statement is true, the second is false","The first statement is false, the second is true",,A,
