title,DAO Quiz 4 (Summer 2018),dao,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
The position known as maximum intercuspation position is:,Dependent upon the condyles being seated in the mandibular (glenoid) fossa,"Is the position determined by the patient bringing their teeth together in the comfortable, contacting position.",Independent of the position of the condyles.,b and c,,D,
Maxillary anterior teeth are MOST likely to have how many root canals?,One,Two,Three,One or two,,A,
Mesiodistal dimension of this crown is larger than its faciolingual dimension,Maxillary central incisor,Mandibular central incisor,Maxillary lateral incisor,Mandibular lateral incisor,,A,
Which of the following teeth represents the one MOST likely to present with two roots?,Maxillary second incisors,Maxillary canine,Mandibular canine,Mandibular central incisor,,C,
When viewing from the mesial where is the height of contour on a maxillary canine?,In the cervical 1/3,At the junction of the incisal and middle 1/3,In the incisal 1/3,In the middle 1/3,,A,
"Which incisor, when observed from the mesial aspect, will you be able to observe the distal marginal ridge?",25,7,24,8,26,E,
The lingual lobe of an anterior tooth is part of the?,Lingual fossa,The mamelons,Cingulum,Marginal ridges,,C,
Which tooth has the lowest crown to root ratio? (Universal numbering system),23,24,9,7,,C,
Which is a term that refers to convexities visible on the incisal ridge of newly erupted incisors?,Cusps,Mamelons,Tubercles,Developmental grooves,,B,
Which of the following represents the slight incisocervical concavity on the labial crown surface of the canines that is found in the incisal third?,Distolabial developmental depression,Distolingual fossa,Mesiolabial line angle,Distal marginal ridge,,A,
"When comparing the maxillary canine to mandibular canine, which of the following applies to the mandibular canine?",The crown appears squatty,The distal crown outline is flat,The crown appears longer and narrower,The distal cusp ridge is noticeably shorter,,C,
