title,DAO Final Exam (Summer 2021),dao,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which tooth has the longest crown length of any tooth in the mouth?,The mandibular canine,The maxillary canine,The maxillary first molar,The mandibular first molar,,A,
Which tooth is the longest tooth in the mouth?,Maxillary first molar,Maxillary canine,Mandibular first molar,Mandibular canine,,B,
Succedaneous is synonymous with all permanent teeth,True,False,,,,B,
Which papillae are located on the lateral surface of the tongue?,Circumvallate papillae,Filiform papillae,Fungiform papillae,Foliate papillae,,D,
The following are common locations for pits:,Lingual surface of maxillary molars,Buccal surface of mandibular molars,Lingual surface of maxillary incisors,Occlusal  surface of mandibular molars,All of the answer choices,E,
Statement 1: Premolar of the three cusp variety have three fossae on the occlusal surface; Statement 2: Premolars of the two cusp variety have three fossae on the occlusal surface.,Both statements are true,Both statements are false,"The first statement is true, second is false","The first statement is false, second is true",,C,
All contact points are more incisal/occlusal on the mesial than they are on distal. With the exception of:,The maxillary first premolar,The mandibular first premolar,The maxillary second premolar,The mandibular first premolar,None of the above,D,
The following tooth is the widest tooth mesio-distally of ALL teeth. Use Universal numbering system.,#9,#3,#19,#31,,C,
Statement 1: Gemination is the when it appears that the patient is missing a tooth. Statement 2: Fusion is when the patient has an extra crown.,Both statements are true,Both statements are false,The first statement is true and the second statement is false,The first statement is false and the second statement is true,,B,
All of the following are true about a mesiodens except:,Can present itself in different shapes,Located in the midline,It is considered a supernumerary tooth,Can present itself in different sizes,Often found posterior to the maxillary third molars,E,
Statement 1: Static occlusion is when the jaws are closed and stationary. Statement 2: Dynamic occlusion is when the jaws are in movement.,Both statements are true,Both statements are false,"The first statement is true, and the second statement is false",The first statement is false and the second statement is true,,A,
"The anterior to posterior curvature of the occlusal plane, when viewed laterally is:",The curve of Wilson,The curve of Spee,The Sphere of Monson,Centric occlusion,None of the answer choices,B,
The freeway space is:,Anywhere from 1-3 mm,The sum of VDO and VDR,Anywhere from 2-4 mm,Anywhere from 4-6 mm,Unable to measure the freeway space,C,
All of the following are true with regards to Centric Relation except:,It is the most anterior and superior position in the glenoid fossa,It is the most anterior and superior position in the mandibular fossa,It is reproducible,It is muscle guided,It is considered a border movement,E,
For which of the following teeth is the mesial marginal ridge at a 45 degree angle to the long axis of the tooth (using Universal numbering system)?,#13,#31,#29,#20,None of the answer choices,E,
Which of the following is a unique feature to the mandibular first premolar?,Presence of a mesio-lingual developmental groove,Presence of two triangular fossae,Can have two or three cusps,Presence of an oblique ridge,May develop from five lobes,A,
"Statement 1: In the mandibular second premolar, three cusp variety,  the three cusps are buccal, mesiolingual, distolingual. Statement 2: The mesiolingual cusp is the largest of the three.",Both statements are true.,Both statements are false.,"The first statement is true, while the second statement is false.","The first statement is false, while the second statement is true.",,C,
A mesiolingual groove can help distinguish (using Universal numbering system):,Tooth #5 from tooth #12,Tooth #21 from tooth #28,Tooth #3 from tooth #14,Tooth #2 from tooth #3,tooth #20 from tooth #29,B,
"When looking at the occlusal surface, the groove pattern found on a mandibular second premolar, three cusp variety is:",H shaped,U Shaped,Y shaped,Cross shaped,Batman shaped,C,
"Statement 1: When comparing the cusps of the maxillary first premolar, the buccal cusp is larger than the lingual cusp. Statement 2: When comparing the cusps of the maxillary second premolar, the buccal and lingual cusps are more equal in size.",Both statements are true,Both statements are false,"The first statement is true, and the second is false",The first statement is false and the second is true,,A,
Which distinguishing feature will help distinguish tooth # 12 from tooth # 5?,Cusp size,Root length,The mesial marginal developmental groove,The number of roots,Location of the central groove,C,
"If two pulp canals are found on a maxillary second premolar, they would be named as follows:",Buccal and lingual,Mesial and distal,Mesial and palatal,Distal and palatal,"There is only one root, therefore there is only one canal",A,
All teeth develop from 4 lobes except:,Mandibular first molar,Mandibular first premolar,Maxillary second molar,Mandibular central incisor,,A,
The marginal ridges of anterior teeth are parallel to the long axis of the tooth. Marginal ridges of posterior teeth are perpendicular to the long axis of the tooth except: Use FDI numbering system.,13,21,33,44,,D,
The maxillary first premolar occludes with which teeth on the mandibular arch?,the mandibular first premolar and the mandibular canine,the mandibular first premolar and the mandibular second premolar,the mandibular canine and the mandibular first premolar,the mandibular second premolar and the mandibular canine,,B,
List the size of the cusps of the mandibular first molar from smallest to biggest.,MB>ML>DL>DB>D,D>DB>DL>ML>MB,ML>MB>DB>DL>D,DB>MB>ML>DL>D,,B,
"Which of the following is in the proper chronological eruption order, from first to erupt to last, using the universal numbering system:","24, 8, 10, 11, 30","30, 24, 8, 10, 11","8, 10, 11, 24, 30","30, 8, 24, 11, 10",,B,
