title,Pathomedicine Exam 2 (Fall 2018),patho,legacy
question,option_a,option_b,option_c,option_d,option_e,correct,image
Pressure overload of the myocardium results in:,Increased ventricular wall thickness,Increased chamber size,All of the above,,,A,
Which of the following patients would be an appropriate candidate for early fibrinolytic treatment?,Patient with blood pressure reading of over 210/110 and epistaxis.,Patient with chest pain that increases with exercise and diminishes with rest.,Patient with a myocardial infarction and an elevated ST segment,Patient with a myocardial infarction and a non-elevated ST segment,Patient with distention of the jugular veins,C,
"A male of 65-years reports chest pain, which he describes as tightness and squeezing pressure, upon exertion from playing with his grandchildren. The discomfort resolves with rest. What is the most likely diagnosis for his chest pain?",Stable angina,Unstable angina,Myocardial infarction,Cerebrovascular accident,,A,
Statement 1: The proximal left anterior descending artery (aka “widow maker”) is very commonly affected in atherosclerosis. Statement 2: The internal mammary artery is more commonly affected by atherosclerosis compared to the proximal left anterior descending artery (aka “widow maker”).,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,C,
"All of the following cell types are typically involved in the development of atheromatous plaques, EXCEPT one. Which one is the EXCEPTION?",T cells,Macrophages,Basophils,Smooth muscle cells,Fibroblasts,C,
All of the following could be caused by atherosclerosis EXCEPT one. Which one is the EXCEPTION?,Angina,Myocardial infarction,Cerebrovascular accident,Peripheral arterial disease,Anasarca secondary to hypersensitivity,E,
Use of which of the following drug classes is most likely to produce symptoms of dry mouth (xerostomia)?,Diuretics,Calcium channel blockers,Beta blockers,Angiotensin converting enzyme inhibitors,Non-steroidal anti-inflammatory drugs,A,
Which of the following are possible causes of a sudden acute elevation in blood pressure during a dental procedure?,Physical stress resulting in endogenous release of catecholamines,Emotional stress/anxiety resulting in endogenous release of catecholamines,Use of vasoconstrictors in local anesthetics or retraction cord,All the above,A and C only,D,
Which of the following signs or symptoms in combination with a blood pressure (BP) reading of greater than 180/110 would constitute a medical EMERGENCY?,Headache,Shortness of breathe,Severe anxiety,Unstable angina pectoris,Epistaxis (bleeding from the nose),D,
Which of the following are involved in the control of vascular resistance?,Neural reflexes,Sodium stores,Adenosine,All the above,A and B only,D,
Within what period of time following a bacteremia do 80% of patients who develop subsequent infective endocarditis begin showing signs and symptoms of the disease?,Two weeks,Five days,One week,Three days,Three weeks,A,
"Intro: A 50-year-old male patient presents for dental treatment which will include extraction of tooth #3 under local anesthesia as well as scaling and root plaining. HPI: Long-term dental neglect. MedHx: HTN, infective endocarditis (3-years prior), recovered intravenous drug user.Meds: Hydrochlorothiazide. Allergies: Penicillin.SocHx: Denies.PhysEx:BP: 170/96.HR: 82/min.Resp: 16/min.Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: All intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology. Partially edentulous. Tooth #3 demonstrates class III mobility. Question: Are ultrasonic scalers safe to use on this patient for scaling and root planing?",True,False,,,,A,
"Intro: A 50-year-old male patient presents for dental treatment which will include extraction of tooth #3 under local anesthesia as well as scaling and root plaining. HPI: Long-term dental neglect.MedHx: HTN, infective endocarditis (3-years prior), recovered intravenous drug user.Meds: Hydrochlorothiazide. Allergies: Penicillin.SocHx: Denies.PhysEx:BP: 170/96.HR: 82/min.Resp: 16/min.Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: All intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology. Partially edentulous. Tooth #3 demonstrates class III mobility. Question: Is this patient's blood pressure reading at a safe level for elective dental treatment including extraction of #3 and scaling and root planing?",True,False,,,,A,
"Intro: A 50-year-old male patient presents for dental treatment which will include extraction of tooth #3 under local anesthesia as well as scaling and root plaining. HPI: Long-term dental neglect. MedHx: HTN, infective endocarditis (3-years prior), recovered intravenous drug user.Meds: Hydrochlorothiazide. Allergies: Penicillin.SocHx: Denies.PhysEx:BP: 170/96.HR: 82/min.Resp: 16/min.Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD. IOE: All intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology. Partially edentulous. Tooth #3 demonstrates class III mobility. Question: What prophylactic antibiotic regimen is indicated for this patient prior to scaling and root planing?",Clindamycin 600 mg,Penicillin VK 2 g,Amoxicillin 2 g,None,Clindamycin 300 mg,A,
"Statement 1: True aneurysms involve the intima, media and adventitia. Statement 2: False aneurysms are comprised of a wall defect which leads to the formation of a hematoma on the outside of the vessel.",Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
"Intro: A male patient of 73-years presents to the clinic for initial oral evaluation; patient “wants to get new teeth”.HPI: Patient reports poor fitting RPDs for several months. MedHx: Congestive heart failure, atrial fibrillation, implanted defibrillator, benign prostatic hyperplasia and gastroesophageal reflux. Meds: Warfarin (Coumadin), metoprolol, digoxin, tamsulosin, ranitidine hcl.Allergies: Penicillin.SocHx: Denies.PhysEx:BP: 121/75.HR: 77.Resp: Labored, 14/min.Regional H&N Exam:EOE: The regional head and neck examination demonstrated no extra-oral nodules, asymmetry, or other grossly visible signs of pathology; the examination was negative for clinically detectible cervical lymphadenopathy and clinically detectible TMD.IOE: The right lateral border of the tongue demonstrated two erythematous patches possessing yellow-white changes at the periphery-- the anterior lesion measuring 0.5 x 0.5 cm and the posterior lesion measuring 1.0 x 0.7 cm; these changes are consistent with geographic tongue and require no further investigation at this time.All other intraoral mucosal surfaces including the upper and lower labial mucosae, bilateral buccal mucosae, bilateral maxillary and mandibular buccal vestibules, gingiva, uninvolved tongue, FOM, hard palate, soft palate and clinically visible oropharynx appeared healthy with no visible signs of atypical inflammation, infection, neoplasia, or other pathology.Question: This patient's treatment plan will include scaling and root planing. What prophylactic antibiotic regimen is indicated for this patient?",Clindamycin 600 mg,Penicillin VK 2 g,Amoxicillin 2 g,None,Clindamycin 300 mg,D,
