title,Fixed Prosthodontics Quiz 11 (Fall 2018),fixedpros,quiz
question,option_a,option_b,option_c,option_d,correct,image
Dental implant prostheses should have contact in excursivemovements:,True,False,,,B,
_________ Law states that “The root surface area of an abutment(s) should be equal to or greater than the abutment(s) being replaced.”,LA,Farkas',Ante's,Uncle's,C,
The minimum distance between an implant and a natural tooth should be:,2mm,4mm,6mm,None of the above,A,
The quality and quantity of bone between the mental foramina contains the most desirable site for implant placement in the maxilla:,True,False,,,B,
An implant shorter than 10mm is more successful than an Implant longer than 10mm:,True,False,,,B,
The general rule for the minimum width of bone necessary for implant placement is:,10mm,4mm,6mm,None of the above,C,
"When using a Closed Tray impression technique, the impression coping remains on the implant when the impression is removed from the mouth:",True,False,,,A,
The minimum distance between an implant and the inferior Alveolar nerve in the maxilla should be:,2mm,4mm,1mm,None of the above,D,
The depth of the gingival cuff (distance between the occlusal portion of an implant and the level of the gingiva) ideally should be:,6-7 mm,1 mm,4-5 mm,None of the above,D,
The minimum healing time after implant placement before uncovering the implant should be 3 months in the maxilla and 4-6 months in the mandible:,True,False,,,B,
