title,Fixed Prosthodontics Midterm Exam 1 (Fall 2020),fixedpros,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
Tray adhesive should ALWAYS be used when fabricating a provisional matrix.,True,False,,,,A,
The MAJOR difference between a natural tooth and an implant is the lack of:,Bone,Gingival sulcus,Periodontal ligament,None of the answer choices,,C,
The block of material used to fabricate a cast ceramic restoration is known as:,Mold,Ingot,Brick,None of the answer choices,,B,
"Mrs. Bluestein is referred to your office for complex full mouth rehabilitation. Her medical history indicates she is hypertensive, is on anticoagulant therapy, had a hip replacement and takes antidepressant medication. She will need extensive treatment including multiple fixed prostheses, several extractions, two quadrants of periodontal surgery, implant placement and then completion of the restorative work. Treatment time is estimated to last 12 months. Your treatment plan requires many provisional fixed prostheses. The material of choice for this provisional should be:",PMMA,Stainless steel crowns,Bis-Acryl,None of the answer choices,,C,
"When investing a wax pattern for a cast ceramic crown, this pattern is attached to the casting base using a:",Paper clip,Metal pipe,Sprue,None of the answer choices,,C,
The LEAST pill temperature increase during tooth preparation is accomplished using:,"Air turbine, water cooled","Air turbine, dry","Low speed, water cooled","Low speed, dry",,C,
The ideal MINIMUM axial reduction required for an all ceramic crown is:,0.5 mm,1.0 mm,2.0 mm,2.5 mm,,B,
Statement 1: Tilting the head of the handpiece AWAY from the tooth can result in an undercut. Statement 2: Tilting the head of the handpiece TOWARDS the tooth can result in excessive taper and reduction.,"Statement 1 is true, statement 2 is false.","Statement 1 is false, statement 2 is true.",Both statements are false,Both statements are true,,D,
The process that makes an all ceramic crown more difficult to break or crack is known as:,Sintering,Polymerization strengthening,Transformation toughening,None of the answer choices,,C,
Dr. Christiansen discusses in his article that the dominant crown currently fabricated in the US currently is the porcelain fused to metal crown:,True,False,,,,B,
All of the following can be components of a fixed prosthesis:,An abutment,A retainer,A Pontic,A stress breaker,All of the answer choices,E,
An IDEAL abutment can have Class II mobility:,True,False,,,,B,
Which of the following measure expresses the extent to which the observed agreement of repeated screening tests results exceeds that which would be expected by chance alone?,Accuracy,Correlation coefficient,. Kappa statistic,Percent agreement,None of the answer choices,C,
"Dr. Strassler speaks about the typical expenses in running a dental practice, known as overhead. This is generally what percentage of gross receipts?",25-30%,45-50%,65-70%,None of the answer choices,,C,
The margins of choice for an all ceramic crown is:,Shoulder,Chamfer,feather edge,Shoulder and chamfer,,D,
The proper powder/liquid ratio when mixing PMMA is 1:3,True,False,,,,B,
Multiple paths of insertion of a fixed prosthesis increase the retention of that restoration:,True,False,,,,B,
The minimum acceptable crown:root ratio for abutment selection is:,2:3,1:1,2:2,1:1 and 2:2,None of the answer choices,D,
The deflection (bending) of a fixed prosthesis is directly related to the thickness of the pontic(s):,True,False,,,,A,
The convergence of two opposite facing external walls of a crown preparation is known as:,Convenience form,Kryptonite,Taper,None of the answer choices,,C,
The MAIN purpose of using the wooden exercise blocks is to master:,Using clay,Occlusal reduction,Parallelism,None of the answer choices,,C,
Statement 1: The Moh’s Hardness Scale ranges from 1-10 with a rating of 1 being the hardest. Statement 2: Tooth enamel has a Moh’s rating of 7.,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",Both statements are true,Both statements are false,,D,
The retention of an inlay is directly related to opposing external walls.,True,False,,,,B,
"When fabricating an all ceramic crown, the process of heating the ceramic material is known as:",Casting,Fusing,Sintering,None of the answer choices,,C,
The inclination of the walls of a tooth preparation does not affect complete seating of a restoration:,True,False,,,,B,
Statement 1: The functional cusp bevel applied to a maxillary molar is on the buccal cusp. Statement 2: The functional cusp bevel applied to a mandibular molar is on the lingual cusp.,"Statement 1 is true, statement 2 is false.","Statement 1 is false, statement  2 is true.",Both statements are true,Both statements are false,,D,
A tooth preparation with a small diameter resists dislodgment better than one with a large diameter.,True,False,,,,A,
"The closer your grip is from the head of a handpiece, the more control you have due to movement of the fulcrum.",True,False,,,,A,
"When preparing the buccal axial wall of tooth # 30, the head of the handpiece should be tilted away from the buccal wall.",True,False,,,,B,
"Mr. Johnson has been a non compliant patient. He has been wearing a PMMA provisional crown on tooth # 14. He presents to your office at 5:45 on a Friday night when you are expected to celebrate your anniversary with your wife, husband or other. He has his provisional in his hand and half of the Buccal margin is missing. To repair this provisional you can use flowable composite after thorough cleaning of the provisional.",True,False,,,,B,
