title,DAO Quiz 3 (Summer 2017),dao,quiz
question,option_a,option_b,option_c,option_d,correct,image
Mandibular incisor crowns are larger _________ than ________.,Faciolingually : Mesiodistally,Mesiodistally : Faciolingually,,,A,
Mandibular incisors differ from maxillary incisors in that on the mandible the lateral incisor is larger than the central incisor.,True,False,,,A,
"On the mandibular lateral incisor, when viewing from the distal you can see the mesial marginal ridge.",True,False,,,B,
The mandibular lateral incisor has a deeper fossa than the maxillary lateral incisor.,True,False,,,B,
The cingulum of tooth# 25 is,Centered,Offset towards the distal,offset towards the mesial,,A,
"In proper occlusion, tooth #25 will occlude with",only tooth #9,only the maxillary left central incisor,only tooth #8,both teeth #8 and #9,C,
tooth #24 will usually erupt at,6-7 years of age,9 years of age,4 years of age,none of the above,A,
The mandibular lateral incisor is the tooth to most likely to have an anomaly.,True,False,,,B,
When viewing from the mesial the incisal edge of the mandibular incisor is on the long axis of the tooth.,True,False,,,B,
The mandibular lateral incisor is the smallest tooth in the mouth.,True,False,,,B,
