title,Pathomedicine Exam 1 (Fall 2019),patho,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
A tooth with a necrotic pulp and a periapical radiolucency was treated by root canal therapy. Six-months later a periapical radiograph is taken. The periapical radiolucency has not resolved. Which of the following could account for the presence of a residual periapical radiolucency?,The root canal therapy (endodontic treatment) did not work,A scar formed in place of bone,All of the above,,,C,
"All of the following are TRUE regarding fatty change and hepatocytes, EXCEPT one. Which one is the EXCEPTION?",Associated with alcoholism,Associated with obesity,Associated with diabetes,May precede cell death,Represent accumulation of cholesterol,E,
"All of the following represent mechanisms of cellular aging, EXCEPT one. Which one is the EXCEPTION?",DNA damage,Decreased cellular replication,Reduced regenerative capacity of stem cells,Defective protein homeostasis,Defective cholesterol synthesis,E,
"All of the following represent cellular responses to stress, EXCEPT one. Which one is the EXCEPTION?",Atrophy,Irreversible injury,Reversible injury,Metaplasia,Reversible pulpitis,E,
"All of the following are cells types that express receptors designed to recognize infectious pathogens and/or substances released from dead cells, EXCEPT one. Which one is the EXCEPTION?",Phagocytes,Dendritic cells,Epithelial cells,Langerhans cells,Toll-like receptors,E,
"All of the following are proteins involved in opsonization, EXCEPT one. Which one is the EXCEPTION?",C3,Integrins,IgG,Collectins,,B,
"All of the following are produced by mast cells, EXCEPT one. Which one is the EXCEPTION?",Factor XII,Cytokines,Prostaglandins,Histamine,Leukotrienes,A,
"All of the following are more closely associated with the alternative activation pathway of macrophages compared to the classical activation pathway, EXCEPT one. Which one is the EXCEPTION?",Tissue repair,Promotion of angiogenesis,Induction by IFN-gamma,Fibroblast activation,Induction by IL-4,C,
"All of the following are clinical manifestations of the acute phase response, EXCEPT one. Which one is the EXCEPTION?",Alertness,Fever,Chills,Malaise,Anorexia,A,
An inability for cytotoxic T cell to secrete lytic granules is an aspect of:,Chediak-Higashi syndrome,Chronic granulomatous disease,Leukocyte adhesion deficiency type I,Leukocyte adhesion deficiency type II,Tuberculosis,A,
An inherited deficiency of C1 esterase inhibitor causes:,Hereditary angioedema,Primary herpetic gingivostomatitis,Irreversible pulpitis,Tuberculosis,Reversible pulpitis,A,
Endothelial cells lack thromboxane synthase.,True,False,,,,A,
Eosinophils may be the first white blood cell to arrive to a tissue where a hypersensitivity reaction is occurring.,True,False,,,,A,
Hyperemia is most closely related to:,Loss of function,Pain,Swelling,Erythema,Edema,D,
In which clinical scenario would a prescription for antibiotics most likely be appropriate?,Febrile patient with a periapical abscess (symptomatic apical periodontitis) and evidence that the infection is spreading,Periapical granuloma,Periapical cyst,Febrile patient with primary herpetic gingivostomatitis,Secondary intraoral herpes,A,
Metabolism of carbon tetrachloride may increase production of oxygen-derived free radicals. The preceding statement is:,True,False,,,,A,
Myelin figures are derived from:,Degradation and saponification of phospholipids,Increased binding of denatured proteins and loss of RNA,Remnants of damaged cell membranes,Lipid vacuoles in the cytoplasm,Nuclear shrinkage and increased basophilia,C,
Oxygen-derived free radicals may injure cells by:,Lipid peroxidation of membranes,Fragmentation of polypeptides,Damage to DNA,All of the above,,D,
Russel bodies represent:,Protein leakage from the glomerulus,Albumin in the convoluted tubule,Newly synthesized immunoglobulins in plasma cells,Protein in bodies within hepatocytes in alcoholics,Disrupted neuronal cytoskeletal proteins,C,
See attached image. The radiolucency at the apex of tooth #10 represents a periapical granuloma.  At the time when this radiograph was taken the pulpal diagnosis of #10 was:,Necrotic pulp,Reversible pulpitis,Irreversible pulpitis,"Healthy (vital, living) pulp",,A,images/patho-exam1-fall-2019/fig22.jpeg
Statement 1: A transudate has a high protein content and many blood cells. Statement 2: An exudate has a low protein content and no blood cells.,Both statements are true,Both statements are false,Statement 1 is true and the statement 2 is false,Statement 1 is false and the statement 2 is true,,B,
Statement 1: P53 can arrest the cell cycle to allow time for repair. Statement 2: P53 functions to induce apoptosis through increasing synthesis of Bax and Bak when DNA damage is beyond repair.,Both statements are true,Both statements are false,Statement 1 is true and the statement 2 is false,Statement 1 is false and the statement 2 is true,,A,
Statement 1: Rolling is assisted by stasis of blood. Statement 2: Margination is mediated by selectin molecules.,Both statements are true,Both statements are false,Statement 1 is true and the statement 2 is false,Statement 1 is false and the statement 2 is true,,C,
The presence of a casseating granuloma is more likely to be identified in non-infectious process compared to an infectious process.,True,False,,,,B,
What is the most common cause of hypoxia?,Pneumonia,Anemia,CO poisoning,Ischemia,Limited oxygen concentration of air at higher elevations,D,
Which is the correct term for the process of white blood cells moving to the periphery of blood vessels?,Margination,Rolling,Adhesion,Elevated viscosity,Plasma loss,A,
Which of the following best describes the process of metaplasia?,A change in cell phenotype to better resist injury induced by environmental stress,Increase in cell number,Decrease in cell number,Diminished cell size by loss of cell substance,None of the above,A,
"Which of the following represent changes that are not only seen in reversible cell injury, but also consistently associated with irreversible cell injury?",Inability to reverse mitochondrial dysfunction,Profound disturbances in cell membrane function,Cellular swelling,A and B,B and C,D,
Which of the following scenarios is most likely to demonstrate caseous necrosis?,Fungal infections,Cerebrovascular accident,Acute pancreatitis,Tuberculosis,Polyarteritis nodosa,D,
Which of the following is not a biochemical mechanism of cell injury?,ATP depletion,Influx of calcium,Oxygen deprivation,Accumulation of reactive oxygen species,Increased permeability of cellular membranes,C,
Which of the following enzymes converts hydrogen peroxide to hypochlorite?,Superoxide dismutase,Myeloperoxidase,Endonuclease,Nitric oxide reductase,Phospholipase,B,
Which of the following may activate Sir2?,Calorie restriction,Precise DNA replication,Ribosomal disassociation from the endoplasmic reticulum,Elevated blood glucose,Elevated triglycerides,A,
Which of the following factors DOES NOT contribute to the progression of irreversible pulpitis to pulpal necrosis?,Rigidity of the pulp chamber wall,Absence of collateral circulation,Collapse of blood vessels under elevated pressure,Proliferation of HSV-1,,D,
Which of the following are able to activate the inflammasome?,Microbial products,Cholesterol crystals,Fatty acids,All the above,,D,
Which of the following is a function of growth factors?,Promote exit from the cell cycle,Enhance blocks in cell cycle progression,Promote apoptosis,Enhance synthesis of mitotic proteins,Promote necrosis,D,
Which of the following is most likely to occur within the first 24-hours of injury?,Fibroblast deposition of dense collagen,Endothelial cell proliferation,Loose ECM deposition,Formation of granulation tissue,,B,
Which of the following functions to suppress endothelial proliferation?,Hypoxia,PDGF,TGF-alpha,TGF-beta,FGFs,D,
Which of the following is involved in the degradation of gelatinous proteins?,MMP-9,MMP-3,MMP-10,MMP-11,MMP-1,A,
Which of the following cells or tissues is most likely to be negatively impacted in a patient who has been administered cisplatin?,Neurons,Skeletal muscle,Cardiac muscle,Hematopoietic cell in the bone marrow,Fibroblasts,D,
Which one of the pathways of the complement system is activated by bacterial polysaccharides?,Classical,Alternative,Lectin,,,B,
