title,Fixed Prosthodontics Midterm Exam 1 (Fall 2017),fixedpros,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
The function of a Fixed Prosthesis is to:,Replace missing teeth,Improve patient comfort,Improve masticatory ability,Create optimum occlusion,All of the above,E,
A tooth or implant that serves as an attachment for a fixed prosthesis is called a (an):,Pontic,Precision attachment,Stress breaker,Abutment,a and d,D,
Which of the following is NOT part of a proper diagnostic work-up for a fixed prosthesis:,Diagnostic casts,Intraoral exam,T3 scan,Appropriate radiographs,TMJ and occlusal evaluation,C,
"When performing a TMJ evaluation, which of the following symptoms may present:",Pain,Limitation of movement,Crepitation,Overdeveloped Masseter muscle,All of the above,E,
Which of the following is NOT a component of the TMJ:,Articular eminence,Condyle,Articular disc,Glenoid fossa,Orbicularis oris,E,
"When the mandible moves through anterior guidance , the posterior teeth are in what relationship:",Maximum intercuspation,Centric relation,Disclusion,Group function,,C,
"When the mandible moves into Left lateral excursion, the left side is referred to as the:",Non-working side,Working side,Balancing side,a and b,b and c,B,
The TMJ is often referred to as what type of lever:,Class I,Class III,See-Saw,Class II,,B,
When fabricating a cantilever fixed prosthesis it is common to:,Use a secondary abutment,Always use only one abutment,Shorten m-d length of pontic,a and c,,D,
When determining the amount of flexure (bending) that will occur in a fixed prosthesis; if you double the span length the amount of flexure will be ______ times greater:,4,27,16,8,,D,
"When a space (pontic) occurs on both sides of a tooth, that tooth is referred to as a:",Secondary abutment,Stress breaker,Pier abutment,All of the above,,C,
The relationship between the inclination (taper) of a prep and the retentive capacity of that prep is:,Equal,Taper has no effect,Inversely proportional,Only has effect if taper is greater than 20 degrees.,,C,
Who is buried in Grant's tomb:,Abraham Lincoln,Jim Morrison,Ulysses S Grant,Biggy Smalls,,C,
Occlusogingival length relates to the retention of a prep in the following way:,A short prep maximizes retention,A long prep minimizes retention,A short prep does not affect retention,A long prep maximizes retention,None of the above,D,
Which of the following is NOT an advantage in utilizing a shoulder finish line:,Maximizes esthetics,Prevents overcontouring,Maximizes crown strength,Creates a weak crown margin,,D,
The imaginary line along which a fixed prosthesis will be seated or removed is known as the:,Line angle,Hinge axis,Line of scrimmage,Path of insertion,,D,
"When establishing balanced occlusion, the lingual cusps of the maxillary posterior teeth of the balancing side should contact the:",Buccal inclines of the lingual cusps of the mandibular posterior teeth,Lingual inclines of the lingual cusps of the mandibular posterior teeth,Central fossae of the mandibular posterior teeth,Lingual inclines of the buccal cusps of the mandibular posterior teeth,None of the above,D,
The primary function of the ligaments around the temporomandibular joint is to:,Limits the movement of the mandible,Maintain contact between articulating surfaces,Help in the opening movement of the mandible,Help in the lateral movement of the mandible,a and c,A,
Which of the following maxillomandibular positions has the least variation and is the most reproducible:,Centric Relation,Lateral Excursion,Anterior Guidance,Maximum Intercuspation,None of the above,A,
"When fabricating a posterior fixed prosthesis, the pontic should:",Be in Infraocclusion to reduce the load on the prosthesis,Be in Supraocclusion to ensure good function,"Occlusal contact in centric occlusion, on working and on balancing side","Contact in centric occlusion, may or may not be in contact on working side, but not in contact on balancing side",None of the above,D,
An open vertical dimension may ADVERSELY affect:,Retention,Protrusive movement,Centric relation,Balanced occlusion,Interocclusal clearance,E,
"When treatment planning for a fixed prosthesis, which of the following is LEAST significant:",Root length,Crown length,endodontic treatment,Number of roots,Fused or bifurcated roots,C,
Free-way space is synonymous with:,Translatory movment,Intermandibular space,Physiologic rest position,Intermaxillary space,,C,
Splinting (connecting) abutment teeth when fabricating a fixed prosthesis is done PRIMARILY to:,Improve retention,Preserve remaining alveolar support,Distribute occlusal load,Assure optimum design of embrasures,,C,
The hinge axis of a patient can be located by using:,Centric relation records,Having patient stand on their head,Face-bow transfer,Centric occlusion record,,C,
"To obtain the MOST accurate casts when making an alginate impression, you should:",Store impression in humidor for one hour before pouring in stone,Box the impression prior to pouring in stone,Pour impression as quickly as possible,Place impression in your lunch box prior to pouring,,C,
The path of the condyle during free mandibular movements is governed primarily by the:,Height of the cusps of the posterior teeth,Amount of vertical and horizontal overlap,"Vertical dimension, centric relation and the Curve of Spee","Shape of the fossa, articular disc and the muscular influence",,D,
The physiologic rest position is most closely associated with:,Centric relation,Centric occlusion,Lateral excursion,Vertical dimension,,D,
When mixing stone or plaster with water it is MOST common to:,Add water to the powder,Add powder to the water,Boil water before mixing,Temperature has no bearing on setting time,,B,
When mixing alginate with water it is MOST common to:,Add water to powder,Add powder to water,Boil water before mixing,Temperature has no bearing on setting time,,A,
Centric relation is a _____ relationship.,Tooth to tooth,Mandible to skull,Mandible to condyle,Maxilla to skull,None of the above,B,
The root surface area of the maxillary second molar is ___________ compared to the mandibular second Molar.,Greater than,Equal to,Less than,,,A,
A cantilever fixed prosthesis ideally should have:,Have one pontic,Two abutments or more,a and b,Have 2 pontics,,C,
The head of the handpiece should begin________to the occlusal table:,At a 6 degree taper,Parallel,At a 45 degree angle to the enamel rods,Perpindicular,,B,
The ideal Crown to Root Ratio is:,1:1,3:4,2:3,1:3,,C,
In most people maximum intercuspation corresponds to centricRelation:,True,False,,,,B,
When discussing the Envelope of Motion the superior surface of Posselt's diagram corresponds to:,Left lateral excursion,Centric relation,Tooth contacts,None of the above,,C,
Translation of the mandible occurs after+___________mm of opening:,2 - 3 mm,20 - 25 mm,40 - 50 mm,"Rotation, not translation occurs after 40 - 50 mm",,B,
The person who is called the Father of Operative Dentistry is:,Dr. Herbert Schillingburg,Dr. Larry Farkas,Dr. G.V. Black,Dr. Doogie Howser,,C,
Patients on anticoagulant therapy are likely to experience bleeding with certain dental procedures. Anticoagulant therapy is measured by what diagnostic test:,BPH,PSA,INR,BMI,TPH,C,
