title,Pathomedicine Exam 2 (Fall 2022),patho,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following represents the largest proportion of water in the human body?,Intracellular water,Extracellular water,Plasma,None of the options,,A,
"The term for severe, generalized swelling of subcutaneous tissues and edema of body cavities is:",Anasarca,Hydrothorax,Hydropericardium,Ascities,Hydroperitoneum,A,
Choose the correct answer based on the following statements: Statement 1: A decrease in hydrostatic pressure favors movement of fluid out of the vasculature Statement 2: An increase in colloid osmotic pressure favors movement of fluid out of the vasculature,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,D,
Impaired venous return is most likely to result in:,Increased hydrostatic pressure,Decreased hydrostatic pressure,Increased colloid osmotic pressure,Decreased colloid osmotic pressure,,A,
Which of the following is a component of cardiac output?,Filling pressure,Stroke volume,Myocardial contractility,Heart rate,All of the options,E,
In which of the following cells is renin produced?,Renal juxtaglomerular cells,Cardiac myocytes,Renal arteriole endothelium,Distal convoluted tubule cells,,A,
True or False: The function of renin is to cleave angiotensinogen to angiotensin I.,True,False,,,,A,
An area of hemorrhage approximately 3-5 mm in diameter is best described as:,Purpura,Petechia,Ecchymosis,Hemothorax,Hematoma,A,
"Choose the correct answer based on the following statements: Statement 1: Exposure of the subendothelial extracellular matrix promotes formation of the platelet plug Statement 2: Activated thrombomodulin leads to cleaving of fibrinogen to fibrin, promoting clot stabilization",Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,A,
Which cell creates platelets?,None of the options,T cell,B cell,Plasma cell,Neutrophil,A,
Where is von Willebrand factor located?,Subendothelial extracellular matrix,Platelet membrane,Endothelial cell membrane,Within the plasma,,A,
Which molecule/receptor does clopidogrel inhibit?,GpIIb/IIIa,vWF,ECM,Factor Xa,TxA2,A,
Where does the coagulation cascade take place?,Phospholipid surface,Within the plasma,Mitochondrial membrane,Within the cytoplasm,Within the nucleus,A,
"Which antibiotic class can inadvertently activate vitamin K, leading to an increased risk of hemorrhage?",Penicillins,Cephalosporins,Tetracyclines,Macrolides,Sulfonamides,B,
Which test measures the intrinsic pathway of the clotting cascade?,PT,PTT,INR,CRP,Sed rate,B,
Elevated fibrin split products can be a sign of which of the following conditions:,Pulmonary embolism,Hypovolemic shock,Subdural hematoma,Hemothorax,None of the options,A,
What is the mechanism of action of t-PA?,Plasminogen activator,Factor Xa inhibitor,Vitamin K antagonist,Platelet inhibitor,Calcium chelator,A,
