title,Fixed Prosthodontics Quiz 1 (Fall 2018),fixedpros,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which is NOT an extracoronal restoration?,Ceramic Crown,Porcelain Laminate,Gold Inlay,Cast Metal Crown,Porcelain Fused to Metal Crown.,C,
"When you prepared for a Ceramic Crown in Sim Lab, the finishing line (gingival margin) was:",Bevel,Chamfer,Knife Edge,Shoulder/Bevel,Shoulder,E,
The IDEAL occlusal clearance for a Ceramic Crown is:,0.5 mm,1 mm,3 mm,1.5-2.0 mm,None of the above,D,
A Sub-Gingival finish line for a crown (below thegingival margin) is always the best finish line to guarantee periodontal health:,True,False,,,,B,
The Path of Insertion of each abutment tooth in a Fixed Partial Prosthesis must be parallel to each other:,True,False,,,,A,
Crown preparation walls are tapered to:,Visualize preparation walls,Prevent undercuts,Permit the ease of complete restoration seating,All of the above,a and b only,D,
Who is buried in Grant's Tomb in New York City?,George Washington,Ulysses S Grant,Abraham Lincoln,All of the above,,B,
A Fused root is MORE retentive than a Divergent root:,True,False,,,,B,
Which of the following restorations requires the MOSTforce to remove:,¾Crown,MOD Onlay,All Metal Crown,Porcelain Laminate,,C,
A chief indication for the use of Glass Ionomer materials to restore root caries is their ability to release flouride:,True,False,,,,A,
"As a general rule, cast restorations will last longer than amalgam restorations that in turn will last longer than composite restorations:",True,False,,,,A,
Anticoagulant levels are measured by a blood test called:,DVD,ABC,INR,FBI,None of the above,C,
Bonded ceramic restorations provide superior esthetic results while requiring relatively conservative tooth reduction:,True,False,,,,A,
