title,Fixed Prosthodontics Quiz 4 (Fall 2018),fixedpros,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Statement 1: In left lateral excursion, the initial movement of the right condyle is rotational Statement 2: after that the movement is tranlational:",Statement 1 is false and Statement 2 is true.,Both Statements are true,Both Statements are false,Statement 1 is true and Statement 2 is false.,,B,
The complete setting time for Bis-acryl is normally:,2 minutes,5 minutes,Neither of the above,,,B,
The articular eminence is Posterior to the mandibular fossa:,True,False,,,,B,
"When mounting casts on an articulator, the following are required:",Facebow Transfer,Centric Relation record,Excursive records,a and b,All of the above,E,
"When the mandible is protruded, the condyle is posterior to the mandibular fossa:",True,False,,,,B,
"The superior cavity of the TMJ, between the articular eminence and the articular disc, allows for translation:",True,False,,,,A,
Statement 1: PMMA is an unfilled resin Statement 2: Bis-acryl is a filled resin:,Both Statemments are true.,Statement 1 is false and Statement 2 is true.,Both Statements are false.,Statement 1 true and Statement 2 is false.,,A,
"When making a Facebow transfer, the earbow approximates the rotation of the condyles:",True,False,,,,A,
A chamfer diamond has a flat cutting end:,True,False,,,,B,
Fixed Prosthodontics is my favorite course:,True,False,,,,A,
