title,DAO Quiz 5 (Summer 2017),dao,quiz
question,option_a,option_b,option_c,option_d,correct,image
Which tooth has the potential of contacting both anterior and posterior teeth?,Maxillary canine,Maxillary central,Mandibular 1st molar,Mandibular lateral,A,
"Assuming you are holding an extracted tooth #30 in your hand: From the lingual view, all five cusps of tooth #30 can be seen.",True,False,,,B,
"Both the mandibular first and second molars possess two buccal grooves, the mesiobuccal and distobuccal developmental grooves.",True,False,,,B,
Which anterior tooth has the most prominent marginal ridges,Maxillary lateral,Maxillary canine,Mandibular canine,Maxillary central,A,
Which root of the mandibular first molars is largest buccal-lingually at midroot cross section,Mesial,Distal,Palatal,Lingual,A,
The geometric outline of anterior teeth when viewed from the proximal is,Triangular,Hexegonal,Trapazoidal,Oval,A,
The largest of cusp of the mandibular first molar,Mesiobuccal,Mesiolingual,Distobuccal,Distolingual,A,
What is the first succedaneous tooth to erupt?,Permanent mandibular central incisor,Permanent maxillary central incisor,Permanent mandibular 1st molar,Primary maxillary central incisor,A,
How many lobes form anterior teeth?,4,5,3,2,A,
The anterior-posterior curvature of the occlusal surfaces as seen from the facial view is the Curve of Spee.,True,False,,,A,
Which tooth has a continuous convex facial surface from incisal to apical end?,Mandibular canine,Maxillary central incisor,Mandibular lateral incisor,Maxillary canine,A,
Tooth #19 differs from tooth #18 by the number of:,Supplemental grooves,Roots,Marginal ridges,Incisal edges,A,
Order these teeth by crown length-longest to shortest,Maxillary canine >maxillary central incisor >mandibular canine,Maxillary canine >mandibular canine >maxillary lateral incisor,Mandibular canine >maxillary central incisor >maxillary canine,Mandibular canine >maxillary canine >maxillary central incisor,C,
