title,Pathomedicine Exam 1 (Fall 2020),patho,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following represents the point of convergence for the intrinsic and extrinsic pathways of apoptosis?,Myeloperoxidase,Metaplasia,Executioner Caspases,FLIP protein,,C,
Metastatic calcification is the deposition of calcium in normal tissues due to:,Decreased thyroid hormone secretion,Deranged calcium metabolism,Release of calcium by mitochondria of dying cells,Aortic stenosis,,B,
Which of the following adaptive mechanisms is correctly matched to its definition?,Hypertrophy: Increased number of cells,Hyperplasia: Increased size of cells,Atrophy: Decreased number of cells,Metaplasia: Change in phenotype of a cell,,D,
Which of the following is true of apoptosis?,Always pathologic,Directed by the nucleus,Incites inflammation,Utilizes enzymes from lysosomes,,B,
Which of the following best describes the microscopic findings of pyknosis?,Nuclear shrinkage and increased basophilia,Fading of chromatin basophilia,Fragmentation of the nucleus,Nuclear chromatin condensation,,A,
Chose the correct answer based on the following statements: Statement 1: Caseous necrosis is often related to acute pancreatitis. Statement 2: Liquefactive necrosis does NOT occur in the CNS,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,D,
In what clinical scenario would you likely observe fibrinoid necrosis?,Stroke,Sudden cardiac arrest,Polyarteritis nodosa,Tuberculosis,Gangrene,C,
Which of the following occurs when misfolded proteins accumulate?,Decrease in chaperone protein production,Reduction in rate of translation,Inactivation of caspases to preserve cellular integrity,Necrosis if response is overwhelmed,,B,
Which of the following describes the role of the cytotoxic T lymphocyte?,Expresses Fas ligand to induce the extrinsic pathway,Recognizes foreign antigens,Releases granzyme to activate caspases,All of the answer choices,,D,
"Patient K. V. is a 16 year-old-male and presents with a history of dyskeratosis congenita. You know that this rare condition affects telomerase, making it significantly less effective. What clinicopathologic correlation can you make about the patient’s overall health prognosis based on your knowledge of telomerase?","The patient will be unable to prevent DNA damage to germ and stem cells, leading to failure of bone marrow","The patient will accumulate intracellular proteins, leading to Mallory bodies in his liver","The patient will be unable to metabolize calcium correctly, leading to metastatic calcium deposits in his gastric mucosa","The patient will be unable to correct misfolded proteins, leading to Creutzfeld-Jacob disease",,A,
Which of the following is a clinical finding of inflammation?,Heat (calor),Redness (rubor),Pain (dolor),Loss of function,All of the answer choices are clinical findings of inflammation,E,
Which of the following is true regarding initiation of inflammation?,Viscosity of blood decreases,White blood cells move to the center of the vessel,Fluid leaves the microcirculation,Phagocytosis by red blood cells occurs,,C,
