title,Intro to Clinical Dentistry Exam 3 (Spring 2021),icd,exam3
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following statements about the Biopsy Tracking Form is FALSE?,It should be assigned to the “Biopsy Tracking Group” using the “Running Man” icon.,It enables the PCC to scan the results into the patient record.,It enables the PCC to A-mail the clinician to inform them that the results are in the patient record.,"It allows the clinician to classify the lesion as Benign, Aggressive, Pre-Malignant, or Malignant.",It ensures that the specimen is taken from the most high-risk site in the patient’s oral cavity.,E,
Which of the following statements regarding post-operative protocols is TRUE?,Opioid analgesics are prescribed after all surgical procedures.,Post-operative instructions can be given either in print or orally; providing them both ways is unnecessarily redundant.,Antibiotics are prescribed after all surgical procedures.,There is no advantage to providing immediate analgesics if the patient is not in pain.,All of these statements are FALSE.,E,
"Consider the following statements regarding a post-op visit: I.     The medical history must be updated. II.    Vital signs must be taken and recorded. III.   Even though it is a “No Charge” visit, it should be coded as a D7100. Which of the following statements is/are CORRECT:","I, II, and III are all TRUE.",Only I and II are TRUE.,Only I and III are TRUE.,Only II and III are TRUE.,"None of the above statements (I,II,or III) are True",A,
"When completing a “Post-op Note Template”, the words “HEALING WELL” should be entered in which of the following fields?",Subjective.,Examination.,Assessment.,Plan.,Conclusion.,C,
Which of the following statements regarding the response to medical emergencies is TRUE?,"Since the Emergency Response Team is composed of Faculty Members and Dental Assistants, the students on Surgery Rotation have no responsibilities when the Team is called into action.",All students must immediately exit the Surgery Clinic when the Emergency Response Team is called into action.,"If an Oral Surgeon is in the midst of performing a surgical procedure, they should not respond to a medical emergency until the procedure is completed.","Since the Periodontists are not part of the Emergency Response Team, they have no responsibilities during a medical emergency.",All of these statements are FALSE.,E,
Consider the following three statements: I.  The spouse of a nervous patient should stay in the operatory during oral surgical procedures so they can help keep the patient calm. II. It may be helpful to have the parent of a special needs child stay in the operatory during oral surgical procedures so they can reassure the patient during the procedure. III. Family members should never be allowed to stay in the operatory during oral surgical procedures.,Only I and II are TRUE.,Only I is TRUE.,Only II is TRUE.,Only III is TRUE.,"None of these statements are TRUE, except for this one.",C,
Which of the following statements is TRUE?,Failure to obtain informed consent can have both civil and criminal legal ramifications.,Autonomy is the only ethical principle that applies to informed consent.,Informed consent should not be obtained if it is evident that it will make a patient more nervous.,"If you obtain informed consent properly, you cannot be held liable for anything that happens to the patient during the procedure.",Informed consent is not necessary if the patient has undergone the same type procedure previously.,A,
Which of the following is not an element of Informed Consent?,Likelihood of success.,Risks.,Benefits.,Alternative treatments.,Telling a patient which instruments you will be using.,E,
"When a specific surgical treatment is indicated, there may be no alternative options that need to be presented to a patient.",This statement is TRUE.,This statement is FALSE.,,,,B,
"When speaking with a patient, indicating a tooth by its numerical descriptor is the most accurate way to make them understand what tooth you are treating.",This statement is TRUE.,This statement is FALSE.,,,,B,
Which of the following statements about informed consent is TRUE?,Informed consent may be obtained by any member of the dental team.,"When using a paper consent form, the “blanks” can be filled in after the patient signs the form as long as everything is explained to the patient properly.",All informed consent discussions for any given procedure should be performed using the same words for every patient.,"If the dentist knows that a procedure is the best procedure for a patient, it is acceptable to downplay the risks of that procedure if they do not think the patient would otherwise agree to undergo the procedure.",All of the given choices  are FALSE.,E,
"If a patient signed the General Consent when they registered, it is not necessary to obtain additional consent for specific procedures.",This statement is TRUE.,This statement is FALSE.,,,,B,
Which of the following statements about throat screens are TRUE?,They should be used at all times during oral surgical procedures.,They should be used at all times during oral surgical procedures.,They should be used at all times during oral surgical procedures.,They should be used at all times during oral surgical procedures.,All of the statements here are TRUE.,E,
"When presenting to the faculty for a start check before beginning a direct restorative procedure, all of the following needs to be presented to the faculty except:",If the patient has paid for the procedure or not,Patients health history and blood pressure,Procedure planned for the day,"What type of anesthesia, and how you will be anesthetizing","Isolation method, and restorative material",A,
When setting up the operatory before the patient is seated all the instruments should be unwrapped and ready.,True,False,,,,B,
At the end of an operative restorative procedure:,"Check the restoration to make sure there are no voids, open margins or contacts before removal of the rubber dam","Check the restoration to make sure there are no voids, open margins or contacts after removal of the rubber dam",Contour and check occlusion before removing the rubber dam,Polish before removing the rubber dam,Get faculty approval for the final restoration before removing the rubber dam,A,
Prior to giving anesthesia to the patient the following steps need to be done except:,Confirm the tooth number,Assemble the syringe,Discuss with the faculty which anesthetic you will be administering and why,Have faculty supervise,Isolating the tooth,E,
Faculty approval needs to  be obtained  for all of the following steps except:,Initial prep completed,Final prep completed,Before reviewing the patients medical history,"Placing topical anesthesia, and administering local anesthesia",Final restoration completed,C,
As part of your periodontal clinical exam you should be:,Assessing the patients home care,Completing the perio chart,Charting the level of the gingival margin in relation to the CEJ,Checking for fremitus,All of the answer choices are part of the clinical exam,E,
Which of the following procedure code is done over multiple visits:,D4341 (SRP),D4910 (Maintenance),D4355 (Debridement),D4346 (Scaling in gingivitis),D1110 (Prophy),A,
The difference between D4341(SRP) and D4342(SRP) is:,Which quadrant you will be scaling,The number of teeth in the quadrant that need scaling and root planing,One is for scaling only and one is for root planing only,One is done in a single visit and one is done over multiple visits,"One is listed as a preventive code, and one is listed as a periodontic code",B,
Oral Hygiene Instructions are:,Given at every cleaning  appointment,"Follow the format of ""tell,show,do""","Could  include additional means of oral hygiene beyond ""brushing and flossing""",Need to be discussed with the faculty,All of the answer choices are correct,E,
Members of the Emergency Response Team include: I: Doctors that have BLS training II: Doctors that are CPL's III: Doctors that have ACLS training IV: Dental assistants from any of  the six clinics V: Dental assistants specific to  Oral Surgery; knowledgeable in patient monitoring and emergency set-up,II & V,"I, III, and V",I & II,I & IV,"I,III & IV",B,
"For all of the following incidents an Occurrence report should be written, except:",Error in patient care,Equipment/instrument failure,Parenteral exposure,Failure to have the patient sign a HIPAA consent,Ill health of patient when presenting to the clinic for dental treatment,D,
Signs of Syncope include all of the following except:,Dizziness,Ringing in ears,Hypotension,Feeling cold,Tachycardia,D,
"During patient treatment, there are two students involved, the Primary Student Dentist and the Assistant Student Dentist, during any medical emergency, the role of the Student Doctor is to:",Stay with the patient at all times,Inform the CPL,"Dial ""MED EMERG"" on the nearest clinic phone",Activate the Emergency Response Team,Obtain the emergency cart and return to the operatory,A,
Emergency treatment for hyperventilation includes:,Administering of oxygen,Place patient in supine  position with feet slightly elevated (Trendelenburg),"Provide reassurance, and have the patient breathe slowly (4-6 bpm) into and out of a non-rebreather face mask",Use Aromatic Ammonia to help awaken the patient,"Continue treating the patient, since the symptoms will most likely pass",C,
The majority of Medical Emergencies fall into one of  the following categories:,Anaphylactic/Drug Reaction Emergencies,Cardiovascular Emergencies,Respiratory Emergencies,Loss of Consciousness,All categories listed are representative of medical emergencies,E,
Emergency management of an immediate onset allergic reaction with skin signs in an adult patient :,Administer Diphenhydramine 50 mg,Administer Epinephrine 0.3 mL IM,Stop administration of all drugs in use,Monitor patients vitals and consult physician,Administer a bronchodilator,E,
"Arguably, the most important item in a dentist’s medical emergency kit is:",Oxygen,An analgesic,A narcotic antagonist,A corticosteroid,A vasodilator,A,
You have provided your patient with extensive dental treatment during a long appointment; the best way to prevent orthostatic hypotension when dental treatment is completed is:,Give the patient some sugar when done with treatment,Slowly bring the patient from lying supine to the semi-reclined position when done with treatment,Make sure the patients pupils aren't dilated when treatment is complete,Make sure patient is still anesthetized so they don't feel any pain,"If the patient is taking a diuretic, have them stop taking for a few days before dental treatment",B,
The best way to manage a patient that is having a seizure is to protect the patient from self-injury.,True,False,,,,A,
Statement I:  When communicating with a Standardized patient avoid leading and multiple linked questions. Statement II: When concluding your visit with the Standardized Patient always ask if they have any additional questions.,Both statement I and statement II are true,Both statement I and  statement II are false,Statement I is true statement II is false,"Statement  II is true, statement I is false",,A,
Feedback from the standardized patient is important because:,It promotes lasting learning,Sould result in reflection and the correction of unsuccessful behaviors,It can improve the learner-mentor relationship,It promotes team communication,All answer choices indicate reasons for obtaining feedback from the standardized patient,E,
Simulation can assess all of the following except:,Communication skills,Diagnostic skills,Critical thiking skills,Procedural skills,Your political affiliation,E,
Appointments for oral pathology consults are scheduled by:,Intake clinic front desk,Your home clinic front desk,Oral surgery clinic front desk,Endodontic clinic front desk,The main reception desk,C,
The physical exam for an oral pathology consult includes:,Vitals,Visible skin,Extra-oral exam,Intra-oral exam,All the answer choices are correct,E,
All of the following regarding oral pathology consults at Touro Dental Health are true except:,The patient can be seen in intake clinic.,The patient appointment will appear on Oral Surgery CH schedule.,Only patients of record can be scheduled for oral pathology consults.,Oral pathology appointments take place on Mondays only.,,D,
"Regarding Oral Pathology clinic, in preparation for a biopsy all of the following are required except:",Patient signature of the treatment plan.,Dr. Yancoskie’s signature of the treatment plan.,Patient signature of the biopsy consent form.,Dr. Yancoskie’s signature of the biopsy consent form.,All  the answer choices are correct,E,
Statement I:  The procedure note for a biopsy procedure should include a narrative of the potential risks discussed with the patient. Statement II:  The oral pathology consult note should include documentation of a differential diagnosis.,Both statement I and statement II are true,Both statement I and statement II are false,Statement I is true statement II is false,"Statement II is true, statement I is false",,A,
Statement I: “Professionalism and Ethics” is a domain of clinical competency. Statement II:  Professional competency includes recognizing the role of lifelong learning and selfassessment in maintaining competency.,Both statement I and statement II are true,Both statement I and statement II are false,Statement I is true statement II is false,"Statement II is true, statement I is false",,A,
“The ability to do something successfully or efficiently independently and unsupervised” is the definition of:,Productivity,Competency,Contentment,Achievement,Empathy,B,
Statement I: A student must successfully complete 16 formative and summative assessments in order to graduate. Statement II:  A procedure status of I (in progress) or C (complete) is considered an exposure for eligibility for a formative assessment.,Both statement I and statement II are true,Both statement I and statement II are false,Statement I is true statement II is false,"Statement II is true, statement I is false",,D,
Which of the following regarding formative and summative assessments are true?,Mannequin exposures are never accepted toward formative assessment eligibility.,"If you have double the number of suggested minimum exposures, a student may skip a formative assessment and go directly to challenging a summative assessment.",All summative assessments are completed with live patients.,A student is only eligible to challenge a summative assessment if they have successfully passed their formative assessment.,,D,
Which of the following are considered domains of competency?,Critical thinking,Practice management,Patient assessment,Treatment planning,All  the answer choices are correct.,E,
All of the following statements regarding referral requests are true except:,A referral form can be added in Axium using the form tab.,Clicking the “running man” icon will send an A-mail to the appropriate clinic to schedule the consultation.,The consultation code can be added to the chart using the “chart add” feature in Axium.,All consultation requests use the same code.,,D,
"Statement I: When a referral form is completed, the student provider can complete the consultation request code. Statement II:  When the consultation is scheduled, the student provider can complete the consultation request code.",Both statement I and statement II are true,Both statement I and statement II are false,Statement I is true statement II is false,"Statement I is false, statement II is true",,D,
Which of the following regarding referrals is true?,Referrals can be internal or external,An external referral is a referral from outside the school for a specific problem.,Internal referrals may be completed at the same time as the comprehensive evaluation appointment.,Internal referrals may be completed on a separate visit from the comprehensive evaluation appointment.,All of the answer choices are true.,E,
"Statement I: If a consultation was completed in the same visit as comprehensive evaluation, a separate consultation note is not needed. Statement II:  For consultations completed in the same visit as comprehensive evaluation, the code D0140 – Focused Limited Evaluation should be use.",Both statement I and statement II are true,Both statement I and statement II are false,Statement I is true statement II is false,"Statement I is false, statement II is true",,B,
Statement I: Anesthesia consults should be referred to Oral Surgery clinic. Statement II:  Endodontic consults should be referred to Oral Surgery clinic.,Both statement I and statement II are true,Both statement I and statement II are false,Statement I is true statement II is false,"Statement I is false, statement II is true",,C,
