title,Fixed Prosthodontics Midterm Exam 1 (Fall 2019),fixedpros,midterm
question,option_a,option_b,option_c,option_d,option_e,correct,image
"When fabricating a fixed prosthesis, the tooth (teeth) that replace(s) the missing tooth (teeth) is (are) called a:",Abutment,Connector,Pontic,b and c,None of the above,C,
Statement one: An electric handpiece has less torque than an air driven handpiece. Statement two: An electric handpiece is less expensive than an air driven handpiece:,Both statements are true,"Statement one is true, statement two is false","Statement one is false, statement two is true",Both statements are false,,D,
"You recently fabricated a provisional restoration for tooth #14, this tooth is wider m-d than b-l:",True,False,,,,B,
Tooth #19 is a succedaneous tooth:,True,False,,,,B,
The primary mandibular central incisor usually erupts after the primary maxillary central incisor:,True,False,,,,B,
The oblique ridge on tooth #14 extends from the mesiobuccal cusp to the distobuccal cusp:,True,False,,,,B,
The height of contour of a tooth is the point of greatest concavity on that tooth:,True,False,,,,B,
"When fabricating a provisional for tooth # 3, this tooth is wider on the buccal than the lingual:",True,False,,,,B,
A good SLR camera allows you to shoot only JPEG or RAW formats at a time:,True,False,,,,B,
A wide aperture photo will be have a greater depth of field than a narrow aperture photo:,True,False,,,,B,
Mandibular molars are wider m-d than b-l:,True,False,,,,A,
f-stop refers to the amount of light that your camera sensor will receive:,True,False,,,,A,
Complete root formation of the maxillary first molar usually occurs at:,six years,14 years,9-10 years,None of the above,,C,
RAW image data file format records exactly the data the sensor records:,True,False,,,,A,
Statement One: Diamond numbers are standardized regardless of manufacturer. Statement Two: Carbide bur numbers are standardized regardless of manufacturer.,Both statements are false,"Statement One is true, statement Two is false",Both statements are true,"Statement One is false, statement Two is true",,D,
"When fabricating a provisional restoration for tooth # 19, the lingual height of contour is located in:",The middle third,The cervical third,The occlusal third,,,A,
Statement One: When cutting tooth structure with a diamond bur a regular pattern is left on the tooth surface Statement Two: When cutting tooth structure with a carbide bur a regular pattern is left on the tooth surface,Both statements are true,"Statement One is true, Statement Two is false",Both statements are false,"Statement One is false, Statement Two is true",,D,
"When making a Class I tooth preparation, having sharp line angles creates less stress on the restoration than rounded line angles:",True,False,,,,B,
"When fabricating a provisional for tooth # 3, the largest cusp is:",Mesiobuccal,Distobuccal,Mesiolingual,None of the above,,C,
The farther your grip from the head of a handpiece the more control you have:,True,False,,,,B,
"The most common type of handpiece used in the United States is the electric handpiece, that is why we use it at TCDM:",True,False,,,,B,
An air driven handpiece should deliver 60 Joules of power:,True,False,,,,B,
The most commonly congenitally missing maxillary permanent tooth is the:,third molar,second molar,lateral incisor,none of the above,,A,
The root trunk of tooth # 3 is bifurcated:,True,False,,,,B,
Joules are a measure of power:,True,False,,,,B,
PMMA provisional restorations wears at a lower rate than Bis-Acryl provisionals:,True,False,,,,B,
The suggested working time for 3M ProTemp is:,90 seconds,20 seconds,1 minute 40 seconds,None of the above,,D,
Bis Acryl sets via a free radical polymerization process:,True,False,,,,B,
The powder to liquid ratio for mixing PMMA is:,2:1,Equal amounts,4:1,it doesn't matter,None of the above,E,
Bis-Acryl is a:,Composite,Unfilled resin,Resin,a and c,None of the above,D,
The length of a preparation is inversely proportional to the retention of that preparation:,True,False,,,,B,
An undercut is located above the height of contour:,True,False,,,,B,
The imaginary line for a restoration to be placed is referred to as:,The road to nowhere,Glide path,Path of insertion,All of the above,,C,
"When preparing the buccal axial wall of #19, the head of the handpiece should be inclined towards:",the cheek,the distal,the mesial,the lingual,,D,
"When preparing the distal axial wall of tooth #3, the head of the handpiece should be inclined towards:",the cheek,the mesial,the distal,The palatal,,B,
The lower left primary central incisor is tooth:,E,O,P,R,,B,
The term to describe dental occlusal or incisal wear due togrinding is:,Abfraction,Erosion,Attrition,Abrasion,,C,
"When preparing a Class III preparation, the facial cavosurface margin is beveled:",True,False,,,,A,
The Dean of TCDM is,Dr. Ed Farkas,Dr. Jay Goldsmith,Dr. Ronnie Myers,Dr. Larry Farkas,,C,
