title,Clinical Oral Radiology Exam 1 (Fall 2019),coralrad,exam1
question,option_a,option_b,option_c,option_d,correct,image
Which of the following teeth has radiopaque material in its root canal space?,Tooth #9,Tooth #10,Tooth #11,Tooth #12,C,images/coralrad-exam1-fall-2019/fig1.jpg
Which of the following teeth has a small periapical radiolucent lesion?,Tooth #9,Tooth #10,Tooth #11,Tooth #12,B,images/coralrad-exam1-fall-2019/fig2.jpg
Periodontal bone loss is present in this image.,True,False,,,A,images/coralrad-exam1-fall-2019/fig3.jpg
The shape of the mandibular condyles is best described as Image 2A: Image 2B: Image 2C:,Irregular,Round,,,A,images/coralrad-exam1-fall-2019/fig4.jpg
All of the following are present EXCEPT one. Which of the following is the EXCEPTION? Image 2A: Image 2B: Image 2C:,Root canal treatment / gutta percha,Retained roots / root fragments,Hyoid bone,Inferior nasal concha,A,images/coralrad-exam1-fall-2019/fig5.jpg
Caries is present on the mesial of #21. Image 2A: Image 2B: Image 2C:,True,False,,,B,images/coralrad-exam1-fall-2019/fig6.jpg
Periodontal bone loss is present in these images. Image 2A: Image 2B: Image 2C:,True,False,,,A,images/coralrad-exam1-fall-2019/fig7.jpg
How many teeth are present in this image?,25,26,27,28,B,images/coralrad-exam1-fall-2019/fig8.jpg
The hyoid bone is visualized.,True,False,,,A,images/coralrad-exam1-fall-2019/fig9.jpg
The stylohyoid ligament is visualized.,True,False,,,A,images/coralrad-exam1-fall-2019/fig10.jpg
All of the following are present EXCEPT one. Which of the following is the EXCEPTION? Image 4A: Image 4B:,Dental caries,Periapical radiolucency,Hyoid bone,Carotid calcifications,D,images/coralrad-exam1-fall-2019/fig11.jpg
"There is dense, reactive bone formation around tooth #20. Which of the following best describes the internal structure of the dense, reactive bone formation? Image 4A: Image 4B:",Radiolucent,Radiopaque,,,B,images/coralrad-exam1-fall-2019/fig12.jpg
Which tooth is fractured?,Tooth #7,Tooth #8,Tooth #9,Tooth #10,C,images/coralrad-exam1-fall-2019/fig13.jpg
The shape of the fracture are best described as:,Triangular,Linear,Irregular,Root,C,images/coralrad-exam1-fall-2019/fig14.jpg
The location of the fracture is best described as:,Mid-root level,Apical third of the root,Incisal edge,Mesial crown,A,images/coralrad-exam1-fall-2019/fig15.jpg
The mandibular condyles are severely irregular in shape.,True,False,,,B,images/coralrad-exam1-fall-2019/fig16.jpg
All of the following are present EXCEPT one. Which of the following is the EXCEPTION?,Class I restoration,Class II restoration,Class III restoration,Crown,C,images/coralrad-exam1-fall-2019/fig17.jpg
Which of the following is visible in this radiographic examination?,Plaque,Calculus,Caries,Class I restoration,B,images/coralrad-exam1-fall-2019/fig18.jpg
Which of the following aspects of this panoramic radiograph is NOT within normal limits?,The number of teeth,The pulp chambers,The mandibular condyles,The inferior nasal conchae,B,images/coralrad-exam1-fall-2019/fig19.jpg
A radiolucency is noted on the distal aspect of #18. This finding is most likely: Image 9A: Image 9B:,Caries,Cervical burnout,Radiolucent restoration,Root canal treatment,A,images/coralrad-exam1-fall-2019/fig20.jpeg
A radiolucency is noted on the mesial aspect of #13. This finding is most likely: Image 9A: Image 9B:,Caries,Cervical burnout,Radiolucent restoration,Root canal treatment,A,images/coralrad-exam1-fall-2019/fig21.jpeg
There is an intrabony radiolucency in the #3 region. Which of the following best describes its borders?,Moderately well-corticated,Non-corticated,,,A,images/coralrad-exam1-fall-2019/fig22.jpg
There is an intrabony radiolucency in the #3 region. Which of the following best describes its borders?,Moderately well-defined,Poorly-defined,,,A,images/coralrad-exam1-fall-2019/fig23.jpg
There is an intrabony radiolucency in the #3 region. Which is most likely the diagnosis?,Extraction socket,Maxillary sinus,Root canal treatment,Retained roots,A,images/coralrad-exam1-fall-2019/fig24.jpg
Which of the following BEST describes the borders of the object on the floor of maxillary sinus.,Moderately well-defined,Poorly-defined,,,A,images/coralrad-exam1-fall-2019/fig25.jpg
Describe the internal structure of the object on the floor of maxillary sinus.,Radiopaque,Radiolucent,,,A,images/coralrad-exam1-fall-2019/fig26.jpg
This radiograph is a:,Left maxillary periapical,Right maxillary periapical,Left maxillary bitewing,Right maxillary bitewing,B,images/coralrad-exam1-fall-2019/fig27.jpg
All of the following are present EXCEPT one. Which of the following is the EXCEPTION?,Dental caries,Class V restoration,Overhanging restoration margins,Cone cut,B,images/coralrad-exam1-fall-2019/fig28.jpg
Ghost images are seen in this panoramic radiograph. Image 13:,True,False,,,A,images/coralrad-exam1-fall-2019/fig29.jpg
