title,Oral Pathology Exam 2 (Spring 2021),oralpath,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which disease has the strongest association with squamous cell carcinoma?,Pemphigoid,Pemphigus,Lichen planus,Erythema multiforme,,C,
"All of the following are known triggers for the development of erythema multiforme, EXCEPT one. Which one is the EXCEPTION?",HSV infection,NSAID use,Dental office visits,Other medication use,,C,
Pemphigoid is best treated with:,Cortical steroid formulations,Antifungal medications,NSAIDs,Antiviral medications,,A,
"What would be a rational next step in arriving at a definitive diagnosis on a patient with a two-month history of painful, erythematous gingiva where the initial biopsy under light microscopy shows splitting of the epithelium from the underlying connective tissues?",Refer for PET-CT,Immunohistochemistry,Submit tissue for direct immunofluorescence,"Full mouth series (FMS, FMX)",,C,
Which of the following does NOT belong on the differential diagnosis for an ulcer?,Squamous cell carcinoma,Tuberculosis,Hyperkeratosis,Deep,Traumatic ulcer,C,
Which of the following statements is true of lichen planus:,Strong male predominance,Oral lesions can display spider web-like Wickham striae,Cutaneous lesion can display bullseye rashes on the palms of the hands,Patients with cutaneous disease develop oral disease in 15% of cases,Patients with oral disease develop cutaneous disease in 60% of cases,B,
Which is true of the following statements: Statement 1: HSV can trigger erythema multiforme Statement 2: Certain antibiotics can trigger erythema multiforme,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which of the following is characteristic of the clinical presentation of erythema multiforme (EM):,Targetoid lesions of skin,Shallow ulcers of the oral cavity,Hemorrhagic crust of the lips,Self-limiting course,All of the answer choices are characteristics of EM,E,
Which of the following terms is CORRECTLY matched with its definition?:,Symblepharon: eyelashes rubbing against the eye,Entropion: adhesion that forms between the bulbar and palpebral conjunctivae,Trichiasis: inversion of the eyelid,Cicatrix: scar,,D,
Which of the following cellular components is implicated in the etiology of pemphigus vulgaris?,BP 180,ANA,DSG 3,Anti-sm,c-ANCA,C,
"In the phrase 'primary herpetic gingivostomatitis', the term 'primary' refers to the viral subtype.",True,False,,,,B,
"A 5-year-old boy reports to the ED with a fever, cervical lymphadenopathy, chills, painful gingiva with ulcers, ulcers of the labial mucosa and fever. The most likely diagnosis is:",Primary herpetic gingivostomatitis,Recurrent intraoral herpes,Erythema multiforme,Varicella zoster,Herpes zoster,A,
Which of the following is the correct dosage of fluconazole for a patient with candidiasis:,"Dissolve 1 troche (10 mg) slowly in the mouth, 5 times daily for 10-14 days",Two tablets (200 mg) on day 1 and then 1 tablet (100 mg) daily for 1-2 weeks,"100,000 unit/ml suspension gargle and spit 5 ml 4 times per day",One tablet (250 mg) b.i.d,Two grams stat & at 12h,B,
Which of the following regimens could be used to help control HIV:,2 Integrase strand transfer inhibitors and 1 nucleoside reverse transcriptase inhibitor,3 protease inhibitors and 2 non-nucleoside reverse transcriptase inhibitor,2 nucleoside reverse transcriptase inhibitors and 1 integrase strand transfer inhibitor,3 viral entry inhibitors and 2 protease inhibitors,None of the answer choices,C,
Which of the following is diagnostic of AIDS in a patient with previously diagnosed HIV:,CD 4+ count of 350,40% of WBCs are CD4+ t-cells,Pseudomembranous candidiasis of the buccal mucosa,Kaposi sarcoma of the hard palate,None of the answer choices,D,
Which of the following belongs on the differential diagnosis for a nonhealing ulcer:,TUGSE,Squamous cell carcinoma,Tuberculosis,Histoplasmosis,All of the answer choices,E,
Which of the following is the most common intraoral manifestation of HIV infection:,Candidiasis,Kaposi sarcoma,Burkitt lymphoma,Linear gingival erythema,Histoplasmosis,A,
Which is true of the following statements?: Statement 1: Oral hairy leukoplakia is related to the Epstein Barr virus Statement 2: Oral hairy leukoplakia is common in patients without a significant medical history in addition to those with HIV,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Use the following clinical photograph to answer the next question: Where is the best place to biopsy this ruptured bullae of the palate:,A,B,C,D,E,D,images/oralpath-exam2-spring-2021/fig19.jpeg
Which of the following infectious agents can be seen with either increased incidence or severity in patients with HIV/AIDS:,HHV-8,Molluscum contagiosum,Coccidiomycosis,HPV,All of the answer choices,E,
Which of the following is the most common ganglion for HSV to inhabit during its latency period:,Trigeminal,Otic,Submandibular,Pterygopalatine,,A,
Which of the following methods would be most appropriate to diagnosis a herpes simplex infection:,Wide excision,MRI,CBCT,Cytological scraping (smear),None of the answer choices,D,
Herpes simplex involving the nasociliary branch (Hutchinson sign) should initiate a rapid consult to which of the following professionals:,ENT,Podiatrist,Ophthalmologist,Infectious Disease,None of the answer choices,C,
Which is true of the following statements?: Statement 1: HIV is a single stranded DNA virus Statement 2: HIV is most commonly spread in the US through IV drug use,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which is true of the following statements?: Statement 1: Squamous cell carcinoma is less common in AIDS patients Statement 2: Plasmablastic lymphoma occurs exclusively in AIDs patients,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Tzank cells are most likely to be identified in biopsy specimens from:,Lichen planus,HSV 1 infections,Candidiasis,Kaposi sarcoma,Mucous membrane pemphigoid,B,
A band-like infiltrate of lymphocytes at the basement membrane is most characteristic of the histopathological findings in:,Lichen planus,HSV 1 infections,Candidiasis,Kaposi sarcoma,Mucous membrane pemphigoid,A,
"All of the following may demonstrate significant features that overlap with oral lichen planus, EXCEPT one.  Which one is the EXCEPTION?",Adverse drug reactions,Allergic contact stomatitis,Kaposi sarcoma,Epithelial dysplasia,Lupus erythematosus,C,
Oral lichen planus is an infectious disease.,True,False,,,,B,
It is exceedingly common to develop primary herpetic gingivostomatitis in the fourth decade of life.,True,False,,,,B,
