title,Intro to Clinical Dentistry Exam 2 (Spring 2018),icd,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
It is very important to understand that all clinical operative preparations,are the same as preclinical ideal operative preparations in dimensions and structural principles,differ than preclinical ideal operative preparations in dimensions and in structural principle,differ than preclinical ideal operative preparations in dimensions but share the same structural principles,are the same as preclinical ideal preparations in dimension but differ in structural principles,,C,
Rubber dam application,should be adjusted to accommodate different patient arch size,should never be adjusted and applied the exact same way every time,should be adjusted to accommodate different procedures,Both a and c,None of the above,D,
The size of a clinical preparation is determined by:,the amount of decay that needs to be removed,retention and resistance form,occlusal stress considerations,All of the Above,,D,
Placing a flowable composite as a base,should be used to create an excellent seal,should not be used because it is an unfilled resin,should be used because it has a stronger bond strength than standard composite,None of the above,,A,
"Caries indicators, such as Sable Seek are the only method that should be used to determine if tooth structure is decay and should be removed",True,False,,,,B,
When restoring adjacent class II preparations (for example #5DO and #4MO) in sequence The provider must be careful,to not overbuild the proximal aspect of the first restoration so it does not impinge on the contours of the subsequent restoration,to minimize gingival bleeding from the matrix band on the first restoration,remove excess composite at the margins while you have greater access to the interproximal surfaces,"a, b and c",no special consideration must be made,D,
Please select the clinical procedure that does not increase the chance for a proper contact in a class II composite,"pushing composite in the proximal box, with an instrument, against the matrix band and adjacent tooth to form the contact",proper wedging technique to create separation to form the contact,excessive preparation of the proximal contact to open a larger space in order to form the contact,contouring the matrix band to fit the tooth to forma proper contact,,C,
The purpose of cutting one side of a matrix band is to,allow for easier placement trough the contact,allow the matrix band to seat further down on the tooth,allow the matrix band to seal a deeper gingival margin,one should never cut a matrix band it weakens the restoration,b and c,E,
A Comprehensive Treatment Plan Presentation to the faculty is important,because it gives a full picture of the patient that you are presenting before the instructor even meets them,because it demonstrates that the student does not need to talk to the patient to formulate a treatment plan,it is a good way to memorize facts,only if the treatment is a full mouth restoration case,,A,
"A 25 year old male presents to the clinic after a shallow class I composite restoration was completed by his private dentist two weeks ago. Before the restoration there was no symptoms at all. Now there is severe sensitivity to cold and pain upon biting. He had contacted his dentist a week ago who said it is normal to have some sensitivity and it will go away. Since then the symptoms have increased. Radiographs show nothing abnormal, the composite is a very shallow composite just as the patient stated. The best way to approach this patient is to",tell him to go back to his dentist,tell him the dentist is correct and that the sensitivity will go away,explain to him that you understand his anxiety and that we will try to get to the bottom of the problem without making any definite promises of a quick resolution,Tell him that the tooth needs root canal treatment,None of the above there is not enough information given,C,
"once a treatment plan has been entered and approved, the proper procedure for a dental student",is to begin work on a procedure that is necessary,ask the patient to pay for the complete treatment plan before any work can be started,present to your practice leader the plan for the day and get a start approval for the procedure,none of the above,,C,
to properly explore the patient's chief complaint you must ask about all Except,where is the problem?,what cost they can afford?,what are the symptoms?,how long has this been going on?,All of the above,B,
Professional and ethical treatment dictates that we must always,push the patient to the treatment we feel is the best option,ignore all treatments that might be risky,Inform the patient of possible risks even for treatments that seem to be simple,make choices for the patient because we know best,,C,
"giving simple explanation of treatment and making the patient feel special, are methods of handling",an orderly patient type,a dramatizing patient Type,superior patient type,,,B,
Our major concern regarding an Overly agreeable patient type at TCDM is that,They are not really listening or absorbing the treatment plan presented,they don't want to understand the treatment proposed,they are so eager to please that they will accept treatment that is unnecessary,there are no concerns this is a perfect patient,,A,
the best advice to insure a patient understands their treatment is to,give a written copy of the treatment plan,have them watch a video demonstration of the procedure,ask them if they understand the treatment,Have them repeat the proposed treatment to you in their own words,,D,
"Procedures that may have an unexpected outcomes, usually involve",retreatments,medically compromised patients,Minimally invasive decay,a and b,all of the above,D,
Statement 1: adult prophylaxis always include Subgingival calculus Statement 2: Scaling and root Planing are usually performed under anesthesia,Statement 1 is true Statement 2 is false,Statement 1 is false Statement 2 is true,Both statements are true,Both statements are false,,B,
pairing patient personality types with treatments that may have unexpected outcomes,Is unnecessary since the personality type takes dominance,is unnecessary since the treatment outcome is the dominant factor,only becomes important with some personality types,will prepare you to more effectively manage a patient in any situation,,D,
past dental history is an important indicator of,success of treatment on a patient,the commitment of the patient regarding treatment,the involvement of the patient in their own oral health care,All of the above,,D,
Social History can affect,caries risk,cancer risk,addiction risk,All of the above,,D,
Stage 1 treatment plan involves all except,Periodontal assesment,Calculus assessment,arresting disease,none of the above,,D,
treatment plan presentation to a patient differs from presentation to a faculty member in that,reasons for choosing a treatment path does not have to be explained,only a single plan has to be presented to the faculty member with no secondary treatment plan,medical considerations do not have to be discussed with the patient,none of the above,,D,
"A comprehensive treatment plan includes oral risk assessment, OHI, and Nutrition Counseling",True,False,,,,A,
you just successfully completed your treatment plan presentation to your PCPL. You submit the rubrics self-evaluation selecting clinically excellent for all criteria. Your PCPL then completes the grading rubric on Blackboard. Needless to say clinically excellent was not selected for every criteria. This disconnect between the student and faculty is most likely caused by,the student not reading or understanding the criteria on the rubrics,the student truly deemed their performance as excellent,the faculty member's incorrect assessment,,,A,
The patient that you have been treating for the past year calls you for an emergency appointment. Over the past year you have treated mild periodontitis restored decayed teeth and fabricated a bridge from #3-#5. The patient has now been placed on recall and has tolerated all treatments well. You have not seen the patient in 6 months. The emergency appointment was for a fractured tooth #13. Upon examination there is a vertical fracture that split the tooth in half in the vertical dimension. The tooth is not restorable. The patient agrees to an extraction of tooth #13 and placement of an implant. The first thing to do is,call Oral Surgery for a consult for extraction and implant,question the patient about the fracture,question the patient regarding any changes in health,present the plan to extract the tooth to you PCPL,,B,
