title,Oral Pathology Exam 3 (Spring 2021),oralpath,exam3
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which is true of the following statements: Statement 1: Pleomorphic adenoma is the most common salivary gland neoplasm Statement 2: Mucoepidermoid carcinoma is the most common salivary gland malignancy,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which is true of the following statements: Statement 1: Mucoceles commonly occur on the upper lip Statement 2: Mucoepidermoid carcinoma may occur on the retromolar pad and appear similar to a mucocele,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following is true of Warthin tumors:,Are only unilateral in presentation,Associated with smoking,Also known as canalicular adenomas,Devoid of an inflammatory component,More common in women,B,
Which of the following is the most common salivary gland neoplasm of the lower lip:,Pleomorphic adenoma,Mucoepidermoid carcinoma,Adenoid cystic carcinoma,Acinic cell carcinoma,None of the answers,B,
Which of the following best characterizes the 5-year survival rate of a low-grade mucoepidermoid carcinoma:,<10%,20-25%,30-50%,50-75%,>90%,E,
Which of the following salivary neoplasms are comprised primarily of serous acini:,Mucoepidermoid carcinoma,Pleomorphic adenoma,Acinic cell carcinoma,Canalicular adenoma,Adenoid cystic carcinoma,C,
"Which is true of the following statements: Statement 1: Adenoid cystic carcinoma has a poor (<25%) 5-year survival rate Statement 2: Adenoid cystic carcinoma can spread along nerves, leading to pain",Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following entities has associations with eating disorders:,Acute sialadenitis,Adenomatoid hyperplasia,Salivary gland aplasia,Sialolithiasis,Sialosis,E,
Which of the following is true regarding salivary gland aplasia?,It is a relatively common developmental anomaly,It can be a finding in patients with Treacher Collins syndrome,The lack of gland tissue will leave an anatomic defect of the extraoral facial profile,There is no net decrease in saliva compared to a “normal” population,,B,
Which of the following is true of Sjogren Syndrome?,It is a simple diagnosis made on either biopsy or lab titer,It has a marked female predilection,There is only an oral component,There is 20-44x increased risk of salivary malignancy,,B,
Which feature of necrotizing sialometaplasia distinguishes it from a malignancy?,Cells with a high nuclear to cytoplasmic ration,Perforation of underlying bone,"A large, painful palatal swelling",Sharply demarcated border of ulceration,,D,
Which of the following conditions is associated with a purulent exudate?,Sialorrhea,Acute sialadinitis,Necrotizing sialometaplasia,Ranula,,B,
Which of the following is NOT appropriate for the differential diagnosis of desquamative gingivitis?,Squamous cell carcinoma,Lichen planus,Mucus membrane pemphigoid,Pemphigus vulgaris,,A,
Which of the following lesions can be successfully treated by propranolol?,Congenital hemangioma,Lymphangioma,Infantile hemangioma,Arteriovenous malformation,Cavernous hemangioma,C,
T or F: All intrabony radiolucencies should be aspirated before biopsy.,True,False,,,,A,
T or F: All retrocuspid papillae must be biopsied.,True,False,,,,B,
Which of the following components is correctly matched with the corresponding syndrome:,Neurofibromatosis type 1: mucosal neuroma,Multiple neuroendocrine neoplasia syndrome type 2B: optic glioma,Neurofibromatosis type 1: Medullary thyroid carcinoma,Multiple neuroendocrine neoplasia syndrome type 2B: Plexiform neurofibroma,Neurofibromatosis type 1: Café au lait macules,E,
A blood test for vanillylmandelic acid (VMA) can help identify which of the following lesions:,Congenital granular cell tumor,Melanotic neuroectodermal tumor of infancy,Pyogenic granuloma,Neurofibroma,Giant cell fibroma,B,
Which of the following is an example of a mesenchymal tissue:,Extracellular matrix,Neural,Vascular,Muscular,All of the answers,E,
Which of the following entities has an association with pregnancy:,Peripheral ossifying fibroma,Giant cell fibroma,Granular cell tumor,Pyogenic granuloma,Peripheral giant cell granuloma,D,
Which is true of the following statements: Statement 1: Traumatic neuromas occur following transection of a nerve bundle and the reactive proliferative response thereof Statement 2: Approximately one third of traumatic neuromas are painful,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which is true of the following statements: Statement 1: Neurofibromas are more likely to transform to malignant peripheral nerve sheath tumors in patients with neurofibromatosis type 1 Statement 2: Neurofibromas only occur in patients with neurofibromatosis type 1,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
What is the most common location for an osseous choristoma?,Ventral tongue,Posterior dorsal tongue,Buccal mucosa,Upper lip,Uvula,B,
Which of the following is a consideration for treatment of patients with Sturge Weber syndrome:,Patient more prone to septicemia and requires antibiotic prophylaxis,Patients have low platelets and may have excessive bleeding due to lack of primary hemostatic mechanisms,Patients have low vitamin K and may have excessive bleeding some time after extraction due to lack of secondary hemostatic mechanisms,Patients may have excessive bleeding due to vascular malformation within the alveolus on the ipsilateral side of their port wine stain,Patients may have excessive bleeding due to vascular malformation within the alveolus on the contralateral side of their port wine stain,D,
Which of the following sarcomas can be associated with an occupational exposure to chemicals associated with VCM (vinyl chloride monomer),Kaposi sarcoma,Fibrosarcoma,Angiosarcoma,Liposarcoma,Leiomyosarcoma,C,
What is the most common intraoral location for soft tissue metastasis?,Buccal mucosa,Upper lip,Tongue,Gingiva,Soft palate,D,
Which entity is likely float in formalin?,Fibroma,Lipoma,Rhabdomyoma,Leiomyoma,Pleomorphic adenoma,B,
Which is true of the following statements: Statement 1: Fistula is the term for granulation tissue emanating from an abscess that forms a papule or nodule Statement 2: Oroantral communication is an example of a parulis,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which is true of the following statements: Statement 1: Chemotherapy is the first line of treatment in soft tissue sarcomas Statement 2: Sarcomas represent <1% of oral cavity malignancies,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which is true of the following statements: Statement 1: Rhabdomyosarcomas are most common in the pediatric population Statement 2: Leiomyosarcomas occur exclusively in soft tissue,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
