title,Pathomedicine Exam 4 (Fall 2020),patho,exam4
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which is true of the following statements: Statement 1: The most predominant cell in the microscopic anatomy of the lungs is the Type II pneumocyte. Statement 2: The Type II pneumocyte replaces damaged pneuomcytes.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following occurs when air in the pleural cavity compresses the lung?,Resoprtion atelectasis,Compression atelectasis,Contraction atelectasis,Depression atelectasis,,B,
Which of the following is an example of restrictive pulmonary disease?,Emphysema,Bronchiectasis,Asthma,ARDS,Chronic bronchitis,D,
Which of the following is true in patients with asthma?,Increased forced vital capacity,Decreased expiratory flow rate,Normalized FEV:FVC ratio,Increased FEV:FEC ratio,,B,
Which of the following is the most common causative microbe in community-acquired acute pneumonia?,Streptococcus pneumoniae,Haemophilus influenzae,Klebsiella pneumoniae,Legionella pneumophila,Histoplasmosis capsulatum,A,
Which is true of the following statements: Statement 1: A neutrophilic infiltrate is expected in atypical pneumonia. Statement 2: A lymphocytic infiltrate is expected in acute bacterial pneumonia.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which of the following is the histologic hallmark of Tuberculosis?,Hyalinized basement membranes,Caseating granulomas,Hilar lymphadenopathy,Leukocytoclastic vasculitis,Hyaline membranes,B,
Where does active scrofula occur?,Apex of lungs,Hilar lymph nodes,Cervical lymph nodes,Spinal column,Meninges,C,
Which of the following medications may be affected by rifampin?,Oral contraceptives,Diazepam,Clarithromycin,All of the answer choices,,D,
Which of the following cells are mostly responsible for ARDS?,Lymphocytes,Eosinophils,Neutrophils,Mast cells,Red blood cells,C,
Primary deficiency of surfactant causes neonatal respiratory distress syndrome.,True,False,,,,A,
What is the most common pattern of emphysema in smokers?,Panacinar,Distal acinar,Irregular,Centriacinar,,D,
Emphysema with bronchitis results in which clinical feature?,Severe dyspnea,Adequate oxygenation of hemoglobin,Cyanotic appearance,Marfinoid habitus,Increased respiratory rate,C,
Persistent productive cough for at least 3 consecutive months in at least 2 consecutive years defines which of the following?,Emphysema,Asthma,Pnueomonia,Tuberculosis,Chronic bronchitis,E,
Which of the following is most safe to prescribe in an anxious dental patient with severe COPD?,Nitrous oxide,Low-dose diazepam (a benzodiazeopene),Pentobarbital (a barbiturate),Cetirizine (an antihistamine),Low-dose oxycodone (a narcotic),B,
Which is true of the following statements: Statement 1: Helper T cells are primarily responsible for the early phase of asthma. Statement 2: IgE triggers degranulation of mast cells.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which of the following is the result of late phase asthma?,Smooth muscle hypertrophy,Mucus gland destruction,Decreased vascularity,Collagen depletion,All of the answer choices,A,
Which of the following is true of non-atopic asthma?,Positive skin test,Likely family history,Managed differently than atopic asthma,Viral infection is a common trigger,,D,
Aspirin is the drug of choice for pain relief in patients with asthma.,True,False,,,,B,
What is the mechanism of action of omalizumab?,Mast cell stabilizer,Beta-adrenergic agonist,IgE blocker,Corticosteroid,,C,
Patient RG is a 28-year-old female who reports to your office for a new patient exam. Her medical history is significant for asthma. She reports having symptoms once a month and is completely asymptomatic between attacks. How would you best classify this patient’s asthma?,Intermittent,Mild persistent,Moderate persistent,Severe persistent,,A,
A patient with an FEV1 between 60% and 80% and daily asthma symptoms would be best classified as which of the following?,Intermittent,Mild persistent,Moderate persistent,Severe persistent,,C,
Fissured tongue is an example of what kind of process?,Variant of normal,Reactive process,Metabolic process,Neoplastic process,,A,
Brown tumor of hyperparathyroidism is an example of what kind of process?,Variant of normal,Reactive process,Metabolic process,Neoplastic process,,C,
"Patient J.F. is a 50-year-old male with moderate persistent asthma, for which he takes a daily corticosteroid inhaler. While performing your intraoral exam, you notice small, 1.0 mm in diameter white patches that you are able to remove with your gauze. What is the most likely diagnosis for these white patches?",Intraoral Crohns disease,Psuedomembranous candidiasis,Proliferative verrucous leukoplakia,Tuberculosis,Corticosteroid hypersensitivity reaction,B,
Which of the following is true of Mallory-Weiss tears of the esophagus?,Usually painful,Require emergency surgery,Occur circumferentially,Occur with severe vomiting,,D,
Which is true of the following statements: Statement 1: Barret esophagus most commonly occurs in young women. Statement 2: Patients with Barret esophagus are at an increased risk for esophageal adenocarcinoma.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following is an appropriate treatment for GERD?,NSAID,Proton pump inhibitor,Corticosteroid,Muscarinic receptor agonist,Acetominophen,B,
"Which is true of the following statements: Statement 1: H. pylori excretes urease which generates ammonia, aiding their survival. Statement 2: H. pylori gastritis most commonly occurs in the fundus of the stomach.",Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
