title,Lasers in Dentistry Final Exam (Summer 2021),lasers,
question,option_a,option_b,option_c,option_d,option_e,correct,image
The first laser was invented by:,Niels Bohr,Albert Einstein,Thomas Edison,Theodore Maiman,Leon Goldman,D,
"A laser is operating in pulsed mode at a 10% duty cycle (ON 10%, OFF 90%). The average power is 1.0W. What is the peak power?",9.0 Watts,10.0 Watts,100.0 Watts,None of the above,,B,
"A laser is operating at 5.0 Watts which equals 5 J/second. At 50 pulses/second (Hz), how many mJ are emitted in each pulse?",500 mJ per pulse,250 mJ per pulse,100 mJ per pulse,50 mJ per pulse,,C,
"Gaussian beams are strongest around the periphery, making them the perfect shape for laser use.",True,False,,,,B,
Laser goggles protect us from the ionizing radiation produced by dental lasers.,True,False,,,,B,
"The Nominal Ocular Hazard Distance (NOHD) is the exact distance in centimeters, from a dental laser machine to the patient’s eyes.",True,False,,,,B,
Why does red light appear brighter than green light when directed at a finger?,Red light is more highly absorbed by the tissue,Green light is more highly absorbed by the tissue,,,,B,
An erbium laser must be initiated with articulating paper in order to cut soft tissue.,True,False,,,,B,
"Using an erbium laser, which of the following will increase bleeding?",Turning the water UP,Switching from a shorter pulse to a longer pulse,Turning the water DOWN,,,A,
"When performing a maxillary labial frenectomy, the most ideal overall outcome is produced when at least 1 full cartridge of local anesthetic is injected into the surgical site.",True,False,,,,B,
"The shape of the laser beam coming from the end of a flat, end-cutting fiber most closely resembles the letter:",T,U,V,W,,C,
Which of the following is the least effective application of using a diode laser during soft tissue surgery?,Excision of soft tissue,Incision into soft tissue,Gingivectomy,Fibroma removal,,B,
One of the most helpful and unique applications while using a diode laser is to prepare Class I-V cavity preparations.,True,False,,,,B,
There is scientific support in the literature that photobiomodulation (PBM) therapy provides all of the following benefits EXCEPT:,Formation of ATP,Improved immune system function,Decrease in inflammation,Decrease in cancer tumor size and severity,Decrease in edema,D,
In which part of the electromagnetic spectrum do dental lasers AND their aiming beams operate?,In both the infrared (IR) and visible portions,In the visible portion,In the infrared (IR) portion,In the ultraviolet (UV) portion,,A,
"Assuming two laser beams of the same wavelength have equal power, the WIDER fiber will have:",Lower power density,Equal power density,Higher power density,Cannot be determined from the information provided,,A,
LASER light is made up of:,Neutrons,Electrons,Photons,Nitrogen and Bismuth sulfate,,C,
"Sometimes laser peak power is larger than average power, and sometimes they are the same.",True,False,,,,A,
What is expressed in Watts/cm2?,Energy density,Energy per pulse,Power density,Power per second,,C,
"If you are preparing a Class II cavity preparation using a laser, which would be the fastest?",2940 nm Er:YAG,1064 nm Nd:YAG,980 nm Diode,810 nm Diode,,A,
"When removing porcelain veneers using an erbium laser, the microexplosions caused by the laser energy occur",Only on the surface of the porcelain,Between the veneer and the bonding cement,Between the bonding cement and the prepped tooth surface,Between the enamel and the dentin,,B,
"To make an appointment in clinic for a laser procedure, ask your PCC to book the appointment in any open treatment room in your home clinic and inform Dr. Walinski immediately after the appointment is made.",True,False,,,,B,
In which area of dentistry would Photodynamic Therapy (PDT) be LEAST useful?,Periodontics,Orthodontics,Endodontics,Restorative Dentistry,,B,
Erbium lasers penetrate significantly deeper into soft tissue than Nd:YAG lasers.,True,False,,,,B,
Which of the following statements is TRUE?,Joules = Watts per second,Watts = Joules per second,The most important laser effect necessary while ablating tissue is transmission,Hertz = number of pulses per minute,,B,
"According to Dr. Desai, we can control the hematological response to create either hemostasis or bleeding points (bleeding can be stopped or started).",True,False,,,,A,
“VISTA” surgery stands for:,Vestibular Incision Supracrestal Tunneling Access,Vestibular Incision Subperiosteal Tunneling Access,Vertical Incision Sinus Tract Access,Volumetric Inclusion for Sensory Tactile Ablation,,B,
Photofunctionalization of Dental Implants,Makes the implant more radiopaque,Uses UV-A light,Makes the implant more hydrophobic,Makes the implant more hydrophilic,,D,
Which of the following medical conditions offers the best evidence for photobiomodulation?,Oral mucositis,Arthritis,TMD,Squamous Cell Carcinoma,,A,
"According to all the citations in James Carroll’s lecture, which modality works better for postoperative pain relief?",Opioids,Photobiomodulation,Opioids and PBM have equal efficacy,This point was not covered during the lecture,,B,
Two of the benefits of using a Cavitron/piezoelectric handpiece are curettage and biofilm removal.,True,False,,,,B,
Bony defects in Peri-implantitis occur in 2 dimensions; either vertical or horizontal.,True,False,,,,B,
Pulsing erbium laser energy within a fluid-filled endodontic canal produces a phenomenon called,Endotoxin,Photobiomodulation,Photodynamic Therapy,Cavitation,,D,
Did you generally enjoy having guest lecturers (as opposed to Dr. Walinski providing all the content)? (Does not count toward your grade),Yes,No,,,,A,
Which guest lecturer did enjoy most? (Does not count toward your grade),Dr. Justin Kolnick – Endodontics,Dr. Pretty Desai – Periodontics,James Carroll – Photobiomodulation,Dr. Robert Miller – Oral Implantology,,D,
