title,Clinical Oral Radiology Exam 2 (Fall 2019),coralrad,exam2
question,option_a,option_b,option_c,option_d,correct,image
"The radiodensity of healthy, clean maxillary sinuses is:",Hypodense / dark,HYPERdense / bright,Isodense with soft tissue,Unknown,A,
The normal shape of the mandibular condylar head is:,Round,Mostly round but pointed anteriorly,Flattened,Irregular,A,
"You discover a well-defined, well-corticated round entity, isodense with soft tissue, associated with the crown of an unerupted tooth. This entity is most likely to be which of the following:",Periapical cyst,Dentigerous cyst,Mucous retention pseudocyst,Squamous cell carcinoma,B,
Which of the following is NOT one of the paranasal sinuses?,Maxillary sinus,Ethmoid sinus,Sphenoid sinus,Nasal sinus,D,
Which of the following is TRUE regarding a CT-Panoramic reconstruction / pseudopan / tru-pan?,It provides a quick overview of the teeth and jaws,It has a better spatial resolution than a traditional panoramic radiograph,It can be used to screen for caries,It avoids the issue of beam-hardening artifacts.,A,
What are the ramifications of beam-hardening artifacts in CBCT?,HYPERdense entities cause streak artifacts,Beam-hardening artifacts make caries detection easier,Hypodense entities cause smear artifacts,All of the answer choices are true,A,
Which of the following is TRUE regarding properly measuring the true buccal-lingual bone width on CBCT?,The ArchSection feature is NOT recommended for this purpose,Rotating the axial plane with respect to the bone and then measuring in another plane CANNOT give you true measurements,Measurements taken in the coronal plane are ALWAYS TRUE buccal-lingual measurements,"Buccal-lingual measurements are NOT recommended to be taken in the Axial plane since you cannot see if you are at the widest part of the bone, narrowest part of the bone, or the average width of the bone",D,
"When evaluating a CBCT, each structure should be evaluated in each plane.",True,False,,,A,
"When obtaining a CBCT to evaluate for mandibular wisdom tooth extraction, all of the following should be examined EXCEPT one. Which is the EXCEPTION?",Proximity to the buccal and lingual plates,Proximity to the mandibular canal,Proximity to the mental foramen,The amount the roots are dilacerated,C,
All of the following are true regarding TMJ imaging EXCEPT one. Which is the EXCEPTION?,The TMJ disc is well-visualized on a CBCT,The bony structures of the TMJ are well-visualized on a CBCT,Anterior osteophyte formation and flattening can be seen on a CBCT,Erosive and sclerotic changes can be seen on a CBCT,A,
Which of the following phrases BEST explains what a dentist is responsible for when interpreting a CBCT?,“Just check the pseudo-pan and you're the man!”,“Check all teeth in the sagittal plane to evaluate the pain.”,"“If you irradiate it, you are responsible for interpreting it.”","“If the brain is outside your scope of practice, make it your tactic to ignore cerebral masses.”",C,
This cross-sectional image of the mandible was taken in the premolar region. The patient is edentulous in this region. You notice a hypodense channel exiting the buccal aspect of the bone. Which of the following is the BEST impression of this hypodense channel?,Periapical hypodensity,Mental foramen,Cemento-osseous dysplasia,Dental implant,B,images/coralrad-exam2-fall-2019/fig12.jpg
The selected slices are from the patient's left side. Tooth #14 is circled. This tooth has a small HYPERdensity on its disto-cervical aspect. Which of the following is the BEST impression of this HYPERdense finding?: Image 2A: Image 2B:,Overhanging restoration,Periodontitis,Root canal treatment,Calculus,D,images/coralrad-exam2-fall-2019/fig13.jpg
Tooth #14 is circled. Which root of #14 appears to have the GREATEST amount of periodontal/alveolar BONE LOSS? Image 2A: Image 2B:,Mesiobuccal,Distobuccal,Palatal,Distopalatal,C,images/coralrad-exam2-fall-2019/fig14.jpg
On which plane is this image of the mandible?,Axial,Sagittal,Frontal/Coronal,Oblique,A,images/coralrad-exam2-fall-2019/fig15.jpg
Multiple intrabony hypodensities which are normally not present are discovered incidentally while reviewing this CBCT scan. What is the shape of these entities?,Circular,Triangular,Irregular,Scalloped,A,images/coralrad-exam2-fall-2019/fig16.jpg
Multiple intrabony hypodensities which are normally not present are discovered incidentally while reviewing this CBCT scan. Which BEST describes the borders of these entities?,Well-defined,Poorly-defined,,,A,images/coralrad-exam2-fall-2019/fig17.jpg
"After acquiring a CBCT scan, you notice something unusual about the resulting images. Which of the following best describes this finding? Image 4A: Image 4B:",The head is up-side down,There is a double image of the structures,The jaw is broken,Nothing is unusual about this scan,B,images/coralrad-exam2-fall-2019/fig18.jpg
Which is the most likely reason for this appearance? (Hint: Note that the patient has very few HYPERdense / metal entities in the mouth.) Image 4A: Image 4B:,The patient moved during the scan.,Anatomic variation,Beam-hardening artifacts,The patient suffered a trauma,A,images/coralrad-exam2-fall-2019/fig19.jpg
