title,Fixed Prosthodontics Quiz 2 (Fall 2018),fixedpros,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
The relationship of one wall of a tooth preparation to the long axis of that tooth is known as the:,Shoulder,Inclination,Line angle,Taper,b and d,E,
Statement 1:The articular eminence is part of the Parietal bone Statement 2: it limits the movement of the condyle and articular disc:,Both statements are true,Statement 1 is false and statement 2 is false.,Statement 1 is true and statement 2 is false.,Statement 1 is false and statement 2 is true.,,D,
The mandible is not a paired bone of the facial skeleton:,True,False,,,,A,
Which is not a type of full crown:,Full cast crown,Ceramic crown,Gold onlay,Porcelain fused to metal crown,Processed resin provisional crown.,C,
Mastication and speech require the movement of the Maxilla:,True,False,,,,B,
Which of the following is not recommended when preparinga ceramic crown:,1.5-2.0 mm occlusal or incisal reduction.,Follows gingival contour.,1.5 mm buccal and lingual reduction.,Sharp internal line angles.,,D,
The coronoid process is not part of the TMJ:,True,False,,,,A,
A fixed prosthesis with multiple abutments must have a path a path of insertion parallel to _______ other abutments:,No,2 of 3,All,3 of 5,,C,
The facial skeleton is referred to as the Neurocranium:,True,False,,,,B,
A beveled shoulder finish line is the recommended finish line for an all ceramic crown:,True,False,,,,B,
