title,Pathomedicine Exam 2 (Fall 2021),patho,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following is true of congestion?,It is a decrease in tissue blood volume,It may result from impaired flow of venous blood,Leaves excess oxygenated blood,Is clinically erythematous,Can occur secondary to exercise,B,
Which of the following is NOT a component of cardiac output?,Stroke volume,Heart rate,Nitric oxide levels,Myocardial contractility,Filling pressure,C,
Clopidogrel inhibits:,GpIIb/IIIa,TxA2,Alpha granules,Gp1b,vWf,A,
Medication-related gingival overgrowth is known to occur in hypertensive patients taking:,Thiazides,Direct vasodilators,Beta blockers,Angiotensin-converting enzyme inhibitors,Calcium channel blockers,E,
Which of the following will not favor the formation of edema?,Increased colloid osmotic pressure,Increased hydrostatic pressure,Deep-vein thrombosis,Loss of plasma proteins through damage to the kidneys,Insufficient production of albumen by the liver,A,
Which of the following would be considered a normal platelet count?,"40,000 per microliter of blood","90,000 per microliter of blood","50,000 per microliter of blood","80,000 per microliter of blood",None of the above,E,
Cephalosporin antibiotics have the ability to kill bacteria in the gastrointestinal tract responsible for activating vitamin K. Killing these bacteria would promote:,Thrombosis,Hemorrhage,,,,B,
Primacy hypertension (HTN) is diagnosed when the underlying cause is not completely understood. Secondary HTN is diagnosed when the underlying cause is known. Identifiable causes of HTN (secondary HTN) include which of the following?,Chronic kidney disease,Coarctation of the aorta,"Cushing's syndrome and other glucocorticoid states, including chronic long-term steroid therapy",Pheochromocytoma (tumor of the adrenal gland),All of the above,E,
Which is true of the following statements: Statement 1: Hyperemia will appear red (erythematous) Statement 2: Congestion will appear blue (cyanotic),Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which vessel type is most responsible for the peripheral resistance in blood pressure?,arteriole,venule,capillary bed,large caliber artery,aorta,A,
In what organ is renin produced?,Kidney,Liver,Heart,Lungs,Bone marrow,A,
Which is true of the following statements: Statement 1: Aldosterone elevates blood pressure by decreasing sodium reabsorption. Statement 2: Aldosterone elevates blood pressure by decrease excretion of potassium,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
A mucosal hemorrhage that measures approximately 4 mm is best described as which of the following:,Petechiae,Purpura,Ecchymosis,Hemoptosis,Bulla,B,
Which of the following is involved in hemostasis/thrombosis:,Vascular wall,Platelets,Coagulation cascade,All are involved in hemostasis/thrombosis,,D,
Which is true of the following statements: Statement 1: Prostacyclin and nitric oxide initiate clot formation. Statement 2: Degradation of ADP inhibits platelet aggregation,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following is NOT a part of the delta granules,Ionized calcium,Serotonin,TGF- beta,Histamine,Epinephrine,C,
Which is true of the following statements: Statement 1: PT is a way to evaluate the intrinsic pathway of the coagulation cascade. Statement 2: PTT is a way to evaluate the extrinsic pathway of the coagulation cascade,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which aspect of Virchow's triad does factor V Leiden impact?,Hypercoagulability,Endothelial injury,Abnormal blood flow,,,A,
What is the most common cause of pulmonary thromboembolism?,Deep vein thrombosis,Coumadin administration,Atrial fibrillation,Pulmonary edema,None of the above,A,
Which is true of the following statements: Statement 1: Red infarct occurs when flow has been reestablished following an infarct. Statement 2: White infarct occurs in arterial occlusions of solid organs,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Spinal cord injury is most likely to result in which of the following types of shock?,Hypovolemic shock,Septic shock,Neurogenic shock,Anaphylactic shock,,C,
Which of the following is the most common cause of death in patients with untreated hypertension?,Coronary heart disease/congestive heart failure,Cerebrovascular accident,Renal failure,None of the above,,A,
What is the most common cause of ischemic heart disease?,Roth-Yancoskie syndrome,Coronary atherosclerosis,Left ventricular hypertrophy,Embolism,congenital defects,B,
Which of these arteries is commonly affected by atherosclerosis and often nicknamed “the widowmaker”,Left anterior descending,Middle anterior descending,Right circumflex,Right marginal,,A,
Which is true of stable angina?,acute MI is extremely likely in the near future,New onset and increasing in frequency,"Incited by physical effort, emotional stress, or eating",Occurs at rest,,C,
What is the most common cause of sudden cardiac death?,Atrial fibrillation,Ventricular fibrillation,Sinus rhythm,Saddle embolus,,B,
What is increased by the Frank-Starling mechanism to help accommodate for heart failure,Cardiac output,Epinephrine,Angiotensin,Renin,All of the above,A,
Which is true of the following statements: Statement 1: The most common cause of right-sided heart failure is left-sided heart failure. Statement 2: Congestive hepatomegaly is a consequence of right-sided heart failure,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
Which is true of the following statements: Statement 1: One should not use epinephrine in a patient taking digoxin. Statement 2: One should not use epinephrine in any patient with heart failure,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which is true of the following statements: Statement 1: Vegetations in infective endocarditis are inert and do not elicit an immune response. Statement 2: Strep mutans is the most common bacteria found in infective endocarditis vegetation,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
