title,Prosthodontic Review Final Exam (Summer 2023),prosthrev,
question,option_a,option_b,option_c,option_d,option_e,correct,image
The difference between a closed and open tray impression technique is that the open tray technique involves:,Taking a radiograph,Making sure the impression coping is fully seating,Unscrewing the impression coping prior to removing the impression tray,Syringing impression material around the coping prior to seating the tray,,C,
All MIS implant abutments are torqued to 30 Ncm.,True,False,,,,B,
A cement retained implant crowns requires a minimum height of:,4 mm,5 mm,6 mm,7 mm,,C,
Disadvantages of a screw retained implant crown are:,Screw loosening,Less fractural strength due to the screw access,Porcelain or component fracture,Poor esthetics if screw access opens on the facial,All of the above,E,
The minimum circumferential dentin thickness needed for post placement is:,0.05 mm,1.0 mm,1.5 mm,2.00 mm,,B,
The direct cast post and core technique involves:,A Duralay pattern of the post and core,Die fabrication of the post and core,Impression post,None of the above,,A,
A cast post and core is indicated when the amount of tooth structure remaining is?,Less that 25%,Less than 50%,Less than 60%,Less than 75%,,A,
When placing a post in an endodontically treated mandibular molar which of the following is true.,The distal root should be selected,The post should not extend more than 7 mm from the base of the pulp chamber,The mesial root should be selected,A and B,B and C,D,
The purpose of a post to retain the core.,True,False,,,,A,
The twist drill is used in the preparation of the endodontically treated tooth to:,Lengthen the post space,Parallel the walls of the canal,Remove gutta percha,None of the above,All of the above,B,
A root canal treated anterior tooth with an intact clinical crown and favorable occlusal forces should be restored with:,A cast post and core and then a crown,A prefabricated post and core and then a crown,A core build up and then a crown,A composite restoration in the access hole,,D,
Tapered posts have shown a higher failure rate than parallel posts.,True,False,,,,A,
The Minimum requirement for a screw retained restoration is?,3 mm,4 mm,5 mm,6 mm,,B,
Platform switching is when the abutment is wider than the implant fixture connection.,True,False,,,,B,
Implants designed for placement with the collar at or near the soft tissue margin are called?,Bone level implants,Tissue level implants,Crest level implants,None of the above,,B,
The first step to lessen implant loading is to reduce cusp inclination.,True,False,,,,A,
The angle formed between the sagittal plane and the average path of the advancing condyle as viewed in the horizontal plane during lateral mandibular movements is:,Bennet angle,Laterotrusion,Bennet movement,None of the above,All of the above,A,
The Denar Mark 310 and Hanau Wide Vue articulators are examples of a:,Fully adjustable articulator,Simple articulator,Semi-adjustable articulator,Non-adjustable articulator,,C,
The arcon articlulator has the condylar elements on the lower member.,True,False,,,,A,
An arcon articulator allows for the following to be preserved when the articulator is opened and closed?,Occlusal plane,Facebow transfer,Relationshop between casts,All of the above,,D,
Additional intraoral findings associated with bruxism include:,Cheek biting,Tongue thrusting,Anterior open bite,Cross bite,,A,
Of the types of tooth structure loss listed below which has a mechanical etiology?,Attrition,Abrasion,Abraction,All of the above,,D,
Flouride application can be used for the prevention of which of the following?,Attrition,Abfraction,Abrasion,Erosion,,D,
The type of tooth structure loss characterized by “unaffected amalgam islands” is?,Erosion,Attrition,Abfraction,Abrasion,,A,
Contraindications for a metal ceramic crown include:,Active caries,Untreated Periodontal disease,Large pulp chambers,All of the above,,D,
The preparation for a metal ceramic crown is more conservative than a full cast crown.,True,False,,,,B,
Which of the following blocks out the color of the metal substructure of a metal ceramic crown?,The body porcelain,The stain porcelain,The incisal porcelain,The opaque porcelain,,D,
Feldspathic porcelain is the:,Weakest of ceramics,Most esthetic,Oldest of porcelains,All of the above,,D,
Which of the following cements may interfere with resin polymerization?,Zinc oxide,Zinc oxide eugenol,Zinc polycarboxylate,Zinc phosphate,,B,
"Of the following cements, which functions via mechanical retention?",Resin cements,Zinc polycarboxylate,Zinc oxide,Zinc phosphate,,D,
The following are examples of definitive permanent cements except:,Zinc oxide eugenol,Resin cement,Polycarboxylate cement,Zinc phosphate,,A,
The first luting agent in dentistry was:,Resin modified glass ionomer,Zinc phosphate,Zinc polycarboxylate cement,Resin cement,,B,
Which of the following which is the oldest ceramic used in dentistry?,Leucite,Zirconia,Feldspathic porcelain,Lithium disilicate,,C,
Of the following which is the strongest ceramic material:,Lithium disilicate,Feldspathic porcelain,Leucite glass,Alumina porcelain,,A,
Which of the following are examples of NON- glass ceramic materials:,Zirconia,Alumina,Feldspathic porcelain,Lithium disilicate,A and b,E,
Of the following which is the strongest restorative material?,Y-TZP 2,Y-TZP 3,Y-TZP 4,Y-TZP 5,,B,
Impression tray adhesive should be applied:,In a thin layer,Immediately before the impression making,In a thick layer,Only to the internal of the tray,,A,
Prefabricated impression trays must provide which of the following:,Rigidity,Retention,Control for material thickness,None of the above,All of the above,E,
In the two-cord gingival retraction technique the first cord:,Left in the sulcus during the impression,Placed at the crown margin,Laterally displaces the soft tissue,Is thicker than the second cord,,A,
Gingival retraction cord should be removed when it is dry.,True,False,,,,B,
