title,Pathomedicine Exam 5 (Fall 2020),patho,exam5
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Treatment for all anxiety disorders (generalized anxiety disorder, test anxiety, anxiety due to flying, etc) is the same and does not vary between patients and disorder types/severity.",True,False,,,,B,
Diagnosis of ADHD in a school-aged child requires evaluation by both the parents and the teacher.,True,False,,,,A,
Which of the following is a symptom of hyperthyroidism?,"Cold, dry skin",Slow speech,Tachycardia,Moon facies,Weight gain,C,
Elevated TSH and T3/T4 indicates which of the following conditions?,Primary hyperthyroidism,Secondary hyperthyroidism,Primary hyperparathyroidism,Secondary hyperparathyroidism,Graves disease,B,
Which of the following is the most common cause of hypothyroidism in the developed world?,Pituitary adenoma,Graves disease,Cretinism,Hashimoto thyroiditis,Riedel thyroiditis,D,
What is the most common cause of elevated glucocorticoid levels?,Cushing disease,ACTH secreting neoplasms,Pituitary adenoma,Pheochromocytoma,Exogenous steroid medication,E,
Which of the following is NOT a feature of Cushing disease?,Excess sweating,Cutaneous striae,Hirsutism,Weight gain in face and neck,Hyperglycemia,A,
Which of the following is a clinical feature of hyperaldosteronism?,Decreased sodium,Dehydration,Hypertension,Hyperkalemia,,C,
Which is true of the following statements: Statement 1: ACTH stimulates melanocytes. Statement 2: Secondary adrenocortical insufficiency exhibits hyperpigmentation.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which of the following is a function of PTH?,Decrease resorption of calcium,Increase phosphate excretion,Decrease vitamin D conversion,Decrease osteoclastic activity,Decrease serum calcium,B,
Which of the following is NOT a clinical feature of primary hyperparathyroidism?,Increased bone density,Nephrolithiasis,Constipation,Depression,,A,
Secretion of growth hormone after fusion of growth plates is given what name?,Gigantism,Acromegaly,Dwarfism,Prolactinemia,Cretinism,B,
Which is true of the following statements: Statement 1: Radioactive iodine is used to treat hyperthyroidism. Statement 2: Patients treated with radioactive iodine often require subsequent synthetic thyroid hormone supplementation.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
