title,Intro to Implants Exam 1 (Spring 2018),implants,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
The founder of modern implant dentistry is?,Leonard Linkow,P.I. Branemark,Carl Misch,R. Adell,,B,
Which is not part of implant dentistry?,Periodontics,Oral surgery,Prosthodontics,Technology,None of the above,E,
The definition of osseointegration occurs at what level?,Tissue,Molecular,Light microscopy,Electron microscopy,,C,
"In the original Branemark study, what percent of maxillary implants integrated?",60%,70%,80%,90%,,C,
"In the original Branemark study, what percent of mandibular implants integrated?",60%,70%,80%,90%,,D,
"In the original Branemark study, what percent of prosthesis failed?",0%,2%,5%,10%,,A,
An endosteal implant includes,Blade,Root form,Subperiosteal,A &B,,D,
In what stages does wound healing occur?,Cellular response - cellular activation - clot formation,Clot formation - cellular activation - cellular response,Cellular response - cellular activation - clot formation,All of the above,,B,
The implant head can be either?,Internal,External,Triangular,A or B,,D,
A dental implant restoration can be,A crown,A removable prosthesis,A fixed partial denture,All of the above,,D,
Implant designs can be,Cylinder,Screw,Combination,All the above,,D,
The original Branemark implant surface was,Turned,Sandblasted,Acid etched,Anodized,,A,
The MIS dental implant surface is,Sandblasted,Acid etched,Anodized,A &B,,D,
Which surface had a high failure rate because of its separation from the implant body?,Sandblast,Titanium plasma sprayed (TPS),Anodized,Hydroxyapatite coated,,D,
The 2 soft tissue fibers around dental implants are?,Circular and crestal bone fibers,Horizontal and circular fibers,Crestal bone and oblique fibers,Periapical and crestal fibers,,A,
"In a healthy environment, when probing an implant vs. a natural tooth, the implant probing depth is generally",Less,Equal,Greater,,,C,
An implant should not be placed in which of the following?,Maxillary sinus,Floor of the nose,Incisive canal,Greater palatine foramen,All of the above,E,
The inferior alveolar nerve exits from the?,Occipital foramen,Mental foramen,Zygomatic foramen,Sublingual foramen,None of the above,B,
"While placing a dental implant, a life-threatening event can occur if you perforate?",Subclavian artery,Submandibular artery,Lingual artery,Jugular artery,,C,
The inferior alveolar nerve loops anteriorly between?,2-4 mm,4-6 mm,6-8 mm,5-7 mm,,D,
The minimal distance of beginning the drilling sequence from the inferior alveolar nerve is,1 mm,2 mm,3 mm,4 mm,,D,
The minimal distance between the maxillary and mandibular arches for a cemented prosthesis is?,6 mm,7 mm,8 mm,9 mm,,C,
The minimal distance between the maxillary and mandibular arches for a screw retained prosthesis is?,4 mm,5 mm,6 mm,7 mm,,B,
Vestibular depth is an important factor in?,Oral hygiene,Extent of dental flanges,Both A &B,,,C,
Tori and exostosis are a problem as it relates to?,Implant placement,Denture seal,Osseointegration,All of the above,,D,
"Ideally, what is the minimum amount of attached gingiva on the buccal and lingual of a dental implant?",1 mm,2 mm,3 mm,4 mm,,B,
Medical history as it relates to implant dentistry is importance because it affects,Bone metabolism,Wound healing,Osseointegration,All of the above,,D,
The best indicator of patient future behavior as it relates to dental history is?,Psychological profile,Medical history,Past behavior,History of smoking,,C,
Peri-implant mucositis is?,Reversible,Non-reversible,,,,A,
Peri-implantitis must have,Inflammation,Bone loss,Suppuration,Bleeding upon probing,,B,
A clinical exam should include the following,Periodontal exam,Caries exam,Endodontic exam,Evaluation of hopeless teeth,All of the above,E,
The most precise radiograph for implant dentistry is?,Periapical,Bitewing,Panoramic,CBCT,,D,
The best quality of bone for implant placement is,Type 1,Type 2,Type 3,Type 4,,B,
The poorest quality of bone for implant placement is,Type 1,Type 2,Type 3,Type 4,,D,
The 2 biotypes of soft tissue are?,Thick and thin,Flat and thick,Thin and flat,Thin and scalloped,,A,
Smile lines can be,High,Low,average,All of the above,,D,
The most challenging esthetic cases occur in,High smile lines,Low smile lines,Aveage smile lines,,,A,
Arch form shapes can include,Ovoid,Square,Tapered,All of the above,,D,
The A-P spread is used to determine,The # of implants to place in an arch,The length of a cantilever,How to restore the implants,If the prosthesis should be cement or screw retained,,B,
Posterior occlusion as it relates to long term success of implant dentistry is importance because,Distribution of stress and forces of occlusion,It makes the patients happier,They will fill in the empty spaces,They will meet the patient expectations,,A,
