title,Periodontics I Quiz 3 (Fall 2017),perio1,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
A 0.075 Cetylpyridinium Chloride (CPC) mouthrinse,Is a broad spectrum anti-bacterial agent,Is an essential oil,Contains alcohol,Contains fluoride,,A,
Which of the following statements best describes the role of fluoride in caries prevention.,The main action of fluoride in caries control is through systemic effect.,Fluoride's main effect is on the reduction of oral bacteria.,Fluoride enhances remineralization and inhibits demineralization.,Fluoride can remineralize cavitated lesions.,,C,
Fluorosis is a form of hypermineralization. The length of exposure and ppm of fluoride ingestioned during tooth development will determine the degree of fluorosis.,Both statements are true.,The first statement is true. The second statement is false.,Both statements are false.,The first statement if false. The second statement is true.,,D,
All of the following preventive agents are reported to occlude exposed dentinal tubules EXCEPT one. Which one is the EXCEPTION?,Stannous fluoride,Sodium fluoride varnish,Silver diamide fluoride,Potassium nitrate.,,D,
The mode of action of a .3% triclosan copolymer toothpaste is to,Kill pathogenic bacteria and reduce inflammatory mediators,Reduce pocket depths and bone destruction,Reduces bacterial byproducts such as lipopolysaccharides.,All of the above.,,A,
_______________________ is the most commonly used fluoride in OTC and RX toothpastes,Stannous fluoride,Acidulated phosphate fluoride,Sodium fluoride,Sodium monofluorophosphate fluoride,,C,
Sodium Lauryl Sulfate is a common surfactant found in toothpaste. High levels of this active ingredient may cause mucosal irritation.,Both statements are true.,The first statement is true. The second statement is false,Both statements are false.,The first statement if false. The second statement is true.,,B,
Each of the following is true except:,"If the patient chart number box on the status bar is in blue, you can dismiss the patient",A diagnosis must be linked to every planned treatment,The faculty must approve your treatment plans before you present them to the patient,You must follow phases of treatment when treating your patients,Chief Complaint is always addressed first,A,
"A female patient, age 32, presents to your office with the following Chief Complaints: “I feel myself biting my cheeks when I chew, closer to the back of my mouth. Some teeth on my right side get sensitive when I eat anything cold, hot and sweet, but if I chew on the opposite side it does not hurt. I also lost a tooth a few years back and I would like to close the open space”. Upon examination you notice partial bony impaction of #32 and 1, causing them to erupt buccally and creating buccal tissue damage. #19 is missing and #17 and 18 have drifted forward 1 mm. Large caries lesions are seen clinically and radiographically on #28 and 29, extending into the pulp and the patient has generalized moderate gingival inflammation and generalized heavy soft and hard deposits supra- and subgingivally. Multiple treatment plans can be offered to the patient based on dental needs and financial considerations. All of these treatment plans will be available for the patient to choose from but they will sign for only one that they decide to follow.","First statement is true, second is false","First statement is false, second statement is true",Both statements are false,Both statements are true,,D,
"A female patient, age 32, presents to your office with the following Chief Complaints: “I feel myself biting my cheeks when I chew, closer to the back of my mouth. Some teeth on my right side get sensitive when I eat anything cold, hot and sweet, but if I chew on the opposite side it does not hurt. I also lost a tooth a few years back and I would like to close the open space”. Upon examination you notice partial bony impaction of #32 and 1, causing them to erupt buccally and creating buccal tissue damage. #19 is missing and #17 and 18 have drifted forward 1 mm. Large caries lesions are seen clinically and radiographically on #28 and 29, extending into the pulp and the patient has generalized moderate gingival inflammation and generalized heavy soft and hard deposits supra- and subgingivally. The third phase of treatment could contain:","Root Canal Treatment of #28,29",Placement of implant crown #19,Full Mouth series of Radiographs,Scaling and Root Planing,,A,
"A female patient, age 32, presents to your office with the following Chief Complaints: “I feel myself biting my cheeks when I chew, closer to the back of my mouth. Some teeth on my right side get sensitive when I eat anything cold, hot and sweet, but if I chew on the opposite side it does not hurt. I also lost a tooth a few years back and I would like to close the open space”. Upon examination you notice partial bony impaction of #32 and 1, causing them to erupt buccally and creating buccal tissue damage. #19 is missing and #17 and 18 have drifted forward 1 mm. Large caries lesions are seen clinically and radiographically on #28 and 29, extending into the pulp and the patient has generalized moderate gingival inflammation and generalized heavy soft and hard deposits supra- and subgingivally. The second phase of treatment could contain all the following except:",Extraction #32 and #1,"Excavation of caries #28,29",Implant placement #19,Periodontal Treatment,,C,
"A female patient, age 32, presents to your office with the following Chief Complaints: “I feel myself biting my cheeks when I chew, closer to the back of my mouth. Some teeth on my right side get sensitive when I eat anything cold, hot and sweet, but if I chew on the opposite side it does not hurt. I also lost a tooth a few years back and I would like to close the open space”. Upon examination you notice partial bony impaction of #32 and 1, causing them to erupt buccally and creating buccal tissue damage. #19 is missing and #17 and 18 have drifted forward 1 mm. Large caries lesions are seen clinically and radiographically on #28 and 29, extending into the pulp and the patient has generalized moderate gingival inflammation and generalized heavy soft and hard deposits supra- and subgingivally. The first phase of treatment could contain which of the following:",Extraction #32 and #1,"Consultation with Prosthodontist, Endodontist, and Periodontist",Root Canal Treatment #28,Bridge preparation of #20 and 18,,B,
