title,Pathomedicine Exam 1 (Fall 2023),patho,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
What cellular response to stress often occurs in the setting of chronic irritation and involves a change in the phenotype of a cell?,Atrophy,Hypertrophy,Hyperplasia,Metaplasia,,D,
Which of the following statements best describes apoptosis?,Typically results in inflammation,Represents an orderly process of programmed cell death,Is always a result of pathologic conditions,Primarily involves damage to the cell membrane,,B,
Which type of necrosis is often associated with tuberculosis and has a “cheese-like” appearance?,Coagulative necrosis,Liquefactive necrosis,Caseous necrosis,Fibrinoid necrosis,,C,
What is the relationship between oxygen-derived free radicals and antioxidants?,Antioxidants block the formation of oxygen-derived free radicals,Oxygen-derived free radicals block the formation of antioxidants,Antioxidants produce oxygen-derived free radicals during cellular respiration,Oxygen-derived free radicals produce antioxidants during cellular respiration,,A,
Which of the following breaks down internal cell content in apoptosis?,Ribosomes,Peroxisomes,Caspases,Lysosomes,,C,
"In patients with alcoholism and obesity-associated diabetes, what substance commonly accumulates intracellularly in hepatocytes?",Triglycerides,Immunoglobulins,Melanin,Calcium phosphate,,A,
Which of the following structures has been associated with cellular aging due to its progressive shortening with each cell division?,Mitochondria,Ribosomes,Telomeres,Golgi apparatus,,C,
Which of the following is a hallmark of acute inflammation?,Macrophages,Neutrophils,Lymphocytes,Plasma cells,,B,
What is the primary purpose of inflammation in response to injury?,To reduce the activity of white blood cells,To move red blood cells to the site of the injury,To move white blood cells to the site of the injury,To prevent the migration of cells to the site of the injury,,C,
Which of the following best describes phagocytosis?,The piling up of red blood cells in the center of the vessel,The movement of white blood cells to the periphery of vessel,The release of chemical signals to attract immune cells to the site of injury,"The ingestion and digestion of microorganisms, foreign material, and necrotic tissue",,D,
What is the primary function of Toll-like receptors (TLRs) in the context of inflammation?,Recognition of pathogens,Induction of vasoconstriction,Release of histamines to increase vessel permeability,Direct destruction of pathogens via phagocytosis,,A,
Which of the following is the cause of erythema associated with inflammation?,Platelet aggregation,Fluid accumulation in extravascular spaces,Vasoconstriction,Vasodilation,,D,
"If a dendritic cell with phagocytized pathogenic material travels in a lymphatic vessel, what is the most likely destination?",Brain,Kidney,Lymph node,Liver,,C,
Which of the following describes diapedesis?,Movement of white blood cells to the periphery of the vessel,Firm attachment of white blood cells to endothelial surface,Movement of white blood cells into tissue by passing between endothelial cells,Migration of white blood cells to the site of infection,,C,
"Each of the following is a typical outcome of acute inflammation, EXCEPT one. Which one is the EXCEPTION?",Resolution with restoration of tissue form and function,Increased production of red blood cells,Progression to chronic inflammation,,,B,
"Each of the following is a cardinal sign of inflammation, EXCEPT one. Which one is the EXCEPTION?",Heat,Erythema,Swelling,Numbness,,D,
What is the major source of plasma protein-derived chemical mediators of inflammation?,Spleen,Pancreas,Kidney,Liver,Bone marrow,D,
Which of the following is a potent platelet aggregator and vasoconstrictor?,Leukotriene,Lipoxin,Thromboxane,Prostaglandin,,C,
What do nonsteroidal anti-inflammatory drugs (NSAIDs) inhibit?,Phospholipase A2,Cyclooxygenase (COX),Lipoxygenase,Interleukin-1,,B,
What is the primary role of cytokines in the context of inflammation?,Facilitating repair of damaged tissues,Stimulating the migration and activation of white blood cells to site of inflammation,Serving as a barrier to prevent spread of pathogens,Directly neutralizing toxins produced by pathogens,,B,
"Each of the following produce histamine, EXCEPT one. Which one is the EXCEPTION?",Basophils,Erythrocytes,Mast cells,Platelets,,B,
Which of the following is a result of histamine release?,Arteriolar constriction,Vascular permeability,Mast cell recruitment,Basophil degranulation,,B,
Which of the following is a function of reactive oxygen species (ROS) at low levels?,Amplification of inflammatory mediator cascade,Mediate damage to endothelial cells,Extracellular matrix (ECM) breakdown from protease activity,Direct cell injury,,A,
Which component of the complement system can induce mast cells to release histamine?,C2a,C2b,C3a,C3b,,C,
Statement 1: TGF-beta down regulates inflammation. Statement 2: TGF-beta is involved in post-inflammatory fibrosis.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
Which of the following is a setting in which chronic inflammation pervades?,Alzheimer's disease,Atherosclerosis,Type 2 diabetes mellitus,Hypersensitivities,All the above,E,
Macrophages in the liver are called:,Kupffer cells,Sinus histiocytes,Microglial cells,Alveolar macrophages,,A,
Which cytokine induces macrophages to form multinucleated giant cells?,IFN-gamma,TNF-alpha,C5a,IL-6,,A,
"Case 1: A female of 46-years presents with pain on tooth #30. The pain became more intense over the last couple of days at which time she began to feel generally ill. Your clinical findings include the following: - #30 has a large class II carious lesion. - #30 has a necrotic pulp. - #30 is positive to percussion (painful when tapped with your dental mirror). - Her temperature is 103.6 degrees Fahrenheit. - The oral mucosa adjacent and surrounding tooth #30 is erythematous. - Laboratory studies show neutrophilia, a shift to the left, elevated c-reactive protein (CRP), and an elevated erythrocyte sedimentation rate (ESR). Each of the following findings indicate a systemic infection, EXCEPT one. Which one is the EXCEPTION?",Pain when tapping with your dental mirror,Temperature of 103.6 degrees Fahrenheit,Malaise (feeling generally ill),Shift to the left,,A,
"Case 1: A female of 46-years presents with pain on tooth #30. The pain became more intense over the last couple of days at which time she began to feel generally ill. Your clinical findings include the following: - #30 has a large class II carious lesion. - #30 has a necrotic pulp. - #30 is positive to percussion (painful when tapped with your dental mirror). - Her temperature is 103.6 degrees Fahrenheit. - The oral mucosa adjacent and surrounding tooth #30 is erythematous. - Laboratory studies show neutrophilia, a shift to the left, elevated c-reactive protein (CRP), and an elevated erythrocyte sedimentation rate (ESR). In addition to other aspects of treatment, this patient should be prescribed antibiotics:",True,False,,,,A,
Which of the following is an example of a labial cell?,Bone marrow,Hepatocytes (liver cells),Cardiac muscle,Smooth muscle,,A,
"Each of the following is a function of growth factors, EXCEPT one. Which one is the EXCEPTION?",Prevent entry into the cell cycle,Remove blocks in cell cycle progression,Prevent apoptosis,Enhance synthesis of mitotic proteins,,A,
Defects in the synthesis of elastin lead to:,Marfan syndrome,Ehlers-Danlos,Osteogenesis imperfecta,Scurvy,Shingles,A,
Regeneration of skin or mucosa is impossible if the basement is completely removed during an injury.,True,False,,,,A,
At which time following an injury do fibroblasts begin to emigrate to the injury site?,Within the first 24 hours,Days 3-5,Days 5-10,After day 10,,A,
