title,Intro to Clinical Dentistry Exam 2 (Spring 2021),icd,exam2
question,option_a,option_b,option_c,option_d,option_e,correct,image
All of the following statements regarding surgical consultations are true EXCEPT:,Medical Consultation should be provided in writing,"If medical consultation has been requested, it must be reviewed prior to the day of the surgical appointment",Complicated extractions can be scheduled without prior consultation,Consultations must be documented with the Oral Surgery Consultation template note,,C,
Consultation/evaluation of severe or space infections are performed by,Dentist anesthesiologist,OMFS faculty,Orthodontic faculty,Oral pathology faculty,,B,
Code D0140 is used for,Focused Limited Evaluation,Diagnostic Service by a Dentist other than the requesting Dentist,External Referral for a specific problem/procedure,Emergency visit,,A,
The code for Emergency visit is,D0140,D9110,D9310,D7001,,B,
Which of the following information is provided to the patient at a surgical consultation visit?,All elements of informed consent discussion,Operative and post-operative expectations,Post-op pain management plan,Financial information,All the answers are correct,E,
Which of the following statements is true regarding a surgical consult note?,Documentation of medical history as “PMH – no changes” is acceptable,Documentation of medications as “Medications – see chart” is acceptable,The note does not need to be reviewed by supervising OMFS faculty,The history of the present illness should be documented,,D,
Which of the following is/are true regarding medical consultations for oral surgical procedures?,Requests for medical consultation must be done via the “Medical Consultation Form”,Medical consultation must be provided in writing,"If medical consultation has been requested, it must be reviewed prior to the day of the surgical appointment by the scheduled faculty provider",All the answers are correct,,D,
"Statement 1: In urgent/emergent situations when surgical procedures are indicated, medical consultation via phone may be done at the discretion of provider. Statement 2: The phone conversation must be documented in the patient record utilizing the “Telephone Communication Template.”",Both statements are true.,Both statements are false.,Statement 1 is true.  Statement 2 is false.,Statement 1 is false.  Statement 2 is true.,,A,
All of the following statements regarding requirements for surgical procedures are correct EXCEPT:,"If a supervising faculty has 2 patients, both procedures can be in progress at the same time.",Update medical history and document that this was done,"Check vital signs – blood pressure, pulse, SpO2 – and document that this was done",Direct faculty supervision of any surgery is required at all times,,A,
Which of the following are reasons why a specialist prefers to do a consultation prior to the treatment visit?,"To ensure that the GP, specialist, and patient agree on & understand treatment options, the treatment plan, and the treatment sequence",The potential need for medical consultation prior to treatment,The potential need for medication management prior to treatment,All the answers are correct,,D,
Which of the following medical conditions generally require pre-operative surgical consultation?,Condition potentially requiring antibiotic prophylaxis,Bleeding disorder,Mental health disorder potentially affecting treatment,Substance use disorder,All the answers are correct,E,
Statement 1:  Immediate dentures generally do not require pre-operative surgical consultation. Statement 2:  Appropriate radiographs should be completed prior to referral to OMFS.,Both statements are true.,Both statements are false.,The first statement is true.  The second statement is false.,The first statement is false.  The second statement is true.,,D,
Statement 1: A pharyngeal/throat screen should be used throughout a surgical procedure. Statement 2: Eye protection for patients is required during surgical procedures.,Both statements are true.,Both statements are false.,The first statement is true. The second statement is false.,The first statement is false. The second statement is true.,,A,
Statement 1:  Any possible infection exposure should be reported within 48 hours. Statement 2:  Some surgical procedures performed by students do not require direct supervision by faculty.,Both statements are true.,Both statements are false.,The first statement is true. The second statement is false.,The first statement is false. The second statement is true.,,B,
Which of the following conditions generally requires pre-operative surgical consultation?,Previous history of oral surgical procedures,A cooperative child,Patient with red hair,Patient with special needs,,D,
Statement 1: Consultations/treatment of impacted teeth requiring extraction or exposure are performed by periodontal faculty Statement 2:  Consultation for pathologic lesions can be performed by periodontal faculty.,Both statements are true.,Both statements are false.,The first statement is true. The second statement is false.,The first statement is false. The second statement is true.,,D,
When managing a patient’s roster,The CPL is responsible for managing patient charts.,The CPL should be listed as the primary provider,You should check if and when the patient had a comprehensive exam,Each patient should at least have an annual recall exam,,C,
"In axium, where do you check when a patient’s last comprehensive exam was complete?",Under treatment history tab,Under forms tab,Under treatment plans tab,Under in progress tab,,A,
What statement is true of 6 month recalls?,The recall includes both an exam and prophylaxis.,The 6 month recall is the same as periodontal maintenance.,The 6 month recall ensures that an oral re-evaluation occurs regardless of whether the patient is in the middle of an ongoing treatment plan.,All the answers are correct,,C,
Regarding radiographs taken for a patient,An accurate code must be entered into the patient’s chart,A code must be entered even if the patient is not being charged,A radiographic interpretation must be completed,All the answers are correct,,D,
What does “.N” attached to a code signify?,Needs note,Never call,No charge,Nitrous oxide used,,C,
"“The non-lexical component of communication by speech, for example intonation, pitch and speed of speaking, hesitation noises, gesture, and facial expression” is the definition of which term?",Active listening,Paralanguage,Compliance,Empathy,,B,
The following statements regarding the importance of understanding a patient’s preferences and values are true EXCEPT:,It helps build trust between doctor and patient,It will ensure that the patient accepts your treatment plan,It fosters improved communication,It can decrease stress for the patient,,B,
Factors that increase the chance of developing dental disease are collectively referred to as,oral risk factors,Systemic disease,Special needs,Behavioral dentistry,,A,
An examples of social circumstances that can affect a patient’s preferences and values,Dental phobia,Self-esteem issues,Religious factors,Medical comorbidities,,C,
All of the following are risk assessment forms found in axium EXCEPT:,Barriers to care risk assessment,Periodontal risk assessment,Caries risk assessment,Nutrition risk assessment,,A,
"“An emotion characterized by feelings of tension, worried thoughts and physical changes like increased blood pressure” is the definition of",Fear,Dental phobia,Anxiety,Stress,,C,
"“A persistent and irrational fear of dentists or of dental treatment, resulting in the avoidance of dental care or marked distress and anxiety during dental visits” is the definition of",Fear,Dental phobia,Anxiety,Stress,,B,
"_____________ is considered an appropriate short-term response to a present, clearly identifiable threat.",Fear,Dental phobia,Anxiety,Stress,,A,
"______________ is a future-oriented, long-term response focused on a diffuse threat.",Fear,Dental phobia,Anxiety,Stress,,C,
"Which of the following is/are possible reasons for dental fear, anxiety or phobia?",prior negative dental experience,fear of pain,perceived lack of control,All the answers are correct,,D,
Which of the following is true regarding patients with dental phobia?,They often only present for emergencies/when they are in pain.,They usually present for routine visits.,They are the most compliant patients.,They generally have lower risk of dental disease.,,A,
Statement 1: Desensitization is a method of managing patient anxiety. Statement 2: Desensitization is a technique for ensuring profound local anesthesia.,Both statements are true.,Both statements are false.,The first statement is true.  The second statement is false.,The first statement is false.  The second statement is true.,,C,
Which of the following is a general term that describes factors that limit or prevent people from receiving adequate health care?,Caries risk assessment,Paralanguage,Barriers to care,Oral health literacy,,C,
Statement 1: Tobacco use in an oral risk factor. Statement 2: Barriers to care can leave patients with serious conditions that threaten their overall systemic health and quality of life.,Both statements are true,Both statements are false,Statement 1 is true.  Statement 2 is false.,Statement 1 is false.  Statement 2 is true.,,A,
Regarding intake clinic:,Intake is completed in the same clinic every week,Intake moves to different clinics each week,The intake schedule will be found under your home clinic.,None of the answer choices are correct,,B,
Regarding consultations with specialty faculty,The specialist must write the consultation note,The note must be approved/signed by the specialty faculty,The note can be approved by your CPL,No consultation note is needed.,,B,
Regarding oral health literacy of a patient:,Oral health literacy should be evaluated after presenting risks and benefits of a treatment plan.,Poor oral health literacy can be an oral risk factor,Poor oral health literacy does not affect patient compliance,Evaluating oral health literacy of a patient is not the responsibility of the dental provider.,,B,
Statement 1: Oral hygiene instruction should be structured the same for every patient. Statement 2:  Oral hygiene instruction is an important part of patient education.,Both statements are true,Both statements are false,Statement 1 is true.  Statement 2 is false.,Statement 1 is false.  Statement 2 is true.,,D,
