title,Clinical Oral Radiology Exam 1 (Fall 2020),coralrad,exam1
question,option_a,option_b,option_c,option_d,correct,image
There is a disto-cervical radiolucency associated with tooth #3. Which is the BEST impression of this radiolucency?,Caries,Cervical burnout,Root canal treatment,Amalgam restoration,A,
Tooth #3 has undergone root canal treatment.,True,False,,,B,
The radiolucency superior to tooth #3 is most likely:,The right maxillary sinus,The nasal cavity,The incisive foramen,The lingual foramen Image 2 and questions set:,A,images/coralrad-exam1-fall-2020/fig3.jpeg
Calculus is present in the anterior mandible.,True,False,,,A,
Periodontal bone loss is present in the anterior mandible.,True,False,,,A,
This radiograph is a vertical bitewing.,True,False Image 3 and questions set:,,,B,images/coralrad-exam1-fall-2020/fig6.jpeg
This radiograph is a molar periapical.,True,False Image 4 and questions set:,,,B,images/coralrad-exam1-fall-2020/fig7.jpeg
"Recall that pulp and root canal spaces decrease in size with age. Based on your knowledge and experience, which of the following categories is MOST likely to include the patient’s actual age?",Less than 10 years old,Between 10 and 25 years old,Between 25 and 40 years old,Greater than 40 years old,D,
All of the following findings are present in the radiograph EXCEPT one. Which of the following is the EXCEPTION?,Caries,Root restorations,Gutta percha (root canal treatment material),Periodontal bone loss Image 5 and questions set:,C,images/coralrad-exam1-fall-2020/fig9.jpeg
A supernumerary tooth is present. Where is this supernumerary tooth located?,#1 region,#8 region,#13 region,#30 region,A,
The supernumerary tooth appears to be displacing/moving the nearby teeth.,True,False,,,B,
The supernumerary tooth appears to be resorbing at least one nearby tooth.,True,False,,,A,
The supernumerary tooth is impacted/unerupted.,True,False Image 6 and questions set:,,,A,images/coralrad-exam1-fall-2020/fig13.jpeg
One tooth is marked with a red star. What is the number of this tooth?,#3,#15,#1,#14,A,
This tooth has a lesion. Which of the following best describes the location of this lesion?,Mesio-cervical,Disto-cervical,Periapical,Occlusal,B,
The internal structure of this lesion is best described as:,Radiolucent,Radiopaque,,,A,
The best impression for this lesion is:,Apical periodontitis,Cervical burnout,Cervical caries,Missing restoration Image 7 and questions set:,C,images/coralrad-exam1-fall-2020/fig17.jpeg
#20 appears to have a periapical lucency. Which of the following best describes the bone surrounding the periapical lucency?,Within normal limits,"Some dense, reactive bone formation",Scalloped,Hypervascular,B,
#20 appears to have a periapical lucency. Which of the following is the most likely reason for this lucency?,Apical periodontitis (periapical infection),Mental foramen is overlapping,Primary intraosseous carcinoma,Cemento-osseous dysplasia Image 8 and questions set:,A,images/coralrad-exam1-fall-2020/fig19.jpeg
Two radiopaque objects are noted between the roots of #20 and #21. These objects would be best described as:,Well-defined,Poorly-defined,,,A,
Two radiopaque objects are noted between the roots of #20 and #21. These objects are most likely:,Resorbing the root of #20,Resorbing the root of #21,Having no effects on the adjacent structures,,C,
Two radiopaque objects are noted between the roots of #20 and #21. The BEST impression of these objects is:,Dental implants,Retained primary root fragments,Dense reactive bone formation,Calculus Image 9 and questions set:,B,images/coralrad-exam1-fall-2020/fig22.jpeg
This radiograph is a:,Horizontal bitewing,Periapical,Occlusal,Panoramic,A,
Multiple interproximal radiolucencies are present in this image. ALL of these radiolucencies extend PRECISELY from the CEJ to the alveolar crest.,The second sentence is TRUE.,The second sentence is FALSE.,,,B,
Multiple interproximal radiolucencies are present in this image. The borders of these lesions are BEST described as:,Extremely sharp and extremely well-defined,Somewhat blended and moderately well-defined,Well-corticated with thick borders,,B,
Multiple interproximal radiolucencies are present in this image. The BEST impression of these radiolucencies is:,Cervical caries,Cervical Burnout,Periodontal disease,Apical periodontitis Image 10 and questions set:,A,images/coralrad-exam1-fall-2020/fig26.jpeg
Which of the following is the BEST impression for the entity indicated by the RED arrow?,Stylohyoid ligament,Carotid/vascular calcifications,Hyoid bone,Clavicle,B,
Which of the following is the BEST impression for the entity indicated by the BLUE arrow?,Stylohyoid ligament,Carotid/vascular calcifications,Hyoid bone,Clavicle Image 11 and questions set:,C,images/coralrad-exam1-fall-2020/fig28.jpeg
Which of the following is the BEST impression for the entity indicated by the BLUE curve? (There is another similar entity on the patient’s right side if you would like to see it without the BLUE marking in the way.),Base of the skull,Inferior nasal concha,Hard palate,Cervical spine Image 12 and questions set:,B,images/coralrad-exam1-fall-2020/fig29.jpeg
What type of radiograph is this best described as?,Horizontal bitewing,Vertical bitewing,Mandibular periapical,Maxillary periapical,C,
"Compared to the surrounding/normal bone, what is the internal structure of the entity in the #18 region?",More radiolucent,More radiopaque,Isoradiodense (same radiodensity),,A,
Which of the following best describes the borders of the entity in the #18 region?,Fairly well-defined and well-corticated except for superiorly,Fairly well-defined and non-corticated,Poorly defined except for mesially,Poorly defined all around,A,
What is your impression of the entity in the #18 region?,Periapical pathology,Extraction socket,Dental caries,None of other answer choices are correct Image 13 and questions set:,B,images/coralrad-exam1-fall-2020/fig33.jpeg
Which of the following best describes the borders of the lesion in the right posterior inferior mandible?,Poorly-defined,Well-defined,,,B,
Which of the following best describes the borders of the lesion in the right posterior inferior mandible?,Non corticated,Well-corticated,,,B,
Which of the following best describes the internal structure of the lesion in the right posterior inferior mandible?,Radiopaque,Radiolucent,Mixed,,B,
