title,Pathomedicine Exam 5 (Fall 2021),patho,exam5
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Which is true of the following statements: Statement 1: The adrenal cortex produces glucocorticoids, mineralocorticoids, and sex steroids. Statement 2: The adrenal medulla produces catecholamines and sex steroids.",Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,C,
Which of the following is a clinical feature of adrenocortical hyperfunction (aka Cushing syndrome)?,Increased muscle mass,Weight gain in legs and feet (lower obesity),Hypotension,"Induce gluconeogenesis, resulting in diabetes-like findings (hyperglycemia, etc.)",,D,
What stimulates the parathyroid glands to secrete parathyroid hormone (PTH)?,Low serum Ca2+  (calcium),Low serum PTH,High serum PO43- (phosphate),High serum Ca2+,,A,
Which of the following is a function of parathyroid hormone (PTH)?,Decrease renal tubular resorption of Ca2+,Increase urinary phosphate excretion,Decrease conversion of vitamin D to its active form to aid in intestinal absorption of Ca2+,Inhibit osteoclastic activity to retain Ca2+ in bone,,B,
Which is true of the following statements: Statement 1: Primary hyperparathyroidism is most commonly caused by primary hyperplasia of the glands. Statement 2: Primary hyperparathyroidism is least commonly caused by carcinoma of the glands.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,D,
Which is true of the following statements: Statement 1: Secondary hyperparathyroidism is most commonly caused by chronic kidney disease (CKD). Statement 2: Serum Ca2+ levels remain near normal in secondary hyperparathyroidism.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
Which is true of the following statements: Statement 1: Gigantism develops when a growth hormone-producing adenoma is present after the closure of growth plates (completion of puberty). Statement 2: Acromegaly develops when a growth hormone-producing adenoma is present prior to the closure of growth plates (completion of puberty).,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,B,
Which of the following is a clinical finding of acromegaly?,"Generalized increase in body size, including height",Posterior-superior growth of mandible,Posterior open bite develops,"Enlargement of soft tissues, skin, viscera",Reduction in size of bones of hands and feet,D,
"A 33-year-old female patient comes to your office for recall. Immediately you realize she is acting differently than you remember of her. First thing you notice are her eyes, which appear more prominent, almost popping out of her head, than what you recall. Next you notice that she seems to be nervous/restless, sweating a bit, and her skin is very flushed. She also appears to have lost a decent amount of weight since your last appointment. Finally, prior to starting any treatment, you take her vitals, and her heart rate is 134 BPM. What is the most likely explanation for these clinical findings?",Graves disease (hyperthyroidism),Hashimoto thyroiditis (hypothyroidism),"Diabetes mellitus, type 2",Hyperparathyroidism,,A,
Which of the following is true regarding Hashimoto thyroiditis?,Most common in middle-aged males,Patients develop hyperthyroidism,Results from autoimmune destruction of the thyroid gland,Patients at decreased risk for other autoimmune disorders and Non-Hodgkin lymphoma,,C,
The body begins to breakdown proteins and fats for energy when glucose is not used as a fuel source. Results in increased appetite. The two prior statements describe:,Polyuria,Polydipsia,Polyphagia,Polyopathy,,C,
Depletion of beta cells in the pancreas leads to depletion of which biologic secretion?,Bile,Insulin,Epinephrine,Aldosterone,Mucous,B,
“Drop foot” occurs when there is:,Injury to the peroneal nerve,Gout,Injury to the ulnar nerve,Hiatal hernia,,A,
What percentage increase of incidence for post-operative infection would a patient with a fasting blood glucose of 240 mg/dL?,10%,20%,50%,80%,,D,
Insulin shock can occur when a T1DM patient has normal dose of insulin and:,Large amounts of glucose,No food,Large amounts of water,Metformin in combination,,B,
A common dental related complication of diabetes mellitus is:,Squamous cell carcinoma,Periodontitis,Dentigerous cysts,Cracked tooth syndrome,,B,
The normal range for fasting blood glucose for diabetes is:,40-90 mg/dL,80-130 mg/dL,120-170 mg/dL,160-210 mg/dL,,B,
HbA1C is a measure of _____ over the past 2 to 3 months:,Glycated hemoglobin,Insulin,Water intake,Free fatty acids,Monocytes,A,
The target value for HbA1c in diabetics is:,Less than 5%,Less than 6%,Less than 7%,,,C,
Local anesthesia with epinephrine is contraindicated for patients with diabetes:,True,False,,,,B,
A functional pituitary adenoma that secretes ACTH is most likely to cause which of the following conditions?,Diabetes mellitus,Diabetes insipidus,Cushing syndrome,Cushing disease,Conn syndrome,D,
How much adrenal gland compromise is needed to begin seeing the clinical findings associated with Addison's disease?,10%,30%,50%,70%,90%,E,
Which of the following is NOT a side effect of long-term corticosteroid expose?,Osteoporosis,Hypertension,Immunosuppression,Hypoglycemia,,D,
Which is true of the following statements: Statement 1: Autosomal dominant polycystic kidney disease is more common than autosomal recessive polycystic kidney disease. Statement 2: Autosomal dominant polycystic kidney disease is primarily diagnosed in adults.,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,A,
Which is true of the following statements: Statement 1: Minimal change disease is a nephritic disease/syndrome Statement 2: Nephritic syndromes show dysmorphic RBCs in the urine as well as RBC casts in the urine,Both statements are true,Both statements are false,"Statement 1 is true, statement 2 is false","Statement 1 is false, statement 2 is true",,D,
Which of the following could cause a diminished GFR?,Depression,COPD,Herpes zoster with postherpetic neuralgia,Renal insufficiency,Venereal warts,D,
Which of the following is the most common type of urolith?,Magnesium ammonium phosphate,Struvate,Calcium oxalate,Uric acid,Cystine,C,
What is the most common cause of end-stage kidney disease?,Diabetes mellitus,Hypertension,Polycystic kidney disease,Systemic lupus erythematosus,Chronic glomerulonephritis,A,
Azotemia is an accumulation of which of the following?,Nitrogenous compounds,Albumin,Acid,Glucosa,,A,
Which of the following is a possible consequence of chronic kidney disease?,Myocardial infarction,Secondary hyperparathyroidism,Anemia,Osteomalacia,All of the options are potential consequences of chronic kidney disease,E,
