title,Pathomedicine Exam 1 (Fall 2022),patho,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
True or false: myocardial hypertrophy due to hypertension is an example of irreversible cellular injury.,True,False,,,,B,
The changes seen in smooth muscle cells of the uterus during pregnancy in which cells are increased in size is an example of which of the following cellular changes:,Metaplasia,Atrophy,Hyperplasia,Hypertrophy,,D,
The ubiquitin-proteasome pathway is an important component of which cellular change?,Metaplasia,Atrophy,Hyperplasia,Hypertrophy,,B,
Choose the correct answer based on the following statements: Statement 1: Necrosis can be a physiologic process as a part of normal cell death. Statement 2: Apoptosis elicits an inflammatory response.,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,D,
Which of the following is the first to occur in the setting of IRREVERSIBLE injury?,Cell death,Ultrastructural changes,Light microscopic changes,Gross morphologic changes,,A,
In which of the following settings would you expect to find liquefactive necrosis?,Infarcted spleen,Bacterial infection eliciting a white blood cell response,Tuberculosis,Acute pancreatitis,,B,
Which of the following is true of oxygen-derived free radicals?,Also called reactive oxygen species,Contain a single unpaired electron,React with proteins,Attack double bonds of polyunsaturated membrane lipids,All of the options are true.,E,
Which of the following enzymes are involved in apoptosis?,Caspases,Lipases,Carbonic anhydrases,Alyklases,Ligases,A,
What initiates Bcl-2 to initiate apoptosis?,Lack of growth factor,Excess of growth factor,Lack of Fas ligand,Excess of Fas Ligand,None of the options,A,
Which of the following is a disease caused by misfolded proteins?,Cystic fibrosis,Systemic lupus erythematosus,Primary herpetic gingivostomatitis,Aphthous stomatitis,All of the options are caused by misfolded proteins,A,
Which of the following enzymes is released by cytotoxic t lymphocytes?,Caspase,Lipase,Granzyme,Carbonic anhydrase,,C,
Intracellular accumulation of pigment is observed in which of the following processes?,Lipofuscin,Poorly controlled diabetes,Glomerular disorders,Alcoholism,,A,
Xanthoma cells or foam cells occur in the setting of intracellular accumulation of what substance?,Pigment,Protein,Glycogen,Cholesterol,Iron,D,
Metastatic calcification occurs in which of the following settings?,Atherosclerosis,Renal failure,Tuberculosis,Aortic stenosis,,B,
Which family of proteins may activate DNA repair mechanisms?,Telomerase,Caspase,Surtuin,Granzyme,None of the options,C,
Choose the correct answer based on the following statements: Statement 1: Hypoxia is a deficiency in the amount of oxygen reaching tissue. Statement 2: Ischemia is inadequate arterial blood flow to tissue.,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,C,
Choose the correct answer based on the following statements: Statement 1: Aerobic respiration is diminished in the setting of ischemia. Statement 2: Glycolysis is unable to occur in the setting of ischemia.,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,A,
True or False: Cell injury is more likely in the setting of ischemia.,True,False,,,,A,
Which white blood cells are most prominent during the acute phase of inflammation?,Lymphocytes,Eosinophils,Macrophages,Neutrophils,,D,
The collection of fluid in tissue spaces is known as:,Edema,Hyperemia,Dolor,Rubor,,A,
The movement of white blood cells out of the vasculature and into the tissue is termed:,Rolling,Phagocytosis,Transmigration,Margination,,C,
Which of the following is a component of the initial steps of inflammation?,Decreased permeability of the microcirculation,Absence of erythrocytes,Decrease in blood viscosity,Movement of the white blood cells from the injured tissue into the circulation,None of the options,E,
What receptor mediates the movement of leukocytes into the tissue between endothelial cells?,PECAM-1,LFA-1,MAC-1,L-Selectin,,A,
When would a white blood cell release microbicidal substances into the extracellular matrix?,Damage to phagolysosome by injurious substance,Substances that cannot be phagocytosed,Phagocytic vacuoles remaining open prior to complete closure,All of the options can cause tissue damage,,D,
Which of the following is derived from plasma proteins?,Histamine,Leukotrienes,C3a,Nitric oxide,Neuropeptides,C,
Choose the correct answer based on the following statements: Statement 1: Prostaglandins are involved in pain. Statement 2: TNF is involved in fever,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,C,
Which of the following immune cells activate macrophages?,CD4+ T cell,CD8+ T cell,Eosinophil,Neutrophil,,A,
In what context would you expect to see granulomatous inflammation?,Tuberculosis,Syphilis,Crohn disease,Sarcoidosis,All of the options involve granulomas,E,
Which of the following are stable cells?,Gland cells,Smooth muscle cells,Bone marrow,Neurons,Cardiac muscle,B,
Choose the correct answer based on the following statements: Statement 1: Autocrine cells influence cells distant from their location. Statement 2: Intracellular receptors must by hydrophobic,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,Both statements are true,Both statements are false,,B,
Which vitamin is essential for cross-linking collagen?,Vitamin A,Vitamin B,Vitamin C,Vitamin D,Vitamin E,C,
"True or False: To regenerate, the basement membrane of labile tissues must be present.",True,False,,,,A,
Which of the following degrades the extracellular matrix to allow for new vessel formation?,Matrix metalloproteinases (MMPs),Angiopoietin 1 and 2 (Ang1 and Ang2),Fibroblast growth factors (FGFs),Vascular endothelial growth factors (VEGFs),,A,
True or False: A sutured incision should heal by second intention,True,False,,,,B,
"Which nerve fibers traverse the odontoblastic layer and terminate in the dentinal tubules, and are responsible for the early response to pulpal inflammation",a-delta fibers.,a-beta fibers.,c-fibers,Elongated fibers.,,A,
T cells represent a vital arm of the Innate immune system.,True.,False.,,,,B,
Which nerve fibers in the pulp are responsible for neurogenic inflammation?,a-delta fibers.,a-beta fibers.,c-fibers,Elongated fibers.,,C,
Antibiotics are most effective against root canal infections due to biofilm formation.,True.,False.,,,,B,
What type of bacteria are associated with periodontal disease?,Gram positive Aerobic,Gram negative anaerobic,Gram positive anaerobic,Gram positive aerobic anaerobic,,A,
T/f - we currently know the mechanism behind periodontal diseases and it is a disease of bone resorption,True,False,,,,B,
What is the current theory of what causes periodontal disease?,Rock in shoe,Calculus production,Specific antigen activation,Antibiotic resistance,,C,
The ideal goal of periodontal treatment is,Repair,Regeneration,Elimination of periodontal defect through osteoplasty/ostectomy,Solve the worlds problrr et les one pocket at a time,,B,
