title,TMD & Orofacial Pain Final Exam (Spring 2019),tmd,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
"Case #1 (Question #s 1-10 pertain to case #1) A 30 year-old female presents to your office with pain and limitation of jaw opening.  She points directly to the right temporomandibular joint as the source of the pain, which is increased with jaw opening and chewing.  The patient reports having painless clicking in the right side of her jaw for one year, but one week ago, she awakened with severe pain and very limited jaw opening. PMH:  unremarkable Meds:  Ibuprofen 200 mg daily for when the pain is intolerable Allergies:  none known Question: Following taking the history as described above, which one of the following should be done next by the clinician?",Obtain a panoramic radiograph,Prescribe Ibuprofen 400 mg three times daily for one week and then have the patient return for a re-evaluation,"Perform a thorough examination of the head and neck, as well as the oral cavity",Refer the patient to a clinician with expertise and experience in treating temporomandibular disorders,,C,
(Case #1 attached) Statement #1:  You inform the patient that they have “TMJ syndrome” and that she has disc displacement Statement #2:  You refer the patient to a physical therapist for definitive treatment Which of the following is correct with respect to diagnosis and treatment of this patient based on the information that has been obtained:,Both statements do not reflect appropriate diagnosis and treatment,"Statement #1 is the correct diagnosis, but statement #2 is not the appropriate treatment","Statement #1 is not the correct diagnosis, but statement #2 reflects appropriate treatment",Both statements reflect appropriate diagnosis and treatment,,A,images/tmd-final-spring-2019/fig2.jpeg
"(Case #1 attached) Following your examination, you document that the patient’s maximum interincisal opening distance is 21 mm with deviation to the right.  The left lateral excursion is 1 mm, the right lateral excursion is 9 mm.  The right TMJ is tender to palpation as well as the right masseter and temporalis muscles.  You obtain a panoramic radiograph, which appears normal.  You then order an MRI which demonstrates a large effusion of fluid in the right temporomandibular joint as well as an anterior disc which remains anterior in the open mouth view.   Which of the following is the LEAST LIKELY DIAGNOSIS of this patient’s condition based on the information that you have?",Synovitis right temporomandibular joint,Myalgia and spasm of the right temporalis and masseter muscles,Internal derangement of the right temporomandibular joint with disc displacement,Metastatic tumor involving the right condyle,,D,images/tmd-final-spring-2019/fig3.jpeg
(Case #1 attached) You decide to provide non-surgical therapies to treat this patient.  Which of the following is NOT APPROPRIATE treatment for this patient’s condition following your initial evaluation?,Temporomandibular joint surgery,"Moist heat, softer diet and jaw exercises",Oral appliance therapy,Ibuprofen 400 mg three times daily for 10 days,,A,images/tmd-final-spring-2019/fig4.jpeg
(Case #1 attached) You find out that the patient was incorrect and had forgotten to tell you that similar episodes have occurred at least three times over the past year and she has actually been treated with a full course of appropriate non-surgical therapies.  The severe limitation on mandibular function and pain has affected the quality of her life on a daily basis.  Which of the following is the most appropriate course of action?,Minimally invasive arthroscopic surgery,Open joint surgery designed to reposition the disc,Total joint replacement surgery,Continued non-surgical therapy but give it at least 8 more months for to determine if it is successful,,A,images/tmd-final-spring-2019/fig5.jpeg
(Case #1 attached) The patient indicates that she wants to get this treated as soon as possible as she is going to get married in 3 months and is tired of living with these symptoms.  She undergoes a surgical procedure in the right temporomandibular joint.  Which of the following are indicated in the  postoperative rehabilitation period?,"Jaw exercises, non-chew and/or very soft diet, clenching awareness and avoidance, non-steroidal anti-inflammatory medications","Physical therapy, an oral appliance and opioid pain medications for 3 months",Follow up with the surgeon in one week and then in 5 months,All of the above are necessary,,A,images/tmd-final-spring-2019/fig6.jpeg
(Case #1 attached) This patient underwent right temporomandibular joint arthroscopy and was compliant with all of the postoperative rehabilitation instructions.  After 3 months the most likely outcome is:,"Increased right tmj pain, decreased maximum interincisal opening distance","Decreased right tmj pain, decreased maximum interincisal opening distance","Decreased right tmj pain, increased maximum interincisal opening distance","Increased right tmj pain, increased maximum interincisal opening distance",The results of arthroscopy are extremely variable and each one of the aforementioned outcomes has an EQUAL likelihood of occurring,C,images/tmd-final-spring-2019/fig7.jpeg
(Case #1 attached) The patient returns to your office 3 months following the surgery and she indicates that she has remained compliant with your postoperative rehabilitation instructions.  The patient also tells you that she has now returned to work at a job that she hates and is also in the middle of a custody battle with her divorced spouse.  She is aware of having increased clenching during the day and night due to this stress and her sleep is poor.  Which one of the following statements is FALSE?,Persistent clenching and joint overload will contribute to further cartilage degradation in the temporomandibular joints,It is important that she stop doing passive motion jaw exercises as this will contribute to cartilage degradation and synovitis.,You should consider placing the patient on a muscle relaxant before bedtime to help with muscle tension and potentially improve sleep.,You should reinforce the need to be aware of clenching during the day and to develop strategies for awareness and avoidance,,B,images/tmd-final-spring-2019/fig8.jpeg
"(Case #1 attached) The patient returns to your office 4 months following the surgery and she indicates that the pain in her right temporomandibular joint, which had improved significantly for 3.5 months, has returned to preoperative levels. The pain began 10 days ago and has gradually increased to a pain level of “7” on the visual analog scale (0=no pain, 10=the most severe pain).  Which one of the following is NOT appropriate for initial management of this patient?",Ibuprofen 400 mg three times daily for 10 days with meals.,Very soft diet for the next 10-14 days.,Hot compresses to the right and left masseter and temporalis muscles,Right temporomandibular joint arthroscopy,,D,images/tmd-final-spring-2019/fig9.jpeg
"(Case #1 attached) The patient moves to another state and you do not hear from her for the next 7 years.  She then returns to your office with significant right and left tmj pain, severe limitation of maximum interincisal opening distance, constant pain in both the right and left face which is increased to lightly touching the skin in front of the right and left tmjs.  The patient also indicates that her teeth do not seem to be meeting properly since the third surgical procedure.  She reports that over the past 7 years, she was treated by other surgeons who performed 3 additional surgeries over the past 7 years, including right and left tmj disc repositioning surgery, bilateral discectomies, then bilateral prosthetic total joint replacements.  Which of the following statements is FALSE?",She most likely has developed chronic orofacial neuropathic pain,She is less likely to have a good outcome with additional surgical procedures,Orthodontic and/or prosthodontic correction of her malocclusion is likely to be the best course of management,Multidisciplinary management of the chronic orofacial pain is likely to be the best course of management,,C,images/tmd-final-spring-2019/fig10.jpeg
