title,DAO Final Exam (Summer 2016),dao,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Tooth #E (universal system) in the primary dentition is?,maxillary right primary second molar,maxillary right primary central incisor,mandibular right primary central incisor,primary second molars in both maxilla and mandible,,B,
Where is masticatory mucosa found?,Soft palate,Hard palate,Buccal mucosa,Ventral surface of the tongue,,B,
In which of the following will you find “sharpeys fibers”?,Dentin,Enamel,Bone,Sulcular epithelium,,C,
Which of the following are part of the periodontal attachment apparatus? 1. Junctional epithelium 2. Cementum 3. Periodontal ligament 4. Sulcular epithelium 5. Bone,"1,2,3,5","1,3,5","2,3,5","3,4,5",,C,
"The number and arrangement of cusps, developmental grooves, roots, and oblique ridges are similar in the primary maxillary second molar and the",permanent maxillary second molar,permanent maxillary first molar,permanent mandibular first molar,,,B,
The mucogingival junctional delineates the following:,the junctional epithelium from the Sulcular epithelium,sulcular epithelium from the oral epithelium,the attached gingiva from the oral mucosa,the hard palate from the soft palate,,C,
"Ideally, how does the maxillary arch compare in length with the mandibular arch?",the maxillary arch is slightly longer,the mandibular arch is slightly longer,both arches are the same length,,,A,
Assuming normal occlusion and alignment the probable contacting cusp in the diagram is,Buccal #28,Lingual #12,Buccal #21,Lingual #5,,A,images/dao-final-summer-2016/fig8.jpeg
The mandibular movement indicated in this diagram is:,protrusive,"right lateral, on the non-working side",left lateral on the non-working side,,,C,images/dao-final-summer-2016/fig9.jpeg
Contraction of the lateral pterygoid muscles causes?,Initial closure of the mandible,retrusion of the condyles from the articular disc,forceful closure of the molars through a bolus of food,forward movement of the condyles from the articular fossa,,D,
Which of the following are applicable to a mandibular first premolar? 1. Cusps have a mostly different form 2. Buccal and lingual cusps are the same height 3. The crown is concave on the mesial surface 4. Usually has one root 5. There is a developmental groove on the mesial lingual,"1, 2, 5","1, 3, 5","1, 3, 5","2, 3, 6","1, 4, 5",E,
The oblique ridge of the maxillary first molar is reduced in height in the center of the occlusal surface and is nearly level with the:,triangular ridge of the mesiobuccal cusp,cusp tip of the mesiobuccal cusp,distal marginal ridge,,,C,
Which jaw position is determined by tooth to tooth contact?,centric relation,maximum Intercuspation (MI),terminal hinge,postural position,,B,
Anterior guidance is the result of:,centric relation,horizontal and vertical overlap,height of the posterior tooth cusp,,,B,
In an IDEAL centric occlusion all of the following are correct EXCEPT: a. only the mandibular centrals and the maxillary third molars will occlude with one tooth b. the buccal cusp of the maxillary teeth and the lingual cusp of the mandibular teeth displace and protect      the soft tissues during closure c. the mandibular posterior teeth occlude anterior to the maxillary posterior teeth,a,"a, b","a, b, c",All are correct,,D,
When doing a crown preparation the proper degree of taper is:?,3-6 degrees,8-10 degrees,0 degrees,12-15 degrees,,A,
"On the mesial surface of a maxillary anterior tooth, the cervical line curves incisally______ than on the distal surface:",more,less,same as,,,A,
The sequence of cusp size from the SMALLEST to largest on a maxillary second molar is: 1.    MB 2.    ML 3.    DB 4.    DL,"1, 2, 3, 4","2, 1, 3, 4","4, 3, 1, 2","3, 4, 2, 1",,C,
In maximun intercuspation (MI) the distolingual cusp of the mandibular first molar opposes?,the embrasure between the maxillary first and second molars,mesial fossa of the maxillary second molar,the distolingual groove of the maxillary first molar,the distal pit of the maxillary first molar,,C,
Tooth “D” in the PALMER system is:,the maxillary left second primary molar,the maxillary right lateral primary incisor,the primary first molar in the maxilla and mandible,"maxillary right first premolar,",,C,
In a UNILATERAL BALANCED occlusion (group function): 1. There is tooth to tooth contact on the non-working side 2. The maxillary and mandibular cusps contact on the working side 3. All posterior teeth contact in MI 4. The patient is always edentulous on one side 5. Canines serve as a guide for disclusion,"1, 2, 3","3, 4","3, 4, 5","1, 3, 4","2, 3",E,
Which surface of a mandibular canine is almost parallel to the long axis of the tooth?,no surface,distal,mesial,labial,lingual,C,
"Assuming normal intercuspation, the MB cusps of the mandibular first and second molars would have their occlusal stops at which of the following points?","2, 3","1, 3","3, 5","2, 4","1, 5",D,images/dao-final-summer-2016/fig23.jpeg
Identify the mandibular movement below:,protrusive,left lateral on the working side,left lateral on the non-working side,right lateral on the working side,right lateral on the non-working side,B,images/dao-final-summer-2016/fig24.jpeg
The arrow on the sketch below represents the path taken by:,DB cusp of the first molar,D cusp of first molar,MB cusp of the second molar,DB cusp of the second molar,ML cusp of the first molar,C,images/dao-final-summer-2016/fig25.png
The mandibular movement indicated is?,protrusive,"right lateral, on the working side",right lateral on the non-working side,left lateral on the working side,left lateral on the non-working side,E,images/dao-final-summer-2016/fig26.png
Which maxillary tooth has the largest crown occlusogingivally?,first premolar,Second premolar,First molar,Second molar,,A,
Which teeth normally have BIFURCATIONS?,first and second mandibular molars,mandibular canine,maxillary molars,mandibular second premolar,,A,
"In an maximun intercuspation (MI) position, the distobuccal cusp of the maxillary first molar opposes which feature on a mandibular first molar?",the distal cusp,the distobuccal cusp,the distobuccal developmental groove,the mesiobuccal developmental groove,,C,
"From a buccal view, the palatal root apex of the maxillary second molar will be in line with which of the following?",buccal groove,distobuccal cusp tip,mesiobuccal cusp tip,,,B,
The “CLINICAL CROWN”refers to:,that portion of the crown covered by enamel,that portion of the crown that is visible in the mouth,the portion of the crown that is not covered by the soft tissue,,,B,
In Maximum Intercuspation (MI) of a class 1 occlusion the tip of the maxillary canine will align with which anatomic feature?,embrasure between the mandibular canine and lateral incisor,the embrasure between the mandibular canine and first premolar,distal cusp ridge of the mandibular canine,mesial cusp ridge of the buccal cusp of the mandibular first premolar,,B,
"The non-working condyle, in function, will perform which of the following movements?",straight forward,"downward, backward and medial","downward, forward, and medial","downward, forward, and lateral",,C,
The second premolar replaces which primary tooth?,canine,first primary molar,the second primary molar,,,C,
"When compared to the first maxillary premolar, the central groove of the second maxillary premolar is:","longer, with less supplementary grooves","Longer, with more supplementary grooves","shorter, with more supplementary grooves","shorter, with more supplementary grooves",,D,
The percentage of INORGANIC material in enamel of a fully developed tooth is?,less than 50%,60%,75%,more than 90%,,D,
Which tooth has a mesiolingual development groove?,#18,#5,#21,#29,,C,
