title,Pathomedicine Exam 3 (Fall 2020),patho,exam3
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which is true of the following statements: Statement 1: A patient with an autoimmune disease is more likely to develop a second autoimmune disease. Statement 2: A patient with an autoimmune disease is more likely to develop a lymphoma,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
“Butterfly rash” observed on the malar region of the face is indicative of what autoimmune disease?,Rheumatoid arthritis,Systemic lupus erythematosus,Angioedema,Mucous membrane pemphigoid,Pemphigus vulgaris,B,
Which of the following statements is true regarding iron-deficiency anemia?,The most common cause of iron deficiency anemia in women is gastrointestinal bleeding,Hemoglobin values will be greater than 14 g/dL,Oral manifestation may include multiple fibromas,Pregnancy may induce an iron-deficiency anemia,Oxygen saturation of 96% should elicit referral for evaluation,D,
What is the appropriate treatment for pernicious anemia?,Iron supplementation,Folate supplementation,Cyanocobalamin injection,Adding leafy green vegetables to the diet,Systemic corticosteroids,C,
Which is true of the following statements: Statement 1: Hydroxyurea and erythropoietin can be used to induce production of fetal hemoglobin (Hbf) to prevent sickling crisis in patients with sickle cell anemia. Statement 2: Stem cell transplants are performed in over 75% of patients with sickle cell anemia as an effective treatment,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Lymphocytes should comprise what percentage of white blood cells in “normal” patient blood values,0-7%,4-13%,14-46%,40-74%,45-63%,C,
"All of the following are examples of type II hypersensitivities, EXCEPT one. Which one is the EXCEPTION?",Rheumatoid arthritis,Rhesus factor incompatibility,Pernicious anemia,Acute rheumatic fever,Goodpasture syndrome,A,
Urticaria and angioedema are most commonly seen in:,Type I hypersensitivities,Type II hypersensitivities,Type III hypersensitivities,Type IV hypersensitivities,,A,
Which of the following neoplasms is NOT associated with a systemic marker than can be detected on serology?,Cholangiocarcinoma,Hepatocellular carcinoma,Prostate adenocarcinoma,Medullary thyroid carcinoma,,A,
Which of the following is NOT an ABCDE sign of melanoma,Asymmetrical,Border irregularity,Central ulceration,Diameter > 6mm,Evolving over time,C,
"When is the MINIMUM amount of time required to extract teeth in the maxilla before radiation (not ideal, urgent situation)?",3 days,5 days,7 days,12 days,,C,
Which of the following is NOT considered when staging an oral cancer per guidelines presented in class?,Size of the tumor,Degree of differentiation,Lymph node involvement,Presence of metastasis,,B,
"Which of the following genes is observed in cutaneous melanomas and papillary thyroid carcinomas, and may help serve as a target for targeted therapy?",CKIT,BRAF,HRAS,Rb,CMYC,B,
Which of the following is the most common tumor in women?,Breast duct carcinoma,Lobular carcinoma of the breast,Leiomyoma,Rhabdomyoma,Papillary thyroid carcinoma,C,
Which of the following brain tumors is derived from Rathke’s pouch and often occurs in the sella turcica?,Glioblastoma multiforme,Ependymoma,Low-grade astrocytoma,Craniopharyngioma,Medulloblastoma,D,
