title,Oral Pathology Exam 1 (Spring 2023),oralpath,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following options is a synonym for ectopic sebaceous glands in the oral cavity?,Fordyce granules,Koplik spots,Leukoplakia,Meissner macule,Sweat grains,A,
Which is true of the following statements: Statement 1: Leukoedema disappears when stretching the mucosa Statement 2: Leukoedema should be treated with topical steroids,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,C,
Which is true of the following statements: Statement 1: Fissured tongue can increase with age Statement 2: Hairy tongue can occur secondary to irritation from smoking,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
True or False: Nicotinic stomatitis is a premalignant condition,True,False,,,,B,
Which of the following findings are associated with primary herpetic gingivostomatitis:,Fever,Malaise,Ulcerated gingiva,Lymphadenopathy,All are associated with primary herpetic gingivostomatitis,E,
Which of the following syndromes exhibits hypodontia?,Ectodermal dysplasia,Cleidocranial dysplasia,Dentinogenesis imperfecta,Amelogenesis imperfecta,,A,
What is the most common tooth to present as a microdont?,Maxillary lateral incisor,Maxillary central incisor,Mandibular second premolar,Maxillary canine,Mandibular central incisor,A,
"A superficial blister, smaller than 5mm, and filled with clear fluid is best described as which of the following:",Vesicle,Bulla,Ulcer,Fissure,Nodule,A,
Which is true of the following statements: Statement 1: Enamel pearls should be removed via scaling Statement 2: Talon cusps cannot contain a pulp horn.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
"True or False: All tooth anomalies are only incidental findings and do not need to be documented nor can they affect the vitality, longevity, health, or treatment of a tooth.",True,False,,,,B,
"An ulcer of movable mucosa surrounding by a blended, white border is suggestive of which of the following:",Traumatic ulcer,Aphthous ulcer,Recurrent intraoral herpes virus,Oral hairy leukoplakia,Kaposi sarcoma,A,
Which is true of the following statements: Statement 1: IV antiresorptive medications are more likely to cause MRONJ than oral antiresorptive medications Statement 2: MRONJ happens more frequently in the mandible than the maxilla,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
