title,DAO Quiz 6 (Summer 2017),dao,quiz
question,option_a,option_b,option_c,option_d,option_e,correct,image
Where are the obtuse angles on a maxillary molar?,"Distolingual, mesiobuccal","Distobuccal, mesiolingual","Distobuccal, mesiobuccal","Distolingual, mesiolingual",,B,
"The cusp of Carabelli, if present on a maxillary first molar, is found on which of the following surfaces?",Lingual on the mesiolingual cusp,Lingual of distolingual cusp,Buccal of mesiobuccal cusp,Buccal of distobuccal cusp,,A,
Maxillary and Mandibular molars are similar in that:,They develop from the same amount of lobes.,They are both narrower (mesiodistally) on the lingual side.,They have the same amount of roots,Two of the above are true,None of the above,E,
How many canals does the MB root of the maxillary first molar have?,1,2,3,4,,B,
Which cusp of the maxillary first molar is the largest and most well formed?,Mesiobuccal,Mesiolingual,DIstobuccal,Distolingual,,B,
Which cusp is the least developed on a maxillary second molar?,Mesiobuccal,Mesiolingual,Distobuccal,Distolingual,,D,
Which cusps does the oblique ridge connect?,"Mesiolingual, distobuccal","Distolingual, mesiobuccal","Distobuccal, mesiobuccal","Distolingual, mesiolingual",,A,
Which is the largest root of the Maxillary first molar?,Palatal,Mesiobuccal,Mesiolingual,Distobuccal,,A,
Which is wider mesiodistally?,Mandibular central incisor,Mandibular later incisor,,,,B,
The largest cusp of the mandibular first molar is:,Mesiolingual,Distobuccal,Distolingual,Mesiobuccal,,D,
What molar is most likely to exhibit 3 cusps?,Maxillary 3rd molar,Maxillary 1st molar,Mandibular 2nd molar,Mandibular 1st molar,,A,
